identifier,name,polypeptide_id
PF00105,zf-C4,P62508
PF03098,An_peroxidase,P35354
PF00008,EGF,P35354
PF03098,An_peroxidase,P23219
PF00008,EGF,P23219
PF00001,7tm_1,P08172
PF00001,7tm_1,P11229
PF00001,7tm_1,P20309
PF00001,7tm_1,P08173
PF00001,7tm_1,P08912
PF00045,Hemopexin,P03956
PF00413,Peptidase_M10,P03956
PF01471,PG_binding_1,P03956
PF00040,fn2,P08253
PF00045,Hemopexin,P08253
PF00413,Peptidase_M10,P08253
PF01471,PG_binding_1,P08253
PF00045,Hemopexin,P08254
PF00413,Peptidase_M10,P08254
PF01471,PG_binding_1,P08254
PF00413,Peptidase_M10,P09237
PF01471,PG_binding_1,P09237
PF00045,Hemopexin,P22894
PF00413,Peptidase_M10,P22894
PF01471,PG_binding_1,P22894
PF00040,fn2,P14780
PF00045,Hemopexin,P14780
PF00413,Peptidase_M10,P14780
PF01471,PG_binding_1,P14780
PF00045,Hemopexin,P09238
PF00413,Peptidase_M10,P09238
PF01471,PG_binding_1,P09238
PF00045,Hemopexin,P24347
PF00413,Peptidase_M10,P24347
PF00045,Hemopexin,P39900
PF00413,Peptidase_M10,P39900
PF01471,PG_binding_1,P39900
PF00045,Hemopexin,P45452
PF00413,Peptidase_M10,P45452
PF01471,PG_binding_1,P45452
PF00045,Hemopexin,P50281
PF00413,Peptidase_M10,P50281
PF01471,PG_binding_1,P50281
PF11857,DUF3377,P50281
PF00045,Hemopexin,P51511
PF00413,Peptidase_M10,P51511
PF01471,PG_binding_1,P51511
PF11857,DUF3377,P51511
PF00045,Hemopexin,P51512
PF00413,Peptidase_M10,P51512
PF01471,PG_binding_1,P51512
PF11857,DUF3377,P51512
PF00045,Hemopexin,Q9ULZ9
PF00413,Peptidase_M10,Q9ULZ9
PF01471,PG_binding_1,Q9ULZ9
PF00045,Hemopexin,Q99542
PF00413,Peptidase_M10,Q99542
PF01471,PG_binding_1,Q99542
PF00045,Hemopexin,O60882
PF00413,Peptidase_M10,O60882
PF01471,PG_binding_1,O60882
PF00045,Hemopexin,Q8N119
PF00413,Peptidase_M10,Q8N119
PF01471,PG_binding_1,Q8N119
PF00413,Peptidase_M10,O75900
PF01549,ShK,O75900
PF00045,Hemopexin,Q9Y5R2
PF00413,Peptidase_M10,Q9Y5R2
PF01471,PG_binding_1,Q9Y5R2
PF11857,DUF3377,Q9Y5R2
PF00045,Hemopexin,Q9NPA2
PF00413,Peptidase_M10,Q9NPA2
PF01471,PG_binding_1,Q9NPA2
PF00413,Peptidase_M10,Q9NRE1
PF00045,Hemopexin,Q9H306
PF00413,Peptidase_M10,Q9H306
PF01471,PG_binding_1,Q9H306
PF00045,Hemopexin,Q9H239
PF00413,Peptidase_M10,Q9H239
PF01471,PG_binding_1,Q9H239
PF00693,Herpes_TK,P03176
PF00136,DNA_pol_B,P04293
PF03104,DNA_pol_B_exo1,P04293
PF11590,DNAPolymera_Pol,P04293
PF00136,DNA_pol_B,P09252
PF03104,DNA_pol_B_exo1,P09252
PF03098,An_peroxidase,P23219
PF00008,EGF,P23219
PF00746,Gram_pos_anchor,Q51911
PF01468,GA,Q51911
PF03098,An_peroxidase,P35354
PF00008,EGF,P35354
PF03446,NAD_binding_2,P52209
PF00393,6PGD,P52209
PF01401,Peptidase_M2,P12821
PF01759,NTR,Q6FHJ7
PF01392,Fz,Q6FHJ7
PF00001,7tm_1,P35367
PF02931,Neur_chan_LBD,P14867
PF02932,Neur_chan_memb,P14867
PF02931,Neur_chan_LBD,P47869
PF02932,Neur_chan_memb,P47869
PF02931,Neur_chan_LBD,P34903
PF02932,Neur_chan_memb,P34903
PF02931,Neur_chan_LBD,P48169
PF02932,Neur_chan_memb,P48169
PF02931,Neur_chan_LBD,P31644
PF02932,Neur_chan_memb,P31644
PF02931,Neur_chan_LBD,Q16445
PF02932,Neur_chan_memb,Q16445
PF02931,Neur_chan_LBD,P43681
PF02932,Neur_chan_memb,P43681
PF02931,Neur_chan_LBD,P36544
PF02932,Neur_chan_memb,P36544
PF01094,ANF_receptor,P42262
PF00060,Lig_chan,P42262
PF10613,Lig_chan-Glu_bd,P42262
PF01094,ANF_receptor,Q13002
PF00060,Lig_chan,Q13002
PF10613,Lig_chan-Glu_bd,Q13002
PF02931,Neur_chan_LBD,P14867
PF02932,Neur_chan_memb,P14867
PF01477,PLAT,P09917
PF00305,Lipoxygenase,P09917
PF03098,An_peroxidase,P35354
PF00008,EGF,P35354
PF03098,An_peroxidase,P23219
PF00008,EGF,P23219
PF00104,Hormone_recep,P37231
PF00105,zf-C4,P37231
PF12577,PPARgamma_N,P37231
PF00069,Pkinase,O15111
PF12179,IKKbetaNEMObind,O15111
PF00069,Pkinase,O14920
PF12179,IKKbetaNEMObind,O14920
PF13520,AA_permease_2,Q9UPY5
PF02803,Thiolase_C,P24752
PF00108,Thiolase_N,P24752
PF00067,p450,P24557
PF00068,Phospholip_A2_1,P04054
PF00001,7tm_1,P30556
PF00001,7tm_1,P35348
PF00001,7tm_1,P08913
PF00001,7tm_1,P35367
PF00001,7tm_1,P25021
PF00001,7tm_1,P18825
PF00001,7tm_1,P18089
PF00164,Ribosom_S12_S23,P0A7S3
PF07645,EGF_CA,P98164
PF00057,Ldl_recept_a,P98164
PF00058,Ldl_recept_b,P98164
PF12662,cEGF,P98164
PF02540,NAD_synthase,P08164
PF00186,DHFR_1,P00374
PF00104,Hormone_recep,P10276
PF00105,zf-C4,P10276
PF00104,Hormone_recep,P28702
PF00105,zf-C4,P28702
PF00104,Hormone_recep,P13631
PF00105,zf-C4,P13631
PF00104,Hormone_recep,P10826
PF00105,zf-C4,P10826
PF00001,7tm_1,P21918
PF00001,7tm_1,P21728
PF00001,7tm_1,P18089
PF00001,7tm_1,P18825
PF00001,7tm_1,P08913
PF00001,7tm_1,P35368
PF00001,7tm_1,P25100
PF00001,7tm_1,P35348
PF02931,Neur_chan_LBD,P14867
PF02932,Neur_chan_memb,P14867
PF02931,Neur_chan_LBD,P47869
PF02932,Neur_chan_memb,P47869
PF02931,Neur_chan_LBD,P34903
PF02932,Neur_chan_memb,P34903
PF02931,Neur_chan_LBD,P31644
PF02932,Neur_chan_memb,P31644
PF02931,Neur_chan_LBD,Q8N1C3
PF02932,Neur_chan_memb,Q8N1C3
PF02931,Neur_chan_LBD,P18507
PF02932,Neur_chan_memb,P18507
PF02931,Neur_chan_LBD,Q99928
PF02932,Neur_chan_memb,Q99928
PF02931,Neur_chan_LBD,P18505
PF02932,Neur_chan_memb,P18505
PF02931,Neur_chan_LBD,P47870
PF02932,Neur_chan_memb,P47870
PF02931,Neur_chan_LBD,P28472
PF02932,Neur_chan_memb,P28472
PF02931,Neur_chan_LBD,O14764
PF02932,Neur_chan_memb,O14764
PF02931,Neur_chan_LBD,P78334
PF02932,Neur_chan_memb,P78334
PF02931,Neur_chan_LBD,O00591
PF02932,Neur_chan_memb,O00591
PF02931,Neur_chan_LBD,P24046
PF02932,Neur_chan_memb,P24046
PF02931,Neur_chan_LBD,P28476
PF02932,Neur_chan_memb,P28476
PF02931,Neur_chan_LBD,A8MPY1
PF02932,Neur_chan_memb,A8MPY1
PF02931,Neur_chan_LBD,P14867
PF02932,Neur_chan_memb,P14867
PF00001,7tm_1,P35372
PF00001,7tm_1,P11229
PF00001,7tm_1,P08172
PF01593,Amino_oxidase,P21397
PF00001,7tm_1,P41595
PF00001,7tm_1,P28223
PF00001,7tm_1,P28335
PF00135,COesterase,P22303
PF08674,AChE_tetra,P22303
PF00209,SNF,P31645
PF03491,5HT_transport_N,P31645
PF00001,7tm_1,P21728
PF00001,7tm_1,P14416
PF00001,7tm_1,P11229
PF00233,PDEase_I,Q07343
PF00001,7tm_1,P30542
PF01590,GAF,O76074
PF00233,PDEase_I,O76074
PF00233,PDEase_I,P27815
PF00001,7tm_1,P29274
PF00149,Metallophos,P21589
PF02872,5_nucleotid_C,P21589
PF00520,Ion_trans,Q9Y5Y9
PF06512,Na_trans_assoc,Q9Y5Y9
PF00324,AA_permease,P55017
PF03522,SLC12,P55017
PF08403,AA_permease_N,P55017
PF00001,7tm_1,P08173
PF00001,7tm_1,P11229
PF00001,7tm_1,P08172
PF00001,7tm_1,P20309
PF02931,Neur_chan_LBD,Q15822
PF02932,Neur_chan_memb,Q15822
PF00001,7tm_1,P11229
PF00571,CBS,P20839
PF00478,IMPDH,P20839
PF00294,PfkB,P55263
PF00571,CBS,P12268
PF00478,IMPDH,P12268
PF00946,Mononeg_RNA_pol,P26676
PF01728,FtsJ,P26676
PF12803,G-7-MTase,P26676
PF14318,Mononeg_mRNAcap,P26676
PF00602,Flu_PB1,P16502
PF05761,5_nucleotid,P49902
PF01663,Phosphodiest,P22413
PF01033,Somatomedin_B,P22413
PF01223,Endonuclease_NS,P22413
PF01003,Flavi_capsid,P12823
PF07652,Flavi_DEAD,P12823
PF02832,Flavi_glycop_C,P12823
PF00869,Flavi_glycoprot,P12823
PF01004,Flavi_M,P12823
PF00948,Flavi_NS1,P12823
PF01005,Flavi_NS2A,P12823
PF01002,Flavi_NS2B,P12823
PF01350,Flavi_NS4A,P12823
PF01349,Flavi_NS4B,P12823
PF00972,Flavi_NS5,P12823
PF01570,Flavi_propep,P12823
PF01728,FtsJ,P12823
PF00949,Peptidase_S7,P12823
PF03098,An_peroxidase,P35354
PF00008,EGF,P35354
PF00067,p450,Q16647
PF03098,An_peroxidase,P23219
PF00008,EGF,P23219
PF00001,7tm_1,P35372
PF00001,7tm_1,P41143
PF00001,7tm_1,P41145
PF00005,ABC_tran,P08183
PF00664,ABC_membrane,P08183
PF03098,An_peroxidase,P35354
PF00008,EGF,P35354
PF03098,An_peroxidase,P23219
PF00008,EGF,P23219
PF00001,7tm_1,P07550
PF02518,HATPase_c,P0AES6
PF00204,DNA_gyraseB,P0AES6
PF00986,DNA_gyraseB_C,P0AES6
PF01751,Toprim,P0AES6
PF03989,DNA_gyraseA_C,P0AFI2
PF00521,DNA_topoisoIV,P0AFI2
PF02931,Neur_chan_LBD,P47870
PF02932,Neur_chan_memb,P47870
PF02931,Neur_chan_LBD,P28472
PF02932,Neur_chan_memb,P28472
PF00520,Ion_trans,P35499
PF06512,Na_trans_assoc,P35499
PF00520,Ion_trans,Q99250
PF06512,Na_trans_assoc,Q99250
PF11933,Na_trans_cytopl,Q99250
PF02931,Neur_chan_LBD,P14867
PF02932,Neur_chan_memb,P14867
PF00194,Carb_anhydrase,P00915
PF00194,Carb_anhydrase,P00918
PF00194,Carb_anhydrase,P22748
PF00194,Carb_anhydrase,O43570
PF00194,Carb_anhydrase,Q9ULX7
PF00194,Carb_anhydrase,P07451
PF00194,Carb_anhydrase,P43166
PF00230,MIP,P29972
PF01590,GAF,O76074
PF00233,PDEase_I,O76074
PF01590,GAF,Q9HCR9
PF00233,PDEase_I,Q9HCR9
PF03098,An_peroxidase,P35354
PF00008,EGF,P35354
PF03098,An_peroxidase,P23219
PF00008,EGF,P23219
PF00171,Aldedh,P05091
PF03712,Cu2_monoox_C,P09172
PF01082,Cu2_monooxygen,P09172
PF03351,DOMON,P09172
PF00104,Hormone_recep,P06401
PF00105,zf-C4,P06401
PF02161,Prog_receptor,P06401
PF00104,Hormone_recep,P03372
PF00105,zf-C4,P03372
PF02159,Oest_recep,P03372
PF12743,ESR1_C,P03372
PF00233,PDEase_I,P27815
PF00233,PDEase_I,Q07343
PF00001,7tm_1,P29275
PF00001,7tm_1,P30542
PF00001,7tm_1,P29274
PF00001,7tm_1,P0DMS8
PF00520,Ion_trans,Q7Z2W7
PF00520,Ion_trans,O75762
PF12796,Ank_2,O75762
PF00520,Ion_trans,Q8NET8
PF12796,Ank_2,Q8NET8
PF00001,7tm_1,P41145
PF00520,Ion_trans,Q13936
PF08763,Ca_chan_IQ,Q13936
PF16905,GPHH,Q13936
PF16885,CAC1F_C,Q13936
PF03989,DNA_gyraseA_C,P43700
PF00521,DNA_topoisoIV,P43700
PF00275,EPSP_synthase,P0A749
PF02931,Neur_chan_LBD,P14867
PF02932,Neur_chan_memb,P14867
PF02931,Neur_chan_LBD,P47869
PF02932,Neur_chan_memb,P47869
PF02931,Neur_chan_LBD,P34903
PF02932,Neur_chan_memb,P34903
PF02931,Neur_chan_LBD,P31644
PF02932,Neur_chan_memb,P31644
PF02931,Neur_chan_LBD,P18505
PF02932,Neur_chan_memb,P18505
PF02931,Neur_chan_LBD,P47870
PF02932,Neur_chan_memb,P47870
PF02931,Neur_chan_LBD,P28472
PF02932,Neur_chan_memb,P28472
PF02931,Neur_chan_LBD,Q8N1C3
PF02932,Neur_chan_memb,Q8N1C3
PF02931,Neur_chan_LBD,P18507
PF02932,Neur_chan_memb,P18507
PF02931,Neur_chan_LBD,Q99928
PF02932,Neur_chan_memb,Q99928
PF02931,Neur_chan_LBD,O14764
PF02932,Neur_chan_memb,O14764
PF02931,Neur_chan_LBD,P78334
PF02932,Neur_chan_memb,P78334
PF02931,Neur_chan_LBD,O00591
PF02932,Neur_chan_memb,O00591
PF02931,Neur_chan_LBD,P24046
PF02932,Neur_chan_memb,P24046
PF02931,Neur_chan_LBD,P28476
PF02932,Neur_chan_memb,P28476
PF02931,Neur_chan_LBD,A8MPY1
PF02932,Neur_chan_memb,A8MPY1
PF02931,Neur_chan_LBD,Q9UN88
PF02932,Neur_chan_memb,Q9UN88
PF03073,TspO_MBR,P30536
PF02931,Neur_chan_LBD,P14867
PF02932,Neur_chan_memb,P14867
PF00209,SNF,P23975
PF00209,SNF,Q01959
PF00001,7tm_1,P14416
PF06387,Calcyon,Q9NYX4
PF00001,7tm_1,P35348
PF13499,EF-hand_7,P0DP23
PF13499,EF-hand_7,P63316
PF13833,EF-hand_8,P63316
PF01023,S_100,P26447
PF07943,PBP5_C,Q75Y35
PF00768,Peptidase_S11,Q75Y35
PF00905,Transpeptidase,Q8XJ01
PF00912,Transgly,Q8XJ01
PF00104,Hormone_recep,P06401
PF00105,zf-C4,P06401
PF02161,Prog_receptor,P06401
PF00104,Hormone_recep,P04150
PF00105,zf-C4,P04150
PF02155,GCR,P04150
PF00089,Trypsin,P07288
PF00104,Hormone_recep,O75469
PF00105,zf-C4,O75469
PF00001,7tm_1,P35367
PF00001,7tm_1,P11229
PF00001,7tm_1,P08172
PF00001,7tm_1,P20309
PF00001,7tm_1,P08173
PF00001,7tm_1,P08912
PF00001,7tm_1,P35372
PF00001,7tm_1,P41143
PF00001,7tm_1,P41145
PF00520,Ion_trans,O00555
PF08763,Ca_chan_IQ,O00555
PF16905,GPHH,O00555
PF00976,ACTH_domain,P01189
PF08384,NPP,P01189
PF08035,Op_neuropeptide,P01189
PF13499,EF-hand_7,P0DP23
PF00104,Hormone_recep,Q14994
PF00105,zf-C4,Q14994
PF00003,7tm_3,Q9UBS5
PF01094,ANF_receptor,Q9UBS5
PF00084,Sushi,Q9UBS5
PF02931,Neur_chan_LBD,P14867
PF02932,Neur_chan_memb,P14867
PF00104,Hormone_recep,P04150
PF00105,zf-C4,P04150
PF02155,GCR,P04150
PF00005,ABC_tran,Q09428
PF00664,ABC_membrane,Q09428
PF00001,7tm_1,P08588
PF00001,7tm_1,P07550
PF00001,7tm_1,P35348
PF00104,Hormone_recep,P03372
PF00105,zf-C4,P03372
PF02159,Oest_recep,P03372
PF12743,ESR1_C,P03372
PF02931,Neur_chan_LBD,P14867
PF02932,Neur_chan_memb,P14867
PF02931,Neur_chan_LBD,P47869
PF02932,Neur_chan_memb,P47869
PF02931,Neur_chan_LBD,P34903
PF02932,Neur_chan_memb,P34903
PF02931,Neur_chan_LBD,P48169
PF02932,Neur_chan_memb,P48169
PF02931,Neur_chan_LBD,P31644
PF02932,Neur_chan_memb,P31644
PF02931,Neur_chan_LBD,Q16445
PF02932,Neur_chan_memb,Q16445
PF02931,Neur_chan_LBD,P18505
PF02932,Neur_chan_memb,P18505
PF02931,Neur_chan_LBD,P47870
PF02932,Neur_chan_memb,P47870
PF02931,Neur_chan_LBD,P28472
PF02932,Neur_chan_memb,P28472
PF02931,Neur_chan_LBD,Q8N1C3
PF02932,Neur_chan_memb,Q8N1C3
PF02931,Neur_chan_LBD,P18507
PF02932,Neur_chan_memb,P18507
PF02931,Neur_chan_LBD,Q99928
PF02932,Neur_chan_memb,Q99928
PF02931,Neur_chan_LBD,O14764
PF02932,Neur_chan_memb,O14764
PF02931,Neur_chan_LBD,P78334
PF02932,Neur_chan_memb,P78334
PF02931,Neur_chan_LBD,O00591
PF02932,Neur_chan_memb,O00591
PF02931,Neur_chan_LBD,P24046
PF02932,Neur_chan_memb,P24046
PF02931,Neur_chan_LBD,P28476
PF02932,Neur_chan_memb,P28476
PF02931,Neur_chan_LBD,A8MPY1
PF02932,Neur_chan_memb,A8MPY1
PF02931,Neur_chan_LBD,Q9UN88
PF02932,Neur_chan_memb,Q9UN88
PF02931,Neur_chan_LBD,P14867
PF02932,Neur_chan_memb,P14867
PF00135,COesterase,P22303
PF08674,AChE_tetra,P22303
PF00001,7tm_1,P28223
PF00001,7tm_1,P41145
PF00001,7tm_1,P35372
PF00001,7tm_1,P41143
PF03486,HI0933_like,Q5L2G3
PF00005,ABC_tran,O95342
PF00664,ABC_membrane,O95342
PF00104,Hormone_recep,P04150
PF00105,zf-C4,P04150
PF02155,GCR,P04150
PF03002,Somatostatin,P61278
PF00001,7tm_1,P49146
PF02931,Neur_chan_LBD,P32297
PF02932,Neur_chan_memb,P32297
PF00245,Alk_phosphatase,P10696
PF02931,Neur_chan_LBD,Q23022
PF02932,Neur_chan_memb,Q23022
PF02931,Neur_chan_LBD,Q9N587
PF02932,Neur_chan_memb,Q9N587
PF02931,Neur_chan_LBD,Q27218
PF02932,Neur_chan_memb,Q27218
PF02931,Neur_chan_LBD,P48181
PF02932,Neur_chan_memb,P48181
PF02931,Neur_chan_LBD,P14867
PF02932,Neur_chan_memb,P14867
PF02931,Neur_chan_LBD,P47869
PF02932,Neur_chan_memb,P47869
PF02931,Neur_chan_LBD,P34903
PF02932,Neur_chan_memb,P34903
PF02931,Neur_chan_LBD,P48169
PF02932,Neur_chan_memb,P48169
PF02931,Neur_chan_LBD,P31644
PF02932,Neur_chan_memb,P31644
PF02931,Neur_chan_LBD,Q16445
PF02932,Neur_chan_memb,Q16445
PF02931,Neur_chan_LBD,P43681
PF02932,Neur_chan_memb,P43681
PF02931,Neur_chan_LBD,P36544
PF02932,Neur_chan_memb,P36544
PF01094,ANF_receptor,P42262
PF00060,Lig_chan,P42262
PF10613,Lig_chan-Glu_bd,P42262
PF01094,ANF_receptor,Q13002
PF00060,Lig_chan,Q13002
PF10613,Lig_chan-Glu_bd,Q13002
PF00104,Hormone_recep,O75469
PF00105,zf-C4,O75469
PF00001,7tm_1,P14416
PF00001,7tm_1,P21728
PF13499,EF-hand_7,P0DP23
PF04042,DNA_pol_E_B,Q14181
PF08418,Pol_alpha_B_N,Q14181
PF03446,NAD_binding_2,P52209
PF00393,6PGD,P52209
PF00209,SNF,P23975
PF00209,SNF,Q01959
PF00001,7tm_1,P35348
PF00001,7tm_1,P08913
PF00209,SNF,P31645
PF03491,5HT_transport_N,P31645
PF00001,7tm_1,P07550
PF00001,7tm_1,P08588
PF00554,RHD_DNA_bind,O95644
PF16179,RHD_dimer,O95644
PF00229,TNF,P01375
PF00170,bZIP_1,P18846
PF02173,pKID,P18846
PF00715,IL2,P60568
PF00001,7tm_1,P35372
PF00001,7tm_1,P41143
PF00001,7tm_1,P41145
PF00490,ALAD,P13716
PF08491,SE,Q14534
PF00104,Hormone_recep,P10275
PF00105,zf-C4,P10275
PF02166,Androgen_recep,P10275
PF00104,Hormone_recep,P04150
PF00105,zf-C4,P04150
PF02155,GCR,P04150
PF03098,An_peroxidase,P35354
PF00008,EGF,P35354
PF03098,An_peroxidase,P23219
PF00008,EGF,P23219
PF01590,GAF,O76074
PF00233,PDEase_I,O76074
PF04868,PDE6_gamma,P18545
PF04868,PDE6_gamma,Q13956
PF00001,7tm_1,P25021
PF00135,COesterase,P22303
PF08674,AChE_tetra,P22303
PF00135,COesterase,P06276
PF08674,AChE_tetra,P06276
PF00254,FKBP_C,P62942
PF07690,MFS_1,Q05940
PF00001,7tm_1,P08913
PF00001,7tm_1,P35348
PF00209,SNF,Q01959
PF00001,7tm_1,P08588
PF00001,7tm_1,P07550
PF00001,7tm_1,P08908
PF00001,7tm_1,P13945
PF00001,7tm_1,P07550
PF00520,Ion_trans,Q14524
PF06512,Na_trans_assoc,Q14524
PF11933,Na_trans_cytopl,Q14524
PF00194,Carb_anhydrase,P00918
PF00194,Carb_anhydrase,P22748
PF00194,Carb_anhydrase,P00915
PF00194,Carb_anhydrase,P07451
PF03098,An_peroxidase,P23219
PF00008,EGF,P23219
PF03098,An_peroxidase,P35354
PF00008,EGF,P35354
PF00001,7tm_1,P07550
PF00001,7tm_1,P13945
PF00001,7tm_1,P08588
PF00001,7tm_1,P37288
PF08983,DUF1856,P37288
PF00001,7tm_1,P30518
PF00104,Hormone_recep,P04150
PF00105,zf-C4,P04150
PF02155,GCR,P04150
PF00001,7tm_1,P14416
PF00001,7tm_1,P28223
PF00001,7tm_1,P21728
PF00001,7tm_1,P35348
PF00001,7tm_1,P11229
PF00001,7tm_1,P30556
PF00454,PI3_PI4_kinase,P42345
PF02259,FAT,P42345
PF02260,FATC,P42345
PF08771,Rapamycin_bind,P42345
PF11865,DUF3385,P42345
PF00254,FKBP_C,P62942
PF00167,FGF,P09038
PF00078,RVT_1,Q72547
PF00075,RNase_H,Q72547
PF06815,RVT_connect,Q72547
PF06817,RVT_thumb,Q72547
PF00324,AA_permease,P55017
PF03522,SLC12,P55017
PF08403,AA_permease_N,P55017
PF00194,Carb_anhydrase,P00915
PF00194,Carb_anhydrase,P00918
PF01401,Peptidase_M2,P12821
PF00104,Hormone_recep,P03372
PF00105,zf-C4,P03372
PF02159,Oest_recep,P03372
PF12743,ESR1_C,P03372
PF00054,Laminin_G_1,P04278
PF07714,Pkinase_Tyr,P16066
PF01094,ANF_receptor,P16066
PF00211,Guanylate_cyc,P16066
PF00348,polyprenyl_synt,P14324
PF01401,Peptidase_M2,P12821
PF01431,Peptidase_M13,P08473
PF05649,Peptidase_M13_N,P08473
PF00324,AA_permease,Q13621
PF03522,SLC12,Q13621
PF08403,AA_permease_N,Q13621
PF00324,AA_permease,P55011
PF03522,SLC12,P55011
PF08403,AA_permease_N,P55011
PF00324,AA_permease,Q9UP95
PF03522,SLC12,Q9UP95
PF00324,AA_permease,Q9H2X9
PF03522,SLC12,Q9H2X9
PF00005,ABC_tran,P13569
PF00664,ABC_membrane,P13569
PF14396,CFTR_R,P13569
PF02931,Neur_chan_LBD,P46098
PF02932,Neur_chan_memb,P46098
PF00104,Hormone_recep,P03372
PF00105,zf-C4,P03372
PF02159,Oest_recep,P03372
PF12743,ESR1_C,P03372
PF00054,Laminin_G_1,P04278
PF00809,Pterin_bind,Q49184
PF00520,Ion_trans,Q9Y5Y9
PF06512,Na_trans_assoc,Q9Y5Y9
PF00042,Globin,P68871
PF00042,Globin,P69905
PF00210,Ferritin,P02794
PF00210,Ferritin,P02792
PF00067,p450,P11511
PF02189,ITAM,P30273
PF11628,TCR_zetazeta,P30273
PF13895,Ig_2,P12319
PF00104,Hormone_recep,P04150
PF00105,zf-C4,P04150
PF02155,GCR,P04150
PF02931,Neur_chan_LBD,P14867
PF02932,Neur_chan_memb,P14867
PF02931,Neur_chan_LBD,P47869
PF02932,Neur_chan_memb,P47869
PF02931,Neur_chan_LBD,P34903
PF02932,Neur_chan_memb,P34903
PF02931,Neur_chan_LBD,P48169
PF02932,Neur_chan_memb,P48169
PF02931,Neur_chan_LBD,P31644
PF02932,Neur_chan_memb,P31644
PF02931,Neur_chan_LBD,Q16445
PF02932,Neur_chan_memb,Q16445
PF02931,Neur_chan_LBD,P18505
PF02932,Neur_chan_memb,P18505
PF02931,Neur_chan_LBD,P47870
PF02932,Neur_chan_memb,P47870
PF02931,Neur_chan_LBD,P28472
PF02932,Neur_chan_memb,P28472
PF02931,Neur_chan_LBD,Q8N1C3
PF02932,Neur_chan_memb,Q8N1C3
PF02931,Neur_chan_LBD,P18507
PF02932,Neur_chan_memb,P18507
PF02931,Neur_chan_LBD,Q99928
PF02932,Neur_chan_memb,Q99928
PF02931,Neur_chan_LBD,O14764
PF02932,Neur_chan_memb,O14764
PF02931,Neur_chan_LBD,P78334
PF02932,Neur_chan_memb,P78334
PF02931,Neur_chan_LBD,O00591
PF02932,Neur_chan_memb,O00591
PF02931,Neur_chan_LBD,P24046
PF02932,Neur_chan_memb,P24046
PF02931,Neur_chan_LBD,P28476
PF02932,Neur_chan_memb,P28476
PF02931,Neur_chan_LBD,A8MPY1
PF02932,Neur_chan_memb,A8MPY1
PF02931,Neur_chan_LBD,Q9UN88
PF02932,Neur_chan_memb,Q9UN88
PF03073,TspO_MBR,P30536
PF02931,Neur_chan_LBD,P14867
PF02932,Neur_chan_memb,P14867
PF02931,Neur_chan_LBD,P14867
PF02932,Neur_chan_memb,P14867
PF00060,Lig_chan,Q8TCU5
PF10613,Lig_chan-Glu_bd,Q8TCU5
PF02931,Neur_chan_LBD,P23415
PF02932,Neur_chan_memb,P23415
PF02931,Neur_chan_LBD,P23416
PF02932,Neur_chan_memb,P23416
PF00625,Guanylate_kin,Q02641
PF12052,VGCC_beta4Aa_N,Q02641
PF02931,Neur_chan_LBD,P46098
PF02932,Neur_chan_memb,P46098
PF02931,Neur_chan_LBD,P47869
PF02932,Neur_chan_memb,P47869
PF02931,Neur_chan_LBD,Q9GZZ6
PF02932,Neur_chan_memb,Q9GZZ6
PF00520,Ion_trans,Q13936
PF08763,Ca_chan_IQ,Q13936
PF16905,GPHH,Q13936
PF16885,CAC1F_C,Q13936
PF02931,Neur_chan_LBD,P31644
PF02932,Neur_chan_memb,P31644
PF02931,Neur_chan_LBD,P48169
PF02932,Neur_chan_memb,P48169
PF02931,Neur_chan_LBD,P34903
PF02932,Neur_chan_memb,P34903
PF01094,ANF_receptor,P42261
PF00060,Lig_chan,P42261
PF10613,Lig_chan-Glu_bd,P42261
PF13903,Claudin_2,Q06432
PF02931,Neur_chan_LBD,Q15822
PF02932,Neur_chan_memb,Q15822
PF02931,Neur_chan_LBD,Q16445
PF02932,Neur_chan_memb,Q16445
PF01094,ANF_receptor,P42262
PF00060,Lig_chan,P42262
PF10613,Lig_chan-Glu_bd,P42262
PF01094,ANF_receptor,P48058
PF00060,Lig_chan,P48058
PF10613,Lig_chan-Glu_bd,P48058
PF01094,ANF_receptor,P42263
PF00060,Lig_chan,P42263
PF10613,Lig_chan-Glu_bd,P42263
PF02931,Neur_chan_LBD,P43681
PF02932,Neur_chan_memb,P43681
PF02931,Neur_chan_LBD,P17787
PF02932,Neur_chan_memb,P17787
PF01007,IRK,P48549
PF01007,IRK,P48051
PF00047,ig,P19320
PF07679,I-set,P19320
PF05790,C2-set,P19320
PF13895,Ig_2,P19320
PF01733,Nucleoside_tran,Q99808
PF01007,IRK,P48544
PF02931,Neur_chan_LBD,P36544
PF02932,Neur_chan_memb,P36544
PF02931,Neur_chan_LBD,Q9UGM1
PF02932,Neur_chan_memb,Q9UGM1
PF02931,Neur_chan_LBD,P18505
PF02932,Neur_chan_memb,P18505
PF02931,Neur_chan_LBD,P28472
PF02932,Neur_chan_memb,P28472
PF02931,Neur_chan_LBD,P47870
PF02932,Neur_chan_memb,P47870
PF00520,Ion_trans,Q13698
PF08763,Ca_chan_IQ,Q13698
PF16905,GPHH,Q13698
PF00520,Ion_trans,Q01668
PF08763,Ca_chan_IQ,Q01668
PF16905,GPHH,Q01668
PF16885,CAC1F_C,Q01668
PF02931,Neur_chan_LBD,P30926
PF02932,Neur_chan_memb,P30926
PF02931,Neur_chan_LBD,P32297
