id,name,organism,known_action,position,parent_key
BE0000381,Gamma-aminobutyric acid receptor subunit alpha-2,Human,yes,2,DB01346
BE0000197,Sodium channel protein type 5 subunit alpha,Human,yes,3,DB01346
BE0000154,Potassium channel subfamily K member 1,Human,unknown,4,DB01346
BE0000829,Glutamate receptor 2,Human,unknown,5,DB01346
BE0000062,Type-1 angiotensin II receptor,Human,yes,NA,DB01347
BE0000221,Angiotensin-converting enzyme,Human,yes,1,DB01348
BE0000062,Type-1 angiotensin II receptor,Human,yes,NA,DB01349
BE0003426,Type-2 angiotensin II receptor,Human,unknown,1,DB01349
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,Human,yes,1,DB01351
BE0000381,Gamma-aminobutyric acid receptor subunit alpha-2,Human,yes,2,DB01351
BE0000523,Gamma-aminobutyric acid receptor subunit alpha-3,Human,yes,3,DB01351
BE0000478,Gamma-aminobutyric acid receptor subunit alpha-4,Human,yes,4,DB01351
BE0000471,Gamma-aminobutyric acid receptor subunit alpha-5,Human,yes,5,DB01351
BE0000764,Gamma-aminobutyric acid receptor subunit alpha-6,Human,yes,6,DB01351
BE0000849,Neuronal acetylcholine receptor subunit alpha-4,Human,unknown,7,DB01351
BE0002341,Neuronal acetylcholine receptor subunit alpha-7,Human,unknown,8,DB01351
BE0000829,Glutamate receptor 2,Human,unknown,9,DB01351
BE0000826,"Glutamate receptor ionotropic, kainate 2",Human,unknown,10,DB01351
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,Human,yes,1,DB01352
BE0000381,Gamma-aminobutyric acid receptor subunit alpha-2,Human,yes,2,DB01352
BE0000523,Gamma-aminobutyric acid receptor subunit alpha-3,Human,yes,3,DB01352
BE0000478,Gamma-aminobutyric acid receptor subunit alpha-4,Human,yes,4,DB01352
BE0000471,Gamma-aminobutyric acid receptor subunit alpha-5,Human,yes,5,DB01352
BE0000764,Gamma-aminobutyric acid receptor subunit alpha-6,Human,yes,6,DB01352
BE0000849,Neuronal acetylcholine receptor subunit alpha-4,Human,unknown,7,DB01352
BE0002341,Neuronal acetylcholine receptor subunit alpha-7,Human,unknown,8,DB01352
BE0000829,Glutamate receptor 2,Human,unknown,9,DB01352
BE0000826,"Glutamate receptor ionotropic, kainate 2",Human,unknown,10,DB01352
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,Human,yes,NA,DB01353
BE0000381,Gamma-aminobutyric acid receptor subunit alpha-2,Human,yes,1,DB01353
BE0000523,Gamma-aminobutyric acid receptor subunit alpha-3,Human,yes,2,DB01353
BE0000478,Gamma-aminobutyric acid receptor subunit alpha-4,Human,yes,3,DB01353
BE0000471,Gamma-aminobutyric acid receptor subunit alpha-5,Human,yes,4,DB01353
BE0000764,Gamma-aminobutyric acid receptor subunit alpha-6,Human,yes,5,DB01353
BE0000849,Neuronal acetylcholine receptor subunit alpha-4,Human,unknown,6,DB01353
BE0002341,Neuronal acetylcholine receptor subunit alpha-7,Human,unknown,7,DB01353
BE0000829,Glutamate receptor 2,Human,unknown,8,DB01353
BE0000826,"Glutamate receptor ionotropic, kainate 2",Human,unknown,9,DB01353
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,Human,yes,1,DB01354
BE0000381,Gamma-aminobutyric acid receptor subunit alpha-2,Human,yes,2,DB01354
BE0000523,Gamma-aminobutyric acid receptor subunit alpha-3,Human,yes,3,DB01354
BE0000478,Gamma-aminobutyric acid receptor subunit alpha-4,Human,yes,4,DB01354
BE0000471,Gamma-aminobutyric acid receptor subunit alpha-5,Human,yes,5,DB01354
BE0000764,Gamma-aminobutyric acid receptor subunit alpha-6,Human,yes,6,DB01354
BE0000849,Neuronal acetylcholine receptor subunit alpha-4,Human,unknown,7,DB01354
BE0002341,Neuronal acetylcholine receptor subunit alpha-7,Human,unknown,8,DB01354
BE0000829,Glutamate receptor 2,Human,unknown,9,DB01354
BE0000826,"Glutamate receptor ionotropic, kainate 2",Human,unknown,10,DB01354
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,Human,yes,NA,DB01355
BE0000381,Gamma-aminobutyric acid receptor subunit alpha-2,Human,yes,5,DB01355
BE0000523,Gamma-aminobutyric acid receptor subunit alpha-3,Human,yes,6,DB01355
BE0000478,Gamma-aminobutyric acid receptor subunit alpha-4,Human,yes,7,DB01355
BE0000471,Gamma-aminobutyric acid receptor subunit alpha-5,Human,yes,8,DB01355
BE0000764,Gamma-aminobutyric acid receptor subunit alpha-6,Human,yes,9,DB01355
BE0000849,Neuronal acetylcholine receptor subunit alpha-4,Human,unknown,10,DB01355
BE0002341,Neuronal acetylcholine receptor subunit alpha-7,Human,unknown,11,DB01355
BE0000829,Glutamate receptor 2,Human,unknown,12,DB01355
BE0000826,"Glutamate receptor ionotropic, kainate 2",Human,unknown,13,DB01355
BE0001065,Glycogen synthase kinase-3 beta,Human,unknown,1,DB01356
BE0001152,Inositol monophosphatase 1,Human,unknown,2,DB01356
BE0000983,Inositol monophosphatase 2,Human,unknown,3,DB01356
BE0000831,Glutamate receptor 3,Human,unknown,4,DB01356
BE0000123,Estrogen receptor alpha,Human,yes,NA,DB01357
BE0000172,Beta-1 adrenergic receptor,Human,yes,1,DB01359
BE0000694,Beta-2 adrenergic receptor,Human,yes,2,DB01359
BE0000291,5-hydroxytryptamine receptor 1A,Human,yes,4,DB01359
BE0000797,5-hydroxytryptamine receptor 1B,Human,unknown,5,DB01359
BE0000647,Sodium-dependent dopamine transporter,Human,yes,1,DB01363
BE0000486,Sodium-dependent noradrenaline transporter,Human,yes,2,DB01363
BE0000289,Alpha-2A adrenergic receptor,Human,yes,3,DB01363
BE0000572,Alpha-2B adrenergic receptor,Human,yes,4,DB01363
BE0000342,Alpha-2C adrenergic receptor,Human,yes,5,DB01363
BE0002198,Amine oxidase [flavin-containing] A,Human,yes,6,DB01363
BE0002196,Amine oxidase [flavin-containing] B,Human,yes,7,DB01363
BE0000172,Beta-1 adrenergic receptor,Human,yes,8,DB01363
BE0000694,Beta-2 adrenergic receptor,Human,yes,9,DB01363
BE0001012,Beta-3 adrenergic receptor,Human,yes,10,DB01363
BE0000749,Sodium-dependent serotonin transporter,Human,yes,11,DB01363
BE0000118,Synaptic vesicular amine transporter,Human,yes,12,DB01363
BE0004674,Chromaffin granule amine transporter,Human,yes,13,DB01363
BE0000486,Sodium-dependent noradrenaline transporter,Human,unknown,1,DB01364
BE0000501,Alpha-1A adrenergic receptor,Human,unknown,2,DB01364
BE0000118,Synaptic vesicular amine transporter,Human,unknown,3,DB01364
BE0000426,Acetylcholinesterase,Human,unknown,4,DB01364
BE0004888,Alpha adrenergic receptor,Human,yes,NA,DB01365
BE0004872,Beta adrenergic receptor,Human,unknown,1,DB01365
BE0000694,Beta-2 adrenergic receptor,Human,yes,NA,DB01366
BE0002196,Amine oxidase [flavin-containing] B,Human,yes,1,DB01367
BE0000246,Apoptosis regulator Bcl-2,Human,yes,2,DB01367
BE0004800,23S rRNA,Enteric bacteria and other eubacteria,yes,1,DB01369
BE0000743,50S ribosomal protein L10,Shigella flexneri,yes,2,DB01369
BE0002464,50S ribosomal protein L22,Escherichia coli O157:H7,yes,3,DB01369
BE0000510,Serotransferrin,Human,unknown,NA,DB01370
BE0000732,Sodium/potassium-transporting ATPase subunit alpha-1,Human,unknown,NA,DB01370
BE0001091,Kallikrein-1,Human,unknown,2,DB01370
BE0003392,Amyloid beta A4 protein,Human,unknown,3,DB01370
BE0000430,Voltage-dependent L-type calcium channel subunit alpha-1C,Human,yes,1,DB01373
BE0000218,Calcium-transporting ATPase type 2C member 1,Human,yes,2,DB01373
BE0003566,"Troponin C, skeletal muscle",Human,yes,3,DB01373
BE0001024,"Troponin C, slow skeletal and cardiac muscles",Human,yes,4,DB01373
BE0004593,"Spectrin beta chain, non-erythrocytic 1",Human,unknown,5,DB01373
BE0001177,Protein S100-B,Human,unknown,6,DB01373
BE0000904,Calpastatin,Human,unknown,7,DB01373
BE0000899,Cartilage oligomeric matrix protein,Human,unknown,8,DB01373
BE0000418,Calmodulin,Human,unknown,9,DB01373
BE0000351,Amiloride-sensitive amine oxidase [copper-containing],Human,unknown,10,DB01373
BE0000885,Protein S100-A13,Human,unknown,11,DB01373
BE0004314,"Alkaline phosphatase, placental type",Human,unknown,12,DB01373
BE0008955,Protein S100-A8,Human,unknown,13,DB01373
BE0008993,Protein S100-A9,Human,unknown,14,DB01373
BE0003602,Protein S100-A2,Human,unknown,15,DB01373
BE0001140,Ceruloplasmin,Human,unknown,16,DB01373
BE0009000,Bone morphogenetic protein 4,Human,unknown,17,DB01373
BE0005813,Matrix Gla protein,Human,unknown,18,DB01373
BE0005814,Protocadherin-19,Human,unknown,19,DB01373
BE0005812,Programmed cell death protein 6,Human,unknown,20,DB01373
BE0001024,"Troponin C, slow skeletal and cardiac muscles",Human,unknown,NA,DB01375
BE0002468,Voltage-dependent anion-selective channel protein 1,Human,unknown,NA,DB01375
BE0002469,Voltage-dependent anion-selective channel protein 2,Human,unknown,NA,DB01375
BE0002470,Voltage-dependent anion-selective channel protein 3,Human,unknown,NA,DB01375
BE0000732,Sodium/potassium-transporting ATPase subunit alpha-1,Human,unknown,NA,DB01378
BE0000794,Glucocorticoid receptor,Human,yes,1,DB01380
BE0000486,Sodium-dependent noradrenaline transporter,Human,unknown,1,DB01381
BE0001640,"Phospholipase A2, membrane associated",Human,unknown,2,DB01381
BE0000433,Glycine receptor subunit alpha-1,Human,unknown,2,DB01381
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,Human,unknown,3,DB01381
BE0002346,Gamma-aminobutyric acid receptor subunit beta-2,Human,unknown,4,DB01381
BE0003592,Gamma-aminobutyric acid receptor subunit gamma-2,Human,unknown,5,DB01381
BE0000644,ATP-sensitive inward rectifier potassium channel 1,Human,yes,NA,DB01382
BE0000207,ATP-binding cassette sub-family C member 8,Human,unknown,1,DB01382
BE0000794,Glucocorticoid receptor,Human,yes,1,DB01384
BE0000483,Voltage-dependent T-type calcium channel subunit alpha-1G,Human,yes,1,DB01388
BE0000864,Voltage-dependent T-type calcium channel subunit alpha-1H,Human,yes,2,DB01388
BE0000430,Voltage-dependent L-type calcium channel subunit alpha-1C,Human,yes,3,DB01388
BE0002359,Voltage-dependent L-type calcium channel subunit alpha-1D,Human,yes,4,DB01388
BE0002357,Voltage-dependent L-type calcium channel subunit alpha-1F,Human,yes,5,DB01388
BE0000012,Voltage-dependent T-type calcium channel subunit alpha-1I,Human,yes,6,DB01388
BE0002355,Voltage-dependent L-type calcium channel subunit alpha-1S,Human,yes,7,DB01388
BE0000303,Voltage-dependent L-type calcium channel subunit beta-1,Human,yes,8,DB01388
BE0002354,Voltage-dependent L-type calcium channel subunit beta-2,Human,yes,9,DB01388
BE0002358,Voltage-dependent L-type calcium channel subunit beta-3,Human,yes,10,DB01388
BE0002356,Voltage-dependent L-type calcium channel subunit beta-4,Human,yes,11,DB01388
BE0004849,Hydrogen ions,,yes,5,DB01390
BE0000289,Alpha-2A adrenergic receptor,Human,yes,NA,DB01392
BE0000572,Alpha-2B adrenergic receptor,Human,yes,NA,DB01392
BE0000342,Alpha-2C adrenergic receptor,Human,yes,NA,DB01392
BE0000291,5-hydroxytryptamine receptor 1A,Human,unknown,1,DB01392
BE0000797,5-hydroxytryptamine receptor 1B,Human,unknown,2,DB01392
BE0000659,5-hydroxytryptamine receptor 1D,Human,unknown,3,DB01392
BE0000756,D(2) dopamine receptor,Human,unknown,4,DB01392
BE0000581,D(3) dopamine receptor,Human,unknown,5,DB01392
BE0000451,5-hydroxytryptamine receptor 2A,Human,unknown,6,DB01392
BE0000533,5-hydroxytryptamine receptor 2C,Human,unknown,7,DB01392
BE0004905,ATP-sensitive potassium channel,Human,unknown,10,DB01392
BE0000393,5-hydroxytryptamine receptor 2B,Human,unknown,11,DB01392
BE0000071,Peroxisome proliferator-activated receptor alpha,Human,yes,NA,DB01393
BE0001007,Peroxisome proliferator-activated receptor delta,Human,yes,2,DB01393
BE0000215,Peroxisome proliferator-activated receptor gamma,Human,yes,3,DB01393
BE0000956,Nuclear receptor subfamily 1 group I member 2,Human,unknown,7,DB01393
BE0000412,Retinoic acid receptor RXR-alpha,Human,unknown,8,DB01393
BE0000078,Retinoic acid receptor RXR-beta,Human,unknown,9,DB01393
BE0000707,Retinoic acid receptor RXR-gamma,Human,unknown,10,DB01393
BE0000026,Tubulin beta-1 chain,Human,yes,NA,DB01394
BE0000143,Tubulin beta chain,Human,yes,NA,DB01394
BE0000557,Progesterone receptor,Human,yes,NA,DB01395
BE0000668,Mineralocorticoid receptor,Human,yes,1,DB01395
BE0000132,Androgen receptor,Human,yes,2,DB01395
BE0000732,Sodium/potassium-transporting ATPase subunit alpha-1,Human,yes,NA,DB01396
BE0000262,Prostaglandin G/H synthase 2,Human,yes,1,DB01397
BE0000017,Prostaglandin G/H synthase 1,Human,yes,2,DB01397
BE0000262,Prostaglandin G/H synthase 2,Human,yes,1,DB01399
BE0000017,Prostaglandin G/H synthase 1,Human,yes,2,DB01399
BE0000426,Acetylcholinesterase,Human,yes,NA,DB01400
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,1,DB01401
BE0000262,Prostaglandin G/H synthase 2,Human,unknown,2,DB01401
BE0000756,D(2) dopamine receptor,Human,yes,1,DB01403
BE0000020,D(1A) dopamine receptor,Human,unknown,2,DB01403
BE0000145,D(1B) dopamine receptor,Human,unknown,3,DB01403
BE0000581,D(3) dopamine receptor,Human,unknown,4,DB01403
BE0000389,D(4) dopamine receptor,Human,unknown,5,DB01403
BE0000451,5-hydroxytryptamine receptor 2A,Human,unknown,6,DB01403
BE0000533,5-hydroxytryptamine receptor 2C,Human,unknown,7,DB01403
BE0000442,Histamine H1 receptor,Human,unknown,8,DB01403
BE0000092,Muscarinic acetylcholine receptor M1,Human,unknown,9,DB01403
BE0000560,Muscarinic acetylcholine receptor M2,Human,unknown,10,DB01403
BE0000045,Muscarinic acetylcholine receptor M3,Human,unknown,11,DB01403
BE0000405,Muscarinic acetylcholine receptor M4,Human,unknown,12,DB01403
BE0000247,Muscarinic acetylcholine receptor M5,Human,unknown,13,DB01403
BE0000501,Alpha-1A adrenergic receptor,Human,unknown,14,DB01403
BE0000575,Alpha-1B adrenergic receptor,Human,unknown,15,DB01403
BE0000715,Alpha-1D adrenergic receptor,Human,unknown,16,DB01403
BE0000289,Alpha-2A adrenergic receptor,Human,unknown,17,DB01403
BE0000572,Alpha-2B adrenergic receptor,Human,unknown,18,DB01403
BE0000342,Alpha-2C adrenergic receptor,Human,unknown,19,DB01403
BE0000918,Interleukin-6,Human,unknown,NA,DB01404
BE0000262,Prostaglandin G/H synthase 2,Human,unknown,NA,DB01404
BE0003721,Aryl hydrocarbon receptor,Human,unknown,1,DB01404
BE0000366,DNA gyrase subunit A,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),yes,NA,DB01405
BE0000429,DNA topoisomerase 4 subunit A,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),yes,NA,DB01405
BE0000123,Estrogen receptor alpha,Human,yes,1,DB01406
BE0000132,Androgen receptor,Human,yes,2,DB01406
BE0000557,Progesterone receptor,Human,yes,3,DB01406
BE0000203,Gonadotropin-releasing hormone receptor,Human,yes,4,DB01406
BE0000472,Putative gonadotropin-releasing hormone II receptor,Human,yes,5,DB01406
BE0001047,C-C motif chemokine 2,Human,unknown,6,DB01406
BE0000694,Beta-2 adrenergic receptor,Human,yes,1,DB01407
BE0000172,Beta-1 adrenergic receptor,Human,unknown,2,DB01407
BE0001012,Beta-3 adrenergic receptor,Human,unknown,3,DB01407
BE0001094,Beta-nerve growth factor,Human,unknown,4,DB01407
BE0000704,Tumor necrosis factor,Human,unknown,5,DB01407
BE0000694,Beta-2 adrenergic receptor,Human,yes,NA,DB01408
BE0000045,Muscarinic acetylcholine receptor M3,Human,yes,1,DB01409
BE0000092,Muscarinic acetylcholine receptor M1,Human,unknown,2,DB01409
BE0000560,Muscarinic acetylcholine receptor M2,Human,unknown,3,DB01409
BE0000405,Muscarinic acetylcholine receptor M4,Human,unknown,6,DB01409
BE0000247,Muscarinic acetylcholine receptor M5,Human,unknown,7,DB01409
BE0000794,Glucocorticoid receptor,Human,yes,1,DB01410
BE0000705,Cysteinyl leukotriene receptor 1,Human,yes,1,DB01411
BE0000704,Tumor necrosis factor,Human,unknown,2,DB01411
BE0001208,Interleukin-5,Human,unknown,3,DB01411
BE0000908,Eosinophil cationic protein,Human,unknown,4,DB01411
BE0001086,Nuclear factor NF-kappa-B p105 subunit,Human,unknown,5,DB01411
BE0001034,Mucin-2,Human,unknown,6,DB01411
BE0000013,Adenosine receptor A1,Human,yes,3,DB01412
BE0000924,Adenosine receptor A2a,Human,yes,4,DB01412
BE0000487,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Human,unknown,5,DB01412
BE0003579,Penicillin-binding protein 2,Escherichia coli (strain K12),yes,4,DB01413
BE0002393,Peptidoglycan synthase FtsI,Escherichia coli (strain K12),yes,5,DB01413
BE0004647,Penicillin-binding protein 3,Pseudomonas aeruginosa,yes,6,DB01413
BE0004648,Penicillin-binding protein 2,Pseudomonas aeruginosa,yes,7,DB01413
BE0000588,Penicillin-binding protein 1A,Escherichia coli (strain K12),yes,1,DB01414
BE0000488,Penicillin-binding protein 1B,Escherichia coli (strain K12),yes,2,DB01414
BE0002393,Peptidoglycan synthase FtsI,Escherichia coli (strain K12),yes,3,DB01415
BE0000588,Penicillin-binding protein 1A,Escherichia coli (strain K12),yes,4,DB01415
BE0000488,Penicillin-binding protein 1B,Escherichia coli (strain K12),yes,5,DB01415
BE0003579,Penicillin-binding protein 2,Escherichia coli (strain K12),yes,6,DB01415
BE0002393,Peptidoglycan synthase FtsI,Escherichia coli (strain K12),yes,1,DB01416
BE0000713,Vitamin K epoxide reductase complex subunit 1,Human,yes,NA,DB01418
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,1,DB01419
BE0000262,Prostaglandin G/H synthase 2,Human,unknown,2,DB01419
BE0000132,Androgen receptor,Human,yes,1,DB01420
BE0003676,30S ribosomal protein S10,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),yes,1,DB01421
BE0004799,16S rRNA,Enteric bacteria and other eubacteria,yes,2,DB01421
BE0001534,Methionine aminopeptidase 2,Human,yes,1,DB01422
BE0004811,Magnesium cation,Human,unknown,2,DB01422
BE0004812,Manganese cation,Human,unknown,3,DB01422
BE0000756,D(2) dopamine receptor,Human,yes,1,DB01425
BE0000197,Sodium channel protein type 5 subunit alpha,Human,yes,3,DB01426
BE0000436,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",Human,yes,NA,DB01427
BE0000487,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Human,unknown,NA,DB01427
BE0000704,Tumor necrosis factor,Human,unknown,NA,DB01427
BE0004908,"cAMP-specific 3',5'-cyclic phosphodiesterase 3",Human,unknown,1,DB01427
BE0000557,Progesterone receptor,Human,unknown,1,DB01428
BE0000132,Androgen receptor,Human,unknown,2,DB01428
BE0000123,Estrogen receptor alpha,Human,unknown,3,DB01428
BE0000792,Estrogen receptor beta,Human,unknown,4,DB01428
BE0000197,Sodium channel protein type 5 subunit alpha,Human,yes,1,DB01429
BE0000418,Calmodulin,Human,unknown,3,DB01429
BE0000732,Sodium/potassium-transporting ATPase subunit alpha-1,Human,yes,NA,DB01430
BE0000557,Progesterone receptor,Human,yes,2,DB01431
BE0000123,Estrogen receptor alpha,Human,unknown,3,DB01431
BE0004809,Bile acids,Human,yes,1,DB01432
BE0000770,Mu-type opioid receptor,Human,yes,NA,DB01433
BE0000262,Prostaglandin G/H synthase 2,Human,unknown,7,DB01435
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,8,DB01435
BE0000779,Vitamin D3 receptor,Human,yes,2,DB01436
BE0000443,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",Human,unknown,3,DB01436
BE0000412,Retinoic acid receptor RXR-alpha,Human,unknown,4,DB01436
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,Human,yes,3,DB01437
BE0004797,GABA-A receptor (anion channel),Human,yes,4,DB01437
BE0000141,Sodium channel protein type 1 subunit alpha,Human,yes,1,DB01438
BE0000770,Mu-type opioid receptor,Human,yes,NA,DB01439
BE0000420,Delta-type opioid receptor,Human,yes,NA,DB01439
BE0000632,Kappa-type opioid receptor,Human,yes,1,DB01439
BE0004841,Gamma-hydroxybutyrate (GHB) receptor,Human,yes,4,DB01440
BE0002344,Gamma-aminobutyric acid receptor subunit beta-1,Human,yes,5,DB01440
BE0000451,5-hydroxytryptamine receptor 2A,Human,yes,1,DB01442
BE0000647,Sodium-dependent dopamine transporter,Human,yes,2,DB01442
BE0000749,Sodium-dependent serotonin transporter,Human,yes,3,DB01442
BE0000486,Sodium-dependent noradrenaline transporter,Human,yes,4,DB01442
BE0000118,Synaptic vesicular amine transporter,Human,yes,5,DB01442
BE0004674,Chromaffin granule amine transporter,Human,yes,6,DB01442
BE0002198,Amine oxidase [flavin-containing] A,Human,yes,7,DB01442
BE0002196,Amine oxidase [flavin-containing] B,Human,yes,8,DB01442
BE0000770,Mu-type opioid receptor,Human,yes,NA,DB01444
BE0000420,Delta-type opioid receptor,Human,unknown,NA,DB01444
BE0000770,Mu-type opioid receptor,Human,yes,NA,DB01452
BE0000632,Kappa-type opioid receptor,Human,unknown,1,DB01452
BE0000420,Delta-type opioid receptor,Human,unknown,2,DB01452
BE0002705,Liver carboxylesterase 1,Human,unknown,3,DB01452
BE0000749,Sodium-dependent serotonin transporter,Human,yes,NA,DB01454
BE0000118,Synaptic vesicular amine transporter,Human,yes,1,DB01454
BE0000647,Sodium-dependent dopamine transporter,Human,unknown,2,DB01454
BE0000451,5-hydroxytryptamine receptor 2A,Human,unknown,3,DB01454
BE0000393,5-hydroxytryptamine receptor 2B,Human,unknown,4,DB01454
BE0000533,5-hydroxytryptamine receptor 2C,Human,unknown,5,DB01454
BE0000486,Sodium-dependent noradrenaline transporter,Human,yes,6,DB01454
BE0000647,Sodium-dependent dopamine transporter,Human,yes,NA,DB01463
BE0000770,Mu-type opioid receptor,Human,yes,1,DB01466
BE0000647,Sodium-dependent dopamine transporter,Human,yes,1,DB01472
BE0000749,Sodium-dependent serotonin transporter,Human,yes,2,DB01472
BE0000118,Synaptic vesicular amine transporter,Human,yes,3,DB01472
BE0000501,Alpha-1A adrenergic receptor,Human,yes,4,DB01472
BE0000289,Alpha-2A adrenergic receptor,Human,yes,5,DB01472
BE0002198,Amine oxidase [flavin-containing] A,Human,unknown,6,DB01472
BE0002196,Amine oxidase [flavin-containing] B,Human,unknown,7,DB01472
BE0000132,Androgen receptor,Human,yes,NA,DB01481
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,Human,yes,1,DB01483
BE0000381,Gamma-aminobutyric acid receptor subunit alpha-2,Human,yes,2,DB01483
BE0000523,Gamma-aminobutyric acid receptor subunit alpha-3,Human,yes,3,DB01483
BE0000478,Gamma-aminobutyric acid receptor subunit alpha-4,Human,yes,4,DB01483
BE0000471,Gamma-aminobutyric acid receptor subunit alpha-5,Human,yes,5,DB01483
BE0000764,Gamma-aminobutyric acid receptor subunit alpha-6,Human,yes,6,DB01483
BE0000849,Neuronal acetylcholine receptor subunit alpha-4,Human,unknown,7,DB01483
BE0002341,Neuronal acetylcholine receptor subunit alpha-7,Human,unknown,8,DB01483
BE0000829,Glutamate receptor 2,Human,unknown,9,DB01483
BE0000826,"Glutamate receptor ionotropic, kainate 2",Human,unknown,10,DB01483
BE0000945,5-hydroxytryptamine receptor 6,Human,yes,NA,DB01488
BE0000451,5-hydroxytryptamine receptor 2A,Human,unknown,1,DB01488
BE0000156,Sigma non-opioid intracellular receptor 1,Human,unknown,2,DB01488
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,Human,yes,1,DB01496
BE0000381,Gamma-aminobutyric acid receptor subunit alpha-2,Human,yes,2,DB01496
BE0000523,Gamma-aminobutyric acid receptor subunit alpha-3,Human,yes,3,DB01496
BE0000478,Gamma-aminobutyric acid receptor subunit alpha-4,Human,yes,4,DB01496
BE0000471,Gamma-aminobutyric acid receptor subunit alpha-5,Human,yes,5,DB01496
BE0000764,Gamma-aminobutyric acid receptor subunit alpha-6,Human,yes,6,DB01496
BE0000849,Neuronal acetylcholine receptor subunit alpha-4,Human,unknown,7,DB01496
BE0002341,Neuronal acetylcholine receptor subunit alpha-7,Human,unknown,8,DB01496
BE0000829,Glutamate receptor 2,Human,unknown,9,DB01496
BE0000826,"Glutamate receptor ionotropic, kainate 2",Human,unknown,10,DB01496
BE0000770,Mu-type opioid receptor,Human,yes,1,DB01497
BE0000420,Delta-type opioid receptor,Human,yes,2,DB01497
BE0000632,Kappa-type opioid receptor,Human,yes,3,DB01497
BE0002378,Nociceptin receptor,Human,unknown,4,DB01497
BE0001063,E3 ubiquitin-protein ligase TRIM13,Human,unknown,5,DB01497
BE0000947,Pro-opiomelanocortin,Human,unknown,6,DB01497
BE0000641,"Glutamate receptor ionotropic, NMDA 3A",Human,yes,NA,DB01520
BE0000534,"Glutamate receptor ionotropic, NMDA 3B",Human,yes,NA,DB01520
BE0000760,"Glutamate receptor ionotropic, NMDA 2A",Human,yes,NA,DB01520
BE0000454,"Glutamate receptor ionotropic, NMDA 2C",Human,yes,NA,DB01520
BE0000417,"Glutamate receptor ionotropic, NMDA 2B",Human,yes,NA,DB01520
BE0000396,"Glutamate receptor ionotropic, NMDA 2D",Human,unknown,NA,DB01520
BE0003438,Alpha-7 nicotinic cholinergic receptor subunit,Human,unknown,1,DB01520
BE0000770,Mu-type opioid receptor,Human,yes,1,DB01535
BE0000420,Delta-type opioid receptor,Human,yes,2,DB01535
BE0000632,Kappa-type opioid receptor,Human,unknown,3,DB01535
BE0000194,Estradiol 17-beta-dehydrogenase 1,Human,yes,1,DB01536
BE0000051,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,Human,yes,2,DB01536
BE0001638,6-deoxyerythronolide B hydroxylase,Saccharopolyspora erythraea (strain NRRL 23338),unknown,3,DB01536
BE0000592,Aldo-keto reductase family 1 member C3,Human,unknown,4,DB01536
BE0000533,5-hydroxytryptamine receptor 2C,Human,yes,1,DB01537
BE0000451,5-hydroxytryptamine receptor 2A,Human,unknown,2,DB01537
BE0000132,Androgen receptor,Human,yes,NA,DB01541
BE0000736,Translocator protein,Human,yes,1,DB01544
BE0000381,Gamma-aminobutyric acid receptor subunit alpha-2,Human,yes,2,DB01544
BE0000478,Gamma-aminobutyric acid receptor subunit alpha-4,Human,yes,3,DB01544
BE0000471,Gamma-aminobutyric acid receptor subunit alpha-5,Human,yes,4,DB01544
BE0000764,Gamma-aminobutyric acid receptor subunit alpha-6,Human,yes,5,DB01544
BE0000523,Gamma-aminobutyric acid receptor subunit alpha-3,Human,yes,6,DB01544
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,Human,unknown,15,DB01544
BE0002345,Gamma-aminobutyric acid receptor subunit beta-3,Human,unknown,16,DB01544
BE0003592,Gamma-aminobutyric acid receptor subunit gamma-2,Human,unknown,17,DB01544
BE0000770,Mu-type opioid receptor,Human,yes,1,DB01548
BE0000420,Delta-type opioid receptor,Human,yes,2,DB01548
BE0000632,Kappa-type opioid receptor,Human,unknown,3,DB01548
BE0001063,E3 ubiquitin-protein ligase TRIM13,Human,unknown,4,DB01548
BE0000641,"Glutamate receptor ionotropic, NMDA 3A",Human,yes,NA,DB01549
BE0000756,D(2) dopamine receptor,Human,unknown,1,DB01549
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,Human,yes,1,DB01558
