sequence,left_drugbank_id,left_drugbank_name,right_drugbank_id,right_drugbank_name,parent_key
1,DB00385,Valrubicin,DBMET00663,N-trifluoroacetyladriamycinol,DB00385
1,DB00385,Valrubicin,DBMET00952,N-trifluoroacetyladriamycin,DB00385
1,DB00390,Digoxin,DBMET00697,3 b-digoxigenin,DB00390
1,DB00390,Digoxin,DBMET00716,3-keto-digoxigenin,DB00390
1,DB00396,Progesterone,DBMET01352,2β-Hydroxyprogesterone,DB00396
1,DB00396,Progesterone,DBMET01353,21-Hydroxyprogesterone,DB00396
1,DB00396,Progesterone,DBMET01354,17β-Hydroxyprogesterone,DB00396
1,DB00396,Progesterone,DBMET01356,16β-Hydroxyprogesterone,DB00396
1,DB00396,Progesterone,DBMET01357,15β-Hydroxyprogesterone,DB00396
1,DB00396,Progesterone,DBMET01358,7β-Hydroxyprogesterone,DB00396
1,DB00396,Progesterone,DBMET00286,6β-Hydroxyprogesterone,DB00396
1,DB00396,Progesterone,DBMET01723,2beta-OH-progesterone,DB00396
1,DB00396,Progesterone,DBMET01724,6beta-OH-progesterone,DB00396
1,DB00396,Progesterone,DBMET01725,16beta-OH-progesterone,DB00396
1,DB00396,Progesterone,DBMET01726,17beta-OH-progesterone,DB00396
1,DB00396,Progesterone,DBMET01727,21-OH-progesterone,DB00396
2,DBMET01354,17β-Hydroxyprogesterone,DBMET01355,"17β,21-Hydroxyprogesterone",DB00396
1,DB00398,Sorafenib,DBMET01001,Sorafenib beta-D-Glucuronide,DB00398
1,DB00398,Sorafenib,DBMET00624,Pyridine N-oxide,DB00398
1,DB00398,Sorafenib,DBMET00994,Pyridine N-oxide glucuronide,DB00398
1,DB00400,Griseofulvin,DBMET00765,6-methyl-griseofulvin,DB00400
1,DB00402,Eszopiclone,DBMET00135,Zopiclone N-oxide,DB00402
1,DB00402,Eszopiclone,DBMET00422,nopiclone N-oxide,DB00402
1,DB00402,Eszopiclone,DBMET00299,zopiclone-N-oxide,DB00402
1,DB00402,Eszopiclone,DBMET00300,N-desmethylzopiclone,DB00402
1,DB00402,Eszopiclone,DBMET00137,Carbon dioxide,DB00402
1,DB00404,Alprazolam,DBMET01582,Beta-Hydroxyalprazolam,DB00404
1,DB00404,Alprazolam,DBMET00348,4-hydroxyalprazolam,DB00404
1,DB00404,Alprazolam,DBMET00112,alpha-Hydroxyalprazolam,DB00404
1,DB00410,Mupirocin,DBMET00912,Monic acid,DB00410
1,DB00412,Rosiglitazone,DBMET01365,Phenoxyacetic acid derivative of rosiglitazone,DB00412
1,DB00412,Rosiglitazone,DBMET00295,N-Desmethylrosiglitazone,DB00412
1,DB00412,Rosiglitazone,DBMET00296,para-Hydroxyrosiglitazone,DB00412
1,DB00412,Rosiglitazone,DBMET00942,N-Despyridinyl rosiglitazone,DB00412
1,DB00412,Rosiglitazone,DBMET00470,ortho-Hydroxyrosiglitazone,DB00412
2,DBMET00295,N-Desmethylrosiglitazone,DBMET00936,N-Desmethyl-ortho-hydroxy rosiglitazone,DB00412
2,DBMET00470,ortho-Hydroxyrosiglitazone,DBMET00936,N-Desmethyl-ortho-hydroxy rosiglitazone,DB00412
2,DBMET00295,N-Desmethylrosiglitazone,DBMET00938,N-Desmethyl-para-hydroxy rosiglitazone,DB00412
2,DBMET00296,para-Hydroxyrosiglitazone,DBMET00938,N-Desmethyl-para-hydroxy rosiglitazone,DB00412
2,DBMET00470,ortho-Hydroxyrosiglitazone,DBMET00968,ortho-O-Glucuronide rosiglitazone,DB00412
2,DBMET00470,ortho-Hydroxyrosiglitazone,DBMET00969,ortho-O-Sulfate rosiglitazone,DB00412
2,DBMET00295,N-Desmethylrosiglitazone,DBMET01111,N-Desmethyl glucuronide rosiglitazone,DB00412
2,DBMET00296,para-Hydroxyrosiglitazone,DBMET00981,para-O-Glucuronide rosiglitazone,DB00412
2,DBMET00296,para-Hydroxyrosiglitazone,DBMET01112,para-O-Sulfate rosiglitazone,DB00412
3,DBMET00936,N-Desmethyl-ortho-hydroxy rosiglitazone,DBMET00937,N-Desmethyl-ortho-O-sulfate rosiglitazone,DB00412
3,DBMET00938,N-Desmethyl-para-hydroxy rosiglitazone,DBMET01113,N-Desmethyl para-O-sulfate rosiglitazone,DB00412
1,DB00414,Acetohexamide,DBMET00884,Hydroxyhexamide,DB00414
1,DB00417,Phenoxymethylpenicillin,DBMET00758,6-aminopenicillanic acid,DB00417
1,DB00417,Phenoxymethylpenicillin,DBMET00983,Penicilloic acid,DB00417
1,DB00420,Promazine,DBMET01213,3-Hydroxypromazine,DB00420
1,DB00420,Promazine,DBMET00107,Promazine 5-sulfoxide,DB00420
1,DB00420,Promazine,DBMET00108,N-Desmethylpromazine,DB00420
1,DB00420,Promazine,DBMET01728,N-Desmethyl promazine,DB00420
1,DB00425,Zolpidem,DB00425,Zolpidem,DB00425
1,DB00425,Zolpidem,DBMET01794,methoxyzolpidem,DB00425
1,DB00425,Zolpidem,DBMET01238,Methoxyzolpidem derivative (M3),DB00425
1,DB00425,Zolpidem,DBMET01239,Methoxyzolpidem derivative (M4),DB00425
1,DB00425,Zolpidem,DBMET01240,Methoxyzolpidem derivative (M11),DB00425
2,DBMET01239,Methoxyzolpidem derivative (M4),DBMET01241,Zolpidem carboxylic acid derivative (M2),DB00425
2,DBMET01238,Methoxyzolpidem derivative (M3),DBMET01242,Zolpidem carboxylic acid derivative (M1),DB00425
1,DB00426,Famciclovir,DBMET00463,6-oxo-famciclovir,DB00426
1,DB00432,Trifluridine,DBMET00748,5-carboxy-2'-deoxyuridine,DB00432
1,DB00437,Allopurinol,DBMET00414,oxypurinol,DB00437
1,DB00439,Cerivastatin,DBMET00292,Hydroxycerivastatin,DB00439
1,DB00439,Cerivastatin,DBMET00293,Desmethylcerivastatin,DB00439
1,DB00441,Gemcitabine,DBMET01145,Gemcitabine Monophosphate,DB00441
2,DBMET01145,Gemcitabine Monophosphate,DBMET00694,Difluorodeoxyuridine monophosphate,DB00441
2,DBMET01145,Gemcitabine Monophosphate,DBMET00858,Gemcitabine diphosphate,DB00441
3,DBMET00858,Gemcitabine diphosphate,DBMET00859,Gemcitabine triphosphate,DB00441
1,DB00444,Teniposide,DBMET01761,Teniposide catechol,DB00444
1,DB00444,Teniposide,DBMET01262,Teniposide catechol derivative,DB00444
2,DBMET01262,Teniposide catechol derivative,DBMET01263,Teniposide o-quinone derivative,DB00444
1,DB00448,Lansoprazole,DBMET01822,Hydroxylansoprazole,DB00448
1,DB00448,Lansoprazole,DBMET00183,5-Hydroxylansoprazole,DB00448
1,DB00448,Lansoprazole,DBMET00184,Lansoprazole sulfone,DB00448
1,DB00455,Loratadine,DBMET00377,Descarboethoxyloratadine,DB00455
1,DB00457,Prazosin,DBMET00766,"6-O-demethyl,7-O-demethyl,2-[1-piperazinyl]-4-amino-6,7-dimethoxyquinazoline",DB00457
1,DB00457,Prazosin,DBMET00691,"2,4-diamino-6,7-dimethoxyquinazoline",DB00457
1,DB00458,Imipramine,DBMET00255,Desipramine,DB00458
1,DB00458,Imipramine,DBMET01957,Imipramine N-oxide,DB00458
1,DB00458,Imipramine,DBMET01958,Imidodibenzyl Metabolite,DB00458
1,DB00458,Imipramine,DBMET01959,Didemethylimipramine,DB00458
1,DB00458,Imipramine,DBMET00254,2-hydroxyimipramine,DB00458
2,DBMET00254,2-hydroxyimipramine,DBMET00680,2-hydroxy-imipramine glucuronide,DB00458
2,DBMET00255,Desipramine,DBMET00314,2-hydroxydesipramine,DB00458
2,DBMET01959,Didemethylimipramine,DBMET01961,10-hydroxydidemethylimipramine,DB00458
3,DBMET00314,2-hydroxydesipramine,DBMET01956,2-hydroxydesipramine glucuronide,DB00458
1,DB00461,Nabumetone,DBMET00764,6-methoxy-2-naphthylacetic acid,DB00461
1,DB00461,Nabumetone,DBMET01710,4-hydroxy-4-(6-methoxy-2-naphthyl)-2-butanone,DB00461
1,DB00465,Ketorolac,DBMET00978,4-hydroxy ketorolac,DB00465
1,DB00468,Quinine,DBMET00383,3-hydroxyquinine,DB00468
1,DB00469,Tenoxicam,DBMET00306,5'-Hydroxytenoxicam,DB00469
1,DB00470,Dronabinol,DBMET01785,11-OH-delata-Tetrahydrocannabinol,DB00470
1,DB00470,Dronabinol,DBMET01786,7-OH-delta-9-Tetrahydrocannabinol,DB00470
1,DB00470,Dronabinol,DBMET01787,7alpha-OH-delta-9-Tetrahydrocannabinol,DB00470
1,DB00470,Dronabinol,DBMET01788,8-OH-delta-9-Tetrahydrocannabinol,DB00470
1,DB00470,Dronabinol,DBMET01789,8alpha-OH-delta-9-Tetrahydrocannabinol,DB00470
1,DB00470,Dronabinol,DBMET00120,11-Hydroxy-delta-9-THC,DB00470
1,DB00470,Dronabinol,DBMET00122,7-beta-Hydroxy-delta-9-THC,DB00470
1,DB00470,Dronabinol,DBMET00123,7-alpha-Hydroxy-delta-9-THC,DB00470
1,DB00470,Dronabinol,DBMET00124,8-Hydroxy-delta-9-THC,DB00470
1,DB00470,Dronabinol,DBMET00125,8-beta-Hydroxy-delta-9-THC,DB00470
1,DB00470,Dronabinol,DBMET00126,"9-alpha,10-alpha-epoxyhexahydrocannabinol",DB00470
2,DBMET00124,8-Hydroxy-delta-9-THC,DBMET01220,"8,11-Dihydroxy-delta-9-THC",DB00470
2,DBMET00120,11-Hydroxy-delta-9-THC,DBMET01220,"8,11-Dihydroxy-delta-9-THC",DB00470
2,DBMET00120,11-Hydroxy-delta-9-THC,DBMET01221,11-Nor-9-carboxy-delta-9-THC,DB00470
1,DB00471,Montelukast,DBMET01243,Montelukast metabolite M1,DB00471
1,DB00471,Montelukast,DBMET01244,Montelukast metabolite M2a,DB00471
1,DB00471,Montelukast,DBMET01245,Montelukast metabolite M2b,DB00471
1,DB00471,Montelukast,DBMET01246,Montelukast metabolite M5a,DB00471
1,DB00471,Montelukast,DBMET01247,Montelukast metabolite M5b,DB00471
1,DB00471,Montelukast,DBMET01248,Montelukast metabolite M6a,DB00471
1,DB00471,Montelukast,DBMET01249,Montelukast metabolite M6b,DB00471
1,DB00471,Montelukast,DBMET01706,montelukast sulfoxide,DB00471
1,DB00471,Montelukast,DBMET01707,21-Hydroxymontelukast,DB00471
1,DB00471,Montelukast,DBMET01708,21(S)-Hydroxy Montelukast,DB00471
1,DB00471,Montelukast,DBMET01709,"Montelukast 1, 2-Diol",DB00471
1,DB00472,Fluoxetine,DBMET00507,Hippuric acid,DB00472
1,DB00472,Fluoxetine,DBMET00857,Fluoxetine glucuronide,DB00472
1,DB00472,Fluoxetine,DBMET00197,Norfluoxetine,DB00472
1,DB00472,Fluoxetine,DBMET00198,para-Trifluoromethylphenol,DB00472
2,DBMET00197,Norfluoxetine,DBMET01363,Norfluoxetine alcohol,DB00472
2,DBMET00197,Norfluoxetine,DBMET00964,Norfluoxetine glucuronide,DB00472
3,DBMET01363,Norfluoxetine alcohol,DBMET01364,Norfluoxetine acid,DB00472
1,DB00476,Duloxetine,DBMET00750,"5-hydroxy, 6-methoxy duloxetine sulfate",DB00476
1,DB00476,Duloxetine,DBMET00731,4-hydroxy duloxetine glucuronide,DB00476
1,DB00477,Chlorpromazine,DBMET00312,hydroxychlorpromazine,DB00477
1,DB00477,Chlorpromazine,DBMET00815,chlorpromazine-N-oxide,DB00477
1,DB00477,Chlorpromazine,DBMET00822,dedimethylchlorpromazine,DB00477
1,DB00477,Chlorpromazine,DBMET00825,demonomethylchlorpromazine,DB00477
1,DB00477,Chlorpromazine,DBMET01627,Chlorpromazine S-oxide,DB00477
1,DB00477,Chlorpromazine,DBMET00928,N-dedimethylchlorpromazine,DB00477
1,DB00482,Celecoxib,DBMET01624,Hydroxy celecoxib,DB00482
1,DB00482,Celecoxib,DBMET00165,Hydroxycelecoxib,DB00482
2,DBMET00165,Hydroxycelecoxib,DBMET00810,Carboxycelecoxib,DB00482
3,DBMET00810,Carboxycelecoxib,DBMET00813,Celecoxib glucuronide,DB00482
1,DB00484,Brimonidine,DBMET00464,2-oxobrimonidine,DB00484
1,DB00484,Brimonidine,DBMET00465,3-oxobrimonidine ,DB00484
1,DB00487,Pefloxacin,DBMET00631,Norfloxacin,DB00487
1,DB00487,Pefloxacin,DBMET00982,Pefloxacin N-oxide,DB00487
1,DB00490,Buspirone,DBMET00354,1-Pyrimidinylpiperazine,DB00490
1,DB00490,Buspirone,DBMET00477,Buspirone N-oxide,DB00490
1,DB00490,Buspirone,DBMET00478,3′-Hydroxybuspirone,DB00490
1,DB00490,Buspirone,DBMET00479,5-Hydroxybuspirone,DB00490
1,DB00490,Buspirone,DBMET00480,6'-Hydroxybuspirone,DB00490
1,DB00492,Fosinopril,DBMET01139,Fosinoprilat,DB00492
1,DB00493,Cefotaxime,DBMET00646,Desacetyl-cefotaxime,DB00493
1,DB00495,Zidovudine,DBMET00756,5’glucuronyl zidovudine,DB00495
1,DB00495,Zidovudine,DBMET00718,3'-azido-3'-deoxy-5'- O-beta-D-glucopyranuronosylthymidine,DB00495
1,DB00495,Zidovudine,DBMET00720,3’-amino-3’-deoxythimidine,DB00495
1,DB00495,Zidovudine,DBMET00721,3’-amino-3’-deoxythimidine glucuronide,DB00495
1,DB00497,Oxycodone,DBMET00321,oxymorphone,DB00497
1,DB00497,Oxycodone,DBMET00342,noroxycodone,DB00497
1,DB00499,Flutamide,DBMET00249,2-hydroxyflutamide,DB00499
1,DB00500,Tolmetin,DBMET00652,Tolmetin glucuronide,DB00500
1,DB00502,Haloperidol,DBMET00333,4-(4-Chlorophenyl)-1-[4-(4-fluorophenyl)-4-oxobutyl]-pyridinium (HPP+),DB00502
1,DB00502,Haloperidol,DBMET00103,4-(4-chlorophenyl)-4-hydroxypiperidine,DB00502
1,DB00502,Haloperidol,DBMET00104,Reduced haloperidol,DB00502
1,DB00502,Haloperidol,DBMET00105,Haloperidol glucuronide,DB00502
1,DB00502,Haloperidol,DBMET00106,"Haloperidol 1,2,3,6-tetrahydropyridine",DB00502
1,DB00502,Haloperidol,DBMET01676,p-Fluorobenzoylpropionic acid and 4-(4-chlorophenyl)-4-hydroxypiperidine,DB00502
1,DB00502,Haloperidol,DBMET00252,fluorobenzoylpropionic acid,DB00502
2,DBMET00104,Reduced haloperidol,DBMET01211,Haloperidol reduced pyridinium ion derivative,DB00502
2,DBMET00106,"Haloperidol 1,2,3,6-tetrahydropyridine",DBMET01212,Haloperidol pyridinium ion derivative,DB00502
3,DBMET01211,Haloperidol reduced pyridinium ion derivative,DBMET01212,Haloperidol pyridinium ion derivative,DB00502
1,DB00503,Ritonavir,DBMET01182,Ritonavir metabolite M1,DB00503
1,DB00503,Ritonavir,DBMET01183,Ritonavir metabolite M11,DB00503
1,DB00503,Ritonavir,DBMET00084,N-Desmethylritonavir,DB00503
1,DB00503,Ritonavir,DBMET00385,Hydroxy Ritonavir,DB00503
1,DB00507,Nitazoxanide,DBMET01012,Desacetyl-nitazoxanide,DB00507
1,DB00507,Nitazoxanide,DBMET01013,Tizoxanide glucuronide,DB00507
1,DB00509,Dextrothyroxine,DBMET00555,Thyroxine sulfate,DB00509
1,DB00509,Dextrothyroxine,DBMET00586,Thyroxine glucuronide,DB00509
1,DB00513,Aminocaproic Acid,DBMET00501,Adipic acid,DB00513
1,DB00514,Dextromethorphan,DBMET00224,Dextrorphan,DB00514
1,DB00514,Dextromethorphan,DBMET00225,3-Methoxymorphinan,DB00514
2,DBMET00224,Dextrorphan,DBMET00595,Dextrorphan O-glucuronide,DB00514
2,DBMET00224,Dextrorphan,DBMET01317,Dextrorphan sulfate,DB00514
2,DBMET00224,Dextrorphan,DBMET01318,3-Hydroxymorphinan,DB00514
2,DBMET00225,3-Methoxymorphinan,DBMET01318,3-Hydroxymorphinan,DB00514
3,DBMET01318,3-Hydroxymorphinan,DBMET01319,3-Hydroxymorphinan O-glucuronide,DB00514
3,DBMET01318,3-Hydroxymorphinan,DBMET01320,3-Hydroxymorphinan sulfate,DB00514
1,DB00518,Albendazole,DBMET00790,albendazole sulfone,DB00518
1,DB00518,Albendazole,DBMET00791,albendazole sulfoxide,DB00518
1,DB00519,Trandolapril,DBMET01014,Trandolaprilat,DB00519
1,DB00519,Trandolapril,DBMET00840,Diketopiperazine,DB00519
1,DB00521,Carteolol,DBMET00311,8-Hydroxycarteolol,DB00521
1,DB00530,Erlotinib,DBMET01790,2-(4-(3-Ethynylanilino)-6-(2-methoxyethoxy)quinazolin-7-yl)oxyethanol,DB00530
1,DB00531,Cyclophosphamide,DBMET00019,4-Hydroxycyclophosphamide,DB00531
1,DB00531,Cyclophosphamide,DBMET00020,Dechloroethyl cyclophosphamide,DB00531
1,DB00531,Cyclophosphamide,DBMET00023,Chloroacetaldehyde,DB00531
2,DBMET00019,4-Hydroxycyclophosphamide,DBMET01076,4-Ketocyclophosphamide,DB00531
2,DBMET00019,4-Hydroxycyclophosphamide,DBMET00658,Aldophosphamide,DB00531
3,DBMET00658,Aldophosphamide,DBMET01088,Carboxyphosphamide,DB00531
3,DBMET00658,Aldophosphamide,DBMET01123,Alcophosphamide,DB00531
3,DBMET00658,Aldophosphamide,DBMET01088,Carboxyphosphamide,DB00531
3,DBMET00658,Aldophosphamide,DBMET01126,Acrolein,DB00531
3,DBMET00658,Aldophosphamide,DBMET01147,Phosphoramide Mustard,DB00531
4,DBMET01088,Carboxyphosphamide,DBMET01125,Nornitrogen mustard,DB00531
4,DBMET01126,Acrolein,DBMET01146,Acrylic Acid,DB00531
4,DBMET01147,Phosphoramide Mustard,DBMET01148,Phosphoramide Aziridinium,DB00531
1,DB00532,Mephenytoin,DBMET00278,S-Nirvanol,DB00532
1,DB00532,Mephenytoin,DBMET00056,Nirvanol,DB00532
1,DB00532,Mephenytoin,DBMET00057,S-4-Hydroxymephenytoin,DB00532
1,DB00532,Mephenytoin,DBMET01808,4'-Hydroxymephenytoin,DB00532
1,DB00533,Rofecoxib,DBMET00169,5-Hydroxyrofecoxib,DB00533
1,DB00533,Rofecoxib,DBMET00170,Dihydro-5-hydroxyrofecoxib,DB00533
1,DB00533,Rofecoxib,DBMET00171,"Rofecoxib-threo-3,4-dihydrohydroxy acid",DB00533
1,DB00533,Rofecoxib,DBMET00172,"Rofecoxib-erythro-3,4-dihydrohydroxy acid",DB00533
1,DB00533,Rofecoxib,DBMET01838,5-OH-rofecoxib,DB00533
2,DBMET00172,"Rofecoxib-erythro-3,4-dihydrohydroxy acid",DBMET01292,cis-Dihydrorofecoxib,DB00533
2,DBMET00171,"Rofecoxib-threo-3,4-dihydrohydroxy acid",DBMET01293,trans-Dihydrorofecoxib,DB00533
2,DBMET00170,Dihydro-5-hydroxyrofecoxib,DBMET00171,"Rofecoxib-threo-3,4-dihydrohydroxy acid",DB00533
2,DBMET00169,5-Hydroxyrofecoxib,DBMET01294,5-Hydroxyrofecoxib O-glucuronide,DB00533
1,DB00539,Toremifene,DBMET00394,N-desmethyltoremifene,DB00539
1,DB00540,Nortriptyline,DBMET00052,E-10-Hydroxynortriptyline,DB00540
1,DB00540,Nortriptyline,DBMET00053,Desmethylnortriptyline,DB00540
1,DB00540,Nortriptyline,DBMET01719,E-10-OH-nortriptyline,DB00540
2,DBMET00052,E-10-Hydroxynortriptyline,DBMET00482,E-10-Hydroxydesmethylnortriptyline,DB00540
2,DBMET00053,Desmethylnortriptyline,DBMET00482,E-10-Hydroxydesmethylnortriptyline,DB00540
1,DB00542,Benazepril,DBMET00801,benazeprilat,DB00542
1,DB00543,Amoxapine,DBMET00775,7-hydroxyamoxapine,DB00543
1,DB00543,Amoxapine,DBMET00776,8-hydroxyamoxapine,DB00543
1,DB00546,Adinazolam,DBMET00280,desmethyladinazolam,DB00546
1,DB00546,Adinazolam,DBMET00112,alpha-Hydroxyalprazolam,DB00546
1,DB00546,Adinazolam,DBMET00632,Estazolam,DB00546
1,DB00549,Zafirlukast,DBMET00307,Zafirlukast metabolite M5,DB00549
1,DB00549,Zafirlukast,DBMET01791,3-hydroxycyclopentyl N-[3-({2-methoxy-4-[(2-methylbenzenesulfonyl)carbamoyl]phenyl}methyl)-1-methylindol-5-yl]carbamate,DB00549
1,DB00549,Zafirlukast,DBMET01250,Zafirlukast metabolite M1,DB00549
2,DBMET01250,Zafirlukast metabolite M1,DBMET01251,Zafirlukast metabolite M2,DB00549
2,DBMET00307,Zafirlukast metabolite M5,DBMET01254,Zafirlukast metabolite M8,DB00549
3,DBMET01251,Zafirlukast metabolite M2,DBMET01252,Zafirlukast metabolite M4,DB00549
3,DBMET01254,Zafirlukast metabolite M8,DBMET01253,Zafirlukast metabolite M3,DB00549
4,DBMET01252,Zafirlukast metabolite M4,DBMET01253,Zafirlukast metabolite M3,DB00549
1,DB00554,Piroxicam,DBMET00304,5'-Hydroxypiroxicam,DB00554
1,DB00555,Lamotrigine,DBMET00466,lamotrigine-2-N-glucuronide,DB00555
1,DB00559,Bosentan,DBMET00133,Bosentan metabolite Ro 48-5033,DB00559
1,DB00559,Bosentan,DBMET00134,Bosentan metabolite Ro 47-8634,DB00559
2,DBMET00133,Bosentan metabolite Ro 48-5033,DBMET01237,Bosentan metabolite Ro 64-1056,DB00559
2,DBMET00134,Bosentan metabolite Ro 47-8634,DBMET01237,Bosentan metabolite Ro 64-1056,DB00559
1,DB00563,Methotrexate,DBMET00467,7-hydroxymethotrexate,DB00563
1,DB00564,Carbamazepine,DBMET00291,"10,11-Epoxycarbamazepine",DB00564
1,DB00564,Carbamazepine,DBMET00804,"Carbamazepine 2,3-epoxide",DB00564
1,DB00564,Carbamazepine,DBMET00681,2-hydroxycarbamazepine,DB00564
1,DB00564,Carbamazepine,DBMET01623,9-Hydroxycarbamazepine,DB00564
1,DB00564,Carbamazepine,DBMET00710,3-hydroxycarbamazepine,DB00564
2,DBMET00710,3-hydroxycarbamazepine,DBMET01101,"2,3-Dihydroxycarbamazepine",DB00564
2,DBMET00804,"Carbamazepine 2,3-epoxide",DBMET00681,2-hydroxycarbamazepine,DB00564
2,DBMET00804,"Carbamazepine 2,3-epoxide",DBMET00710,3-hydroxycarbamazepine,DB00564
2,DBMET00291,"10,11-Epoxycarbamazepine",DBMET00806,"10,11-Dihydroxycarbamazepine",DB00564
3,DBMET00681,2-hydroxycarbamazepine,DBMET00684,2-hydroxyiminostilbene,DB00564
3,DBMET00681,2-hydroxycarbamazepine,DBMET01101,"2,3-Dihydroxycarbamazepine",DB00564
3,DBMET01101,"2,3-Dihydroxycarbamazepine",DBMET00807,Carbamazepine-O-quinone,DB00564
4,DBMET00684,2-hydroxyiminostilbene,DBMET01099,Carbamazepine iminoquinone,DB00564
1,DB00565,Cisatracurium,DBMET00636,laudanosine,DB00565
1,DB00565,Cisatracurium,DBMET00915,Monoquaternary acrylate,DB00565
1,DB00568,Cinnarizine,DBMET01193,Cinnarizine metabolite M1,DB00568
1,DB00568,Cinnarizine,DBMET01194,Cinnarizine metabolite M2,DB00568
1,DB00568,Cinnarizine,DBMET01195,Benzophenone,DB00568
1,DB00568,Cinnarizine,DBMET01196,Cinnarizine metabolite M4,DB00568
1,DB00568,Cinnarizine,DBMET01630,Cinnamaldehyde,DB00568
1,DB00568,Cinnarizine,DBMET01631,1-Cinnamylpiperazine,DB00568
1,DB00570,Vinblastine,DBMET00398,Desacetylvinblastine,DB00570
1,DB00571,Propranolol,DBMET00268,N-desisopropylpropranolol,DB00571
1,DB00571,Propranolol,DBMET00310,4'-hydroxypropanolol,DB00571
1,DB00573,Fenoprofen,DBMET00854,Fenoprofen glucuronide,DB00573
1,DB00573,Fenoprofen,DBMET00744,4'-hydroxyfenoprofen glucuronide,DB00573
1,DB00574,Fenfluramine,DBMET00316,norfenfluramine,DB00574
1,DB00575,Clonidine,DBMET00468,4-Hydroxyclonidine,DB00575
1,DB00580,Valdecoxib,DBMET00173,Valdecoxib N-glucuronide,DB00580
1,DB00580,Valdecoxib,DBMET01338,Valdecoxib metabolite M2,DB00580
1,DB00580,Valdecoxib,DBMET01344,Valdecoxib metabolite M1,DB00580
1,DB00580,Valdecoxib,DBMET01349,Valdecoxib metabolite M9,DB00580
2,DBMET01338,Valdecoxib metabolite M2,DBMET01339,Valdecoxib metabolite M2 glucuronide,DB00580
2,DBMET01338,Valdecoxib metabolite M2,DBMET01340,Valdecoxib metabolite M7,DB00580
2,DBMET01338,Valdecoxib metabolite M2,DBMET01342,Valdecoxib metabolite M5,DB00580
2,DBMET01344,Valdecoxib metabolite M1,DBMET01345,Valdecoxib metabolite M1 glucuronide,DB00580
2,DBMET01344,Valdecoxib metabolite M1,DBMET01342,Valdecoxib metabolite M5,DB00580
2,DBMET01344,Valdecoxib metabolite M1,DBMET01346,Valdecoxib metabolite M4,DB00580
2,DBMET01344,Valdecoxib metabolite M1,DBMET01347,Valdecoxib metabolite M3,DB00580
2,DBMET01349,Valdecoxib metabolite M9,DBMET01347,Valdecoxib metabolite M3,DB00580
2,DBMET01349,Valdecoxib metabolite M9,DBMET01350,Valdecoxib metabolite M9 glucuronide,DB00580
3,DBMET01340,Valdecoxib metabolite M7,DBMET01341,Valdecoxib metabolite M8,DB00580
3,DBMET01342,Valdecoxib metabolite M5,DBMET01343,Valdecoxib metabolite M5 glucuronide,DB00580
3,DBMET01347,Valdecoxib metabolite M3,DBMET01348,Valdecoxib metabolite M3 glucuronide,DB00580
1,DB00582,Voriconazole,DBMET00071,"UK-121,265 (Voriconazole N-oxide)",DB00582
1,DB00582,Voriconazole,DBMET00072,4-Hydroxyvoriconazole,DB00582
1,DB00582,Voriconazole,DBMET01773,Hydroxymethyl Voriconazole,DB00582
1,DB00582,Voriconazole,DBMET01774,Voriconazole N-Oxide,DB00582
2,DBMET00072,4-Hydroxyvoriconazole,DBMET01184,4-Hydroxyvoriconazole 4-O-glucuronide,DB00582
2,DBMET00071,"UK-121,265 (Voriconazole N-oxide)",DBMET01185,"UK-51,060",DB00582
3,DBMET01185,"UK-51,060",DBMET01186,"UK-215,364",DB00582
4,DBMET01186,"UK-215,364",DBMET01187,Voriconazole O-glucuronide derivative (1),DB00582
1,DB00583,L-Carnitine,DBMET00513,Trimethylamine N-oxide,DB00583
1,DB00583,L-Carnitine,DBMET00521,[3H]-gamma-Butyrobetaine,DB00583
1,DB00584,Enalapril,DBMET01269,Enalaprilat,DB00584
1,DB00585,Nizatidine,DBMET00959,N2-monodes-methylnizatidine,DB00585
1,DB00586,Diclofenac,DBMET01646,4'-OH-diclofenac,DB00586
1,DB00586,Diclofenac,DBMET00144,4'-Hydroxydiclofenac,DB00586
1,DB00586,Diclofenac,DBMET00145,Diclofenac acyl glucuronide,DB00586
1,DB00586,Diclofenac,DBMET00146,3'-Hydroxydiclofenac,DB00586
1,DB00586,Diclofenac,DBMET00147,5-Hydroxydiclofenac,DB00586
2,DBMET00144,4'-Hydroxydiclofenac,DBMET01258,"4',5-Dihydroxydiclofenac",DB00586
2,DBMET00147,5-Hydroxydiclofenac,DBMET01258,"4',5-Dihydroxydiclofenac",DB00586
1,DB00588,Fluticasone propionate,DBMET00450,fluticasone 17beta-carboxylic acid,DB00588
1,DB00592,Piperazine,DBMET00949,N-mononitrosopiperazine,DB00592
1,DB00592,Piperazine,DBMET00950,N-nitroso-3-hydroxypyrrolidine,DB00592
1,DB00601,Linezolid,DBMET01017,Hydroxyethyl glycine,DB00601
1,DB00601,Linezolid,DBMET00797,aminoethoxyacetic acid,DB00601
1,DB00603,Medroxyprogesterone acetate,DBMET00408,6β-Hydroxymedroxyprogesterone,DB00603
1,DB00603,Medroxyprogesterone acetate,DBMET00409,2β-Hydroxymedroxyprogesterone,DB00603
1,DB00603,Medroxyprogesterone acetate,DBMET00410,1β-Hydroxymedroxyprogesterone,DB00603
1,DB00604,Cisapride,DBMET01632,3-(4-fluorophenoxy)propanal,DB00604
