text,parent_key
Take with food to reduce irritation. Drink liberally.,DB00779
"Avoid aged foods (cheese, red wine), pickled foods, cured foods (bacon/ham), chocolate, fava beans, beer, unless approved by your physician.",DB00780
Avoid alcohol.,DB00780
Avoid excessive quantities of coffee or tea (Caffeine).,DB00780
Avoid St.John's Wort.,DB00780
Take without regard to meals.,DB00780
Take with food to decrease nausea.,DB00783
Avoid alcohol.,DB00784
Take with food.,DB00784
Increase liquid intake.,DB00787
Take without regard to meals.,DB00787
Avoid alcohol.,DB00788
Take with a full glass of water.,DB00788
Take with food.,DB00788
"Herbs that may attenuate the antihypertensive effect of perindopril include: bayberry, blue cohash, cayenne, ephedra, ginger, ginseng (American), kola and licorice. ",DB00790
High salt intake may attenuate the antihypertensive effect of perindopril.,DB00790
Perindopril may decrease the excretion of potassium. Salt substitutes containing potassium may increase the risk of hyperkalemia. ,DB00790
Take without regard to meals.,DB00790
Avoid alcohol.,DB00794
Avoid high doses of caffeine.,DB00794
Take with food to reduce gastric irritation.,DB00794
May take Vitamin D.,DB00795
"Take with a full glass of water No iron, zinc or fluoride within 2 hours of taking this medication.",DB00795
Take with food.,DB00795
"Administer on a regular basis, at about the same time each day.",DB00796
Take without regard to meals.,DB00796
Avoid alcohol.,DB00804
Take this medication 30 minutes before meals.,DB00804
Take with food to reduce irritation. Limit caffeine intake.,DB00806
"Take without regard to meals. Magnesium, potassium and zinc needs increased.",DB00808
Avoid alcohol.,DB00810
Take with food.,DB00810
Take with food to reduce irritation. Avoid alcohol.,DB00812
Avoid alcohol.,DB00813
Take without regard to meals.,DB00814
Avoid high doses of caffeine.,DB00816
Take without regard to meals.,DB00816
Drink plenty of liquids.,DB00819
Take with food; at least 6 hours before bedtime.,DB00819
Avoid alcohol for up to 14 days after treatment has been stopped.,DB00822
Take without regard to meals.,DB00822
Food decreases Cmax slightly.,DB00828
Take without regard to meals.,DB00828
Avoid alcohol.,DB00829
Avoid excessive quantities of coffee or tea (caffeine).,DB00829
Avoid taking with grapefruit or grapefruit juice as grapefruit can significantly increase serum levels of this product.,DB00829
Take with food.,DB00829
"Preferably on an empty stomach, not really problematic.",DB00833
Avoid alcohol.,DB00835
Take with food.,DB00835
Take without regard to meals. Increase liquid intake.,DB00836
Avoid alcohol.,DB00842
Avoid excessive quantities of coffee or tea (Caffeine).,DB00842
Take with food.,DB00842
Avoid alcohol.,DB00843
Take without regard to meals.,DB00843
Avoid administration of delayed release cysteamine less than 30 minutes before and within 2 hours after ingesting food due to decreased bioavailability of cysteamine.,DB00847
Take on an empty stomach.,DB00848
Avoid alcohol.,DB00850
"Do not take calcium, aluminum, magnesium or Iron supplements within 2 hours of taking this medication.",DB00850
Take with food.,DB00850
Take without regard to meals.,DB00852
Take without regard to meals. Avoid alcohol.,DB00854
Drink liberally.,DB00859
"Food reduces availability, take on an empty stomach.",DB00859
Avoid alcohol. Avoid caffeine.,DB00860
Take with food to reduce gastric irritation.,DB00860
Avoid alcohol.,DB00861
Food slightly delays rate of absorption with no effect on extent of absorption. ,DB00861
Take with food to reduce gastric irritation.,DB00861
Avoid alcohol.,DB00863
Avoid excessive quantities of coffee or tea (Caffeine).,DB00863
"Avoid milk, calcium containing dairy products, iron, antacids, or aluminum salts 2 hours before or 6 hours after using antacids while on this medication.",DB00863
Take without regard to meals.,DB00863
"Food, especially food with a high-fat content, decreases the rate and extent of absorption.",DB00864
The time of the meal affects tacrolimus bioavailability. Take tacrolimus capsules consistently everyday either with or without food. ,DB00864
Take without regard to meals.,DB00868
Take with a full glass of water.,DB00874
Take without regard to meals.,DB00874
Avoid alcohol.,DB00875
Take with food to reduce irritation.,DB00875
Take without regard to meals.,DB00876
Take without regard to meals.,DB00879
Do not take with a high-fat meal.,DB00881
"Herbs that may attenuate the antihypertensive effect of quinapril include: bayberry, blue cohash, cayenne, ephedra, ginger, ginseng (American), kola and licorice. ",DB00881
High salt intake may attenuate the antihypertensive effect of quinapril.,DB00881
Quinapril may decrease the excretion of potassium. Salt substitutes containing potassium may increase the risk of hyperkalemia. ,DB00881
Take without regard to meals.,DB00882
Take without regard to meals. Absorption is faster on an empty stomach.,DB00883
Take with food to reduce irritation.,DB00887
Take without regard to meals.,DB00889
Avoid alcohol.,DB00900
Take on empty stomach: 1 hour before or 2 hours after meals.,DB00900
Take with food to reduce irritation.,DB00903
Take without regard to meals.,DB00904
Preferably take on an ampty stomach.,DB00908
Take up to 30 minutes before meals.,DB00912
"When taken with a high-fat meal, AUC and Cmax decreases.",DB00912
Take without regard to meals.,DB00913
Avoid alcohol.,DB00915
Take without regard to meals.,DB00915
Avoid alcohol.,DB00916
Take with food to reduce irritation.,DB00916
Take without regard to meals.,DB00918
The absorption is unaffected by food.,DB00918
Take without regard to meals.,DB00920
Avoid alcohol.,DB00924
Take with food to reduce irritation.,DB00924
Avoid alcohol completely up to 2 months after discontinuation.,DB00926
"Increases absorption, take with food.",DB00926
Avoid alcohol.,DB00927
Limit caffeine intake.,DB00927
"Take without regard to meals, food may slightly increase the product's bioavailability.",DB00927
Take with food to decrease the incidence of diarrhea.,DB00929
Drink liberally.,DB00930
Take with a meal.,DB00930
Take with food to reduce irritation.,DB00933
Take without regard to meals. Limit caffeine intake.,DB00934
Take without regard to meals.,DB00937
"Do not take calcium, aluminium, magnesium or iron supplements within 2 hours of taking this medication.",DB00943
Take on empty stomach: 1 hour before or 2 hours after meals.,DB00943
"Avoid alcohol, alcohol appears to cause a 50 to 100% increases in ASA serum levels.",DB00945
Take with a full glass of water.,DB00945
Take with food to reduce gastric irritation.,DB00945
Taking it after a meal may reduce the incidence of adverse effects.,DB00949
Grapefruit and grapefruit juice should be avoided throughout treatment as grapefruit can significantly decrease serum levels of this product.,DB00950
Take without regard to meals.,DB00950
"Avoid aged foods (cheese, red wine), pickled foods, cured foods (bacon/ham), chocolate, fava beans, beer, unless approved by your physician.",DB00951
Avoid alcohol.,DB00951
"Do not take calcium, aluminum, magnesium or Iron supplements within 2 hours of taking this medication.",DB00951
"Increase dietary intake of magnesium, folate, vitamin B6, B12, and/or consider taking a multivitamin.",DB00951
Take on empty stomach: 1 hour before or 2 hours after meals.,DB00951
Take with a full glass of water.,DB00951
Take without regard to meals.,DB00952
Avoid alcohol.,DB00956
Take with food.,DB00956
"To avoid constipation: increase your daily intake of fiber (beans, whole grains, vegetables).",DB00956
Avoid alcohol.,DB00957
Avoid excessive quantities of coffee or tea (Caffeine).,DB00957
"Increase dietary intake of magnesium, folate, vitamin B6, B12, and/or consider taking a multivitamin.",DB00957
Take at the same time everyday.,DB00957
Take with food.,DB00957
Avoid echinacea as it may decrease effectiveness of immunosuppresants like carboplatin,DB00958
"Magnesium, potassium and zinc needs increased.",DB00960
Take without regard to meals. Avoid alcohol.,DB00960
Take without regard to meals.,DB00967
Avoid alcohol.,DB00968
Avoid natural licorice.,DB00968
"Increase dietary intake of magnesium, folate, vitamin B6, B12, and/or consider taking a multivitamin.",DB00968
May take Vitamin D.,DB00968
"No iron, zinc or fluoride within 2 hours of taking this medication.",DB00968
Take without regard to meals.,DB00968
Absorption is decreased by about 25% when taken with meals.,DB00969
Take without regard to meals.,DB00969
Take without regard to meals.,DB00973
Coffee and tea can decrease the effect of dipyridamole.,DB00975
Take with food to reduce irritation.,DB00975
Take without regard to meals.,DB00976
Avoid alcohol.,DB00980
Do not take with or immediately after a high-fat meal.,DB00980
Avoid alcohol.,DB00982
Take with a full glass of water Do not take supplements containing Vitamin A.,DB00982
Take with high-fat meal to increase absorption.,DB00982
Avoid alcohol.,DB00985
Take with food.,DB00985
Take without regard to meals.,DB00986
High-fat meals increase plasma exemestane concentrations by approximately 40%.,DB00990
"Take with food, usually once a day after breakfast. Food decreases the rate of absorption but not the amount absorbed. Avoid alcohol.",DB00991
Take with food to reduce irritation.,DB00993
Take with food to reduce irritation.,DB00995
Avoid alcohol.,DB00996
Take without regard to meals.,DB00996
Liberal fluid intake to increase urine output and help the excretion of uric acid.,DB00997
Food does not affect amount of absorption but delays maximal levels by about 1 hour.,DB00998
Take without regard to meals.,DB00998
Avoid alcohol.,DB00999
Avoid excess salt/sodium unless otherwise instructed by your physician.,DB00999
Avoid natural licorice.,DB00999
"Do not take calcium, aluminum, magnesium or Iron supplements within 2 hours of taking this medication.",DB00999
Increase potassium intake; add a banana or orange juice; unless instructed otherwise.,DB00999
Take with food.,DB00999
"Take with food, food increases bioavailability.",DB01004
Take without regard to meals. Drink liberally.,DB01005
Take without regard to meals. Food slows absorption without decreasing the quantity absorbed.,DB01006
Drink liberally.,DB01008
Take without regard to meals.,DB01008
Avoid alcohol.,DB01009
Food prolongs rate of absorption and decreases peak plasma concentration. Extent of absorption is not affected. ,DB01009
Take with food to reduce gastric irritation.,DB01009
Food markedly increases product bioavailability.,DB01012
Peak levels and area under curve (drug exposure) are increased (82% and 68% respectively) when product is taken with a lipid-rich meal.,DB01012
Take with food or soon after a meal.,DB01012
"Do not take calcium, aluminium, magnesium or iron supplements within 2 hours of taking this medication.",DB01015
Take on empty stomach: 1 hour before or 2 hours after meals.,DB01015
Take with a full glass of water.,DB01015
Avoid alcohol.,DB01016
Take 30-60 minutes before breakfast.,DB01016
Calcium and iron needs increased with long term use.,DB01017
Do not take Aluminum or magnesium antacids or supplements while on this medication.,DB01017
Take with food.,DB01017
Take on empty stomach: 1 hour before or 2 hours after meals to avoid nausea.,DB01019
Take without regard to meals.,DB01020
"Grapefruit down regulates post-translational expression of CYP3A4, the major metabolizing enzyme of nifedipine. Grapefruit, in all forms (e.g. whole fruit, juice and rind), can significantly increase serum levels of nifedipine and may cause toxicity. Avoid grapefruit products while on this medication. ",DB01023
Take without regard to meals.,DB01023
Avoid alcohol.,DB01026
"Avoid milk, calcium containing dairy products, iron, antacids, or aluminum salts 2 hours before or 6 hours after using antacids while on this medication.",DB01026
Take with food.,DB01026
Take without regard to meals.,DB01029
"Increase liquid intake, avoid alcohol.",DB01032
Take with food to reduce irritation.,DB01032
"Preferably on an empty stomach, drink plenty of liquids, avoid alcohol.",DB01033
Avoid alcohol.,DB01035
Take with food to reduce irritation.,DB01035
Take with food.,DB01036
Food increases the oral bioavailability by 3-5 fold.,DB01037
Increased absorption- take with meals.,DB01039
Take on an empty stomach. Food decreases bioavailabilty by approximately 30%. Increase liquid intake.,DB01042
Take without regard to meals.,DB01043
"Absorption does not seem to be affected by milk or calcium carbonate, however, gatifloxacin bioavailability appears significantly reduced when combined with Ensure&trade; (C<sub>max</sub> is reduced by about 50% while total drug exposure (AUC) is reduced by about 25%).",DB01044
Drink liberally.,DB01044
Take without regard to meals.,DB01044
Avoid alcohol.,DB01045
Take on empty stomach: 1 hour before or 2 hours after meals.,DB01045
Take with a full glass of water.,DB01045
Abacavir is partly metabolised through the alcohol-dehydrogenase enzyme system.,DB01048
Alcohol significantly increases abacavir's area under the curve (about 41%).,DB01048
Avoid alcohol.,DB01048
Take without regard to meals.,DB01048
Avoid alcohol,DB01050
Food delays the time to reach peak plasma concentrations by 30-60 minutes and reduces peak plasma concentrations by 30-50%. Extent of absorption is unaffected.,DB01050
Take with food to reduce gastric irritation.,DB01050
Grapefruit and grapefruit juice should be avoided throughout treatment. Grapefruit can increase serum levels of this product.,DB01058
Take with food.,DB01058
Avoid high doses of caffeine.,DB01059
Take on an empty stomach. Drink liberally.,DB01059
Take without regard to meals.,DB01060
Avoid alcohol.,DB01062
Take with food.,DB01062
"Antacids may reduce the serum concentration of cefditoren. Consider alternative methods to minimize/control acid reflux. If use of antacids cannot be avoided, separate administration by at least several hours to reduce chance of interaction",DB01066
Avoid alcohol.,DB01067
Avoid sugar and sugary food.,DB01067
Take 30-60 minutes before breakfast.,DB01067
Avoid alcohol.,DB01068
Avoid excessive quantities of coffee or tea (Caffeine).,DB01068
Take without regard to meals.,DB01068
Take with food to reduce irritation. Avoid alcohol.,DB01069
Administration with food reduces pharmacokinetic variability.,DB01072
Food increases product absorption.,DB01072
Food slightly increases product bioavailability.,DB01073
Take without regard to meals.,DB01073
Avoid alcohol.,DB01075
Take with food.,DB01075
Avoid alcohol.,DB01076
Avoid drastic changes in dietary habit.,DB01076
Avoid taking grapefruit or grapefruit juice throughout treatment. Grapefruit can significantly increase serum levels of this product.,DB01076
"Food may decrease maximum plasma levels and area under the curve, but this is clinically inconsequential according to the manufacturer.",DB01076
Take with low fat meal.,DB01076
"Avoid aluminium, calcium, iron and magnesium within 2 hours of taking medication. ",DB01077
Take on an empty stomach with a full glass of water. ,DB01077
"Take before a meal, to increase absorption, take 30 minutes before a meal.",DB01079
Avoid alcohol.,DB01081
Take with food.,DB01081
"Take with meals, or upto 1 hour after a meal. If patient misses a meal, or has a fat-free meal, he/she may skip the corresponding dose.",DB01083
Take with food to decrease dyspepsia.,DB01087
"May be taken with or without food, but should be taken consistently.",DB01095
"When given with an evening meal, Cmax and AUC decreased while Tmax increased 2-fold",DB01095
Take without regard to meals.,DB01097
Grapefruit and grapefruit juice should be avoided throughout treatment. Grapefruit can increase serum levels of this product.,DB01100
Take without regard to meals.,DB01100
"Take 12 hours apart, within 30 minutes of the end of breakfast and dinner to reduce nausea.",DB01101
Avoid alcohol.,DB01104
Avoid St.John's Wort.,DB01104
Avoid taking with grapefruit juice.,DB01104
Take with food.,DB01104
Take without regard to meals.,DB01107
"Adequate calcium intake is recommended, needs increased with long term use, supplement recommended.",DB01109
"Many herbs with anticoagulant properties (e.g. ginger, garlic, ginseng, green tea, evening primrose) may increase the risk of bleeding in patients on anticoagulant therapy such as heparin",DB01109
Take with food to increase absorption.,DB01112
Avoid alcohol.,DB01114
Take with food.,DB01114
Avoid alcohol.,DB01115
Avoid natural licorice.,DB01115
"Grapefruit down-regulates post-translational expression of CYP3A4, the major metabolizing enzyme of nifedipine. Grapefruit, in all forms (e.g. whole fruit, juice and rind), can significantly increase serum levels of nifedipine and may cause toxicity. Avoid grapefruit products while on this medication. ",DB01115
Take with low fat meal.,DB01115
Fatty foods increase absorption.,DB01117
"Take with food, bioavailability is increased 2 to 3 fold.",DB01117
Grapefruit and grapefruit juice should be avoided throughout treatment.,DB01118
Grapefruit can significantly increase serum levels of this product.,DB01118
Take without regard to meals.,DB01118
Avoid alcohol.,DB01120
Take without regard to meals. A consistent diet is recommended to reduce the risk of hypoglycemia.,DB01120
May be taken with food if stomach upset occurs.,DB01121
Take without regard to meals.,DB01126
"Take without regard to meals, at the same time everyday.",DB01128
Take without regard to meals.,DB01129
Take without regard to meals. Food may slow absorption rate but extent of absorption is not affected.,DB01129
Take with food.,DB01131
Take without regard to meals. Food slightly delays absorption rate but extent of absorption is not affected.,DB01132
Do not take aluminum or magnesium-containing antacids within 2 hours of taking tiludronate. ,DB01133
Take on an empty stomach (at least 2 hours before or after meals) with a full glass of plain water. Other beverages may reduce drug absorption. ,DB01133
"Take with food, food slows the absorption rate and reduces the incidence of adverse effects (extent of absorption is not affected).",DB01136
"Take without regard to meals. Take with water, drink lliberally. Taking this product with orange juice can result in reduced quinolone plasma levels. ",DB01137
Food may reduce the digestive problems that sometimes occur.,DB01140
Take without regard to meals.,DB01140
Avoid alcohol.,DB01142
Avoid excessive quantities of coffee or tea (caffeine).,DB01142
Avoid St.John's Wort.,DB01142
Take with food to reduce irritation.,DB01142
Take on an empty stomach.,DB01147
Food may reduce irritation.,DB01148
Take without regard to meals.,DB01148
Avoid alcohol.,DB01149
Avoid avocado.,DB01149
"Limit garlic, ginger, gingko, and horse chestnut.",DB01149
Take this medication either consistently with or without food as instructed by your doctor.,DB01149
Take without regard to meals.,DB01150
Avoid alcohol.,DB01151
"Take with food to reduce irritation, limit caffeine intake.",DB01151
Take without regard to meals.,DB01155
Avoid alcohol.,DB01156
Avoid St.John's Wort.,DB01156
Take without regard to meals.,DB01156
Avoid high doses of caffeine.,DB01165
Take without regard to meals.,DB01165
"Grapefruit and grapefruit juice should be avoided throughout treatment, grapefruit can significantly increase serum levels of this product.",DB01166
"Take on an empty stomach, a lipid rich meal will increase absorption.",DB01166
"Avoid milk, calcium containing dairy products, iron, antacids, or aluminum salts 2 hours before or 6 hours after using antacids while on this medication.",DB01167
Avoid taking with grapefruit juice.,DB01167
Take after a full meal.,DB01167
Take with food.,DB01167
Take without regard to meals.,DB01170
Food slows absorption a little. Avoid alcohol. Take after meals in order to minimize the risk of interaction with tyramine.,DB01171
Take without regard to meals. Avoid alcohol.,DB01173
Avoid alcohol.,DB01174
Avoid excessive quantities of coffee or tea (Caffeine).,DB01174
"Increase dietary intake of magnesium, folate, vitamin B6, B12, and/or consider taking a multivitamin.",DB01174
Take on an empty stomach for quicker absorption,DB01174
Take without regard to meals.,DB01175
Avoid alcohol.,DB01176
Food may reduce irritation.,DB01176
Take without regard to meals.,DB01176
Always take at the same time in regard to meals.,DB01182
Grapefruit and grapefruit juice should be avoided throughout treatment. Grapefruit can increase serum levels of this product.,DB01182
Take 15 to 30 minutes before meals.,DB01184
Take with food.,DB01185
Take with food to reduce gastric irritation and nausea,DB01186
Take with food.,DB01190
Take with meals.,DB01191
Take without regard to meals; absorption rate and maximal concentration are slightly reduced but the extent of absorption is not affected.,DB01193
Take without regard to meals.,DB01195
Do not take with milk or milk products.,DB01196
Take on an empty stomach.,DB01196
Captopril decreases the excretion of potassium. Salt substitutes containing potassium increase the risk of hyperkalemia. ,DB01197
Food decreases absorption by 25 - 40%. Clinical significance is debatable. ,DB01197
"Herbs that may attenuate the antihypertensive effect of captopril include: bayberry, blue cohash, cayenne, ephedra, ginger, ginseng (American), kola and licorice. ",DB01197
High salt intake may attenuate the antihypertensive effect of captopril. ,DB01197
Avoid alcohol.,DB01200
Take with food to reduce irritation.,DB01200
Take without regard to meals. Food does not affect bioavailabilty.,DB01202
Avoid alcohol.,DB01203
Avoid natural licorice.,DB01203
"Magnesium, potassium and zinc needs increased.",DB01203
Take without regard to meals.,DB01203
Biaxin - take without regard to meals (however absorption appears to be improved when drug is taken with food).,DB01211
"Biaxin XL - take with a meal, taking it on an empty stomach is associated with total product exposure 30% inferior to that observed when administered with food.",DB01211
Avoid alcohol.,DB01215
Take without regard to meals.,DB01215
Take without regard to meals.,DB01216
"Food decreases the rate of absorption, but the extent of absorption is not affected.",DB01217
"Take on an empty stomach, bioavailability is 6 times higher when drug is taken with high fat meals. Risks of cardiac toxicity are then increased.",DB01218
Take without regard to meals.,DB01219
"A mean delay in time to peak concentration of 2.5 hours is observed with the intake of a high-fat meal, with no significant differences in AUC.",DB01222
Limit caffeine intake.,DB01223
Take with food.,DB01223
"Vitamin B6 needs increased, supplement recommended.",DB01223
Avoid alcohol.,DB01224
Take without regard to meals.,DB01224
"Avoid danshen, dong quai, evening primrose oil, gingko, policosanol, willow bark",DB01225
Avoid echinacea.,DB01229
Avoid grapefruit and grapefruit juice due to potential increase of paclitaxel. ,DB01229
Avoid high doses of caffeine.,DB01230
Take without regard to meals. Avoid alcohol.,DB01230
Take after a full meal.,DB01232
"Food reduces availability, take 30 minutes before meals. Avoid alcohol.",DB01233
Avoid alcohol.,DB01234
Avoid taking with grapefruit juice.,DB01234
Take with food to reduce irritation.,DB01234
Avoid alcohol (possible additive effect to CNS).,DB01238
Food has no significant effect on absorption.,DB01238
Take without regard to meals.,DB01238
Avoid alcohol.,DB01239
Take with food to reduce irritation.,DB01239
Take 30 minutes before meals.,DB01241
Avoid alcohol.,DB01242
"Grapefruit and grapefruit juice should be avoided throughout treatment, grapefruit can modify serum levels of clomipramine and its metabolite desmethyl-clomipramine.",DB01242
Take with food to reduce irritation.,DB01242
Alcohol may further decrease blood pressure and increase dizziness and drowsiness,DB01244
Take with food to reduce nausea.,DB01244
"Take without regard to meals, avoid tyramine, caffeine and alcohol.",DB01247
Can be administered without regard to food,DB01261
Take with food - better absorption (+30%). ,DB01264
Take without regard to meals.,DB01265
Avoid alcohol.,DB01267
No food effects found.,DB01270
Take with or without food. Food has no effect on the absorption of the product.,DB01283
Take without regard to meals.,DB01288
Avoid alcohol.,DB01297
Avoid natural licorice.,DB01297
Avoid high doses of caffeine.,DB01303
Take with food to reduce irritation.,DB01303
"Avoid alcohol, especially with the oral solution since it contains propylene glycol which competes with alcohol for alcohol dehydrogenase metabolism.",DB01319
"Take with or without food, however avoid lipid-rich meals.",DB01319
Vitamin E increases fosamprenavir bioavailability.,DB01319
Avoid alcohol.,DB01320
"Do not take calcium, aluminum, magnesium or Iron supplements within 2 hours of taking this medication.",DB01320
Take with food.,DB01320
Take with food to increase bioavailability.,DB01325
Avoid alcohol as it can cause a disulfiram effect.,DB01330
Food decreases cilazapril absorption with no significant clinical impact.,DB01340
Take without regard to meals.,DB01340
"Avoid calcium, magnesium and potassium.",DB01344
Take on an empty stomach.,DB01344
Avoid alcohol.,DB01348
"Do not take calcium, aluminum, magnesium or iron supplements within 2 hours of taking this medication.",DB01348
"Herbs that may attenuate the antihypertensive effect of spirapril include: bayberry, blue cohash, cayenne, ephedra, ginger, ginseng (American), kola and licorice. ",DB01348
High salt intake may attenuate the antihypertensive effect of spirapril.,DB01348
Spirapril may decrease the excretion of potassium. Salt substitutes containing potassium may increase the risk of hyperkalemia. ,DB01348
Avoid alcohol.,DB01356
Avoid excessive quantities of coffee or tea (Caffeine).,DB01356
Avoid iodine supplements.,DB01356
Do not change your salt intake from day to day without telling your doctor.,DB01356
Take with food to reduce irritation. Drink plenty of liquids.,DB01356
Avoid alcohol and caffeine.,DB01367
Avoid alcohol since it increases uric acid levels.,DB01394
Drink liberally.,DB01394
Take without regard to meals.,DB01394
"Food reduces the rate of absorption, but not the extent of absorption. ",DB01395
Avoid avocado.,DB01396
Avoid bran and high fiber foods within 2 hours of taking this medication.,DB01396
Avoid excess salt/sodium unless otherwise instructed by your physician.,DB01396
"Avoid milk, calcium containing dairy products, iron, antacids, or aluminum salts 2 hours before or 6 hours after using antacids while on this medication.",DB01396
Avoid salt substitutes containing potassium.,DB01396
"Limit garlic, ginger, gingko, and horse chestnut.",DB01396
Take with food to reduce irritation.,DB01403
Take without regard to meals.,DB01406
Take on empty stomach: 1 hour before or 2 hours after meals.,DB01416
"High doses of vitamin A, C, E and K (e.g. avocado, green vegetables)",DB01418
Take with food.,DB01421
"Take with food, do not mix with soft drinks.",DB01432
Avoid alcohol.,DB01437
Take without regard to meals.,DB01437
Take with food to reduce irritation.,DB01438
Avoid alcohol,DB01452
"To avoid constipation: increase your daily intake of fiber (beans, whole grains, vegetables).",DB01452
Avoid alcohol.,DB01495
Ethanol use may increase CNS depression. ,DB01501
Avoid alcohol.,DB01544
Avoid excessive quantities of coffee or tea (Caffeine).,DB01544
Avoid taking with grapefruit juice.,DB01544
Take with food.,DB01544
Alcohol may enhance CNS depressant effects,DB01551
Alcohol used in combination may enhance sedation or cause potentially fatal respiratory/cardiovascular depression.,DB01553
Avoid alcohol.,DB01567
Avoid excessive quantities of coffee or tea (Caffeine).,DB01567
Avoid taking with grapefruit juice.,DB01567
Avoid alcohol.,DB01580
Avoid natural licorice.,DB01580
Take without regard to meals.,DB01580
"Do not take calcium, aluminium, magnesium or iron supplements within 2 hours of taking this medication.",DB01581
"Do not take calcium, aluminium, magnesium or iron supplements within 2 hours of taking this medication.",DB01582
Absorption increased in fasting state and decreased in malabsorption states.,DB01583
Consistent administration in relation to meals is recommended.,DB01583
Iron and calcium may interfere with absorption. Space doses at least one hour before or after iron or calcium intake. ,DB01583
"Oral administration with infant soybean formula, soybean flour, cotton seed meal, walnuts, foods containing large amounts of fiber, ferrous sulfate, and antacids may decrease drug absorption. ",DB01583
Take 30-60 minutes before breakfast.,DB01583
Avoid alcohol,DB01587
Avoid excessive quantities of coffee or tea (caffeine).,DB01587
Avoid taking with grapefruit or grapefruit juice as grapefruit can significantly increase serum levels of this product.,DB01587
Take with food.,DB01587
Avoid alcohol.,DB01588
Avoid excessive quantities of coffee or tea (Caffeine).,DB01588
Avoid taking with grapefruit juice.,DB01588
Take with food.,DB01588
Avoid alcohol.,DB01594
Avoid excessive quantities of coffee or tea (Caffeine).,DB01594
Take with food.,DB01594
Avoid alcohol.,DB01595
Avoid excessive quantities of coffee or tea (Caffeine).,DB01595
Take with food.,DB01595
Take with food. Food increases availability.,DB01599
Avoid alcohol.,DB01600
Take with food.,DB01600
Avoid St.John's Wort.,DB01601
Take with food.,DB01601
Take without regard to meals.,DB01604
Take without regard to meals.,DB01605
Take with food to reduce irritation. Avoid alcohol.,DB01608
"Dispersion in carbonated drinks or milk is not recommended due to foaming and slow dispersion, respectively.",DB01609
Food causes inconsistent increases in the bioavailability of this product.,DB01609
"Tablets should be completely dispersed in water, orange juice or apple juice and the resulting suspension should be ingested immediately (after swallowing the suspension, any residue should be resuspended in a small volume of liquid and swallowed).",DB01609
"Tablets should be taken on an empty stomach at least 30 minutes before a meal, preferably at the same time everyday.",DB01609
Avoid alcohol.,DB01613
Take on empty stomach: 1 hour before or 2 hours after meals.,DB01613
Avoid alcohol,DB01614
Take with food to reduce irritation,DB01614
Avoid alcohol.,DB01619
Take with food to reduce irritation.,DB01619
Avoid alcohol,DB01621
Take with food to decrease irritation,DB01621
Avoid alcohol,DB01622
Take with food to avoid irritation,DB01622
Avoid alcohol,DB01623
Food increases the oral bioavailability by 3-5 fold.,DB01626
"Take on an empty stomach, food decreases absorption.",DB01627
Take without regard to meals.,DB01628
Oral administration with a high-fat meal resulted in an increase (33%) in the extent of absorption and a modest decrease in the rate of absorption (T<sub>max</sub> delayed 2.5 hours) compared to the fasted state.,DB02546
Take with food to reduce irritation.,DB02703
Take with food to reduce irritation.,DB03585
"avoid eating limes, figs, parsley, parsnips, mustard, carrots, and celery while you are being treated with trioxsalen",DB04571
Take with food to decrease nausea,DB04574
Avoid excessive coffee or tea (caffeine),DB04576
"Avoid milk, calcium containing dairy products, iron, magnesium, zinc, antacids, or aluminum salts 2 hours before or 6 hours after using antacids while on this medication.",DB04576
Take with a full glass of water,DB04576
Take without regard to meals,DB04576
Avoid alcohol.,DB04836
Avoid excessive quantities of coffee or tea (Caffeine).,DB04836
Avoid St.John's Wort.,DB04836
Take with food to reduce irritation.,DB04836
Avoid alcohol.,DB04837
Take without regard to meals.,DB04837
Take with food to reduce irritation.,DB04838
Avoid alcohol.,DB04839
Take after a meal.,DB04839
Take without regard to meals.,DB04840
Avoid alcohol.,DB04841
Take without regard to meals.,DB04841
Avoid alcohol.,DB04842
Absorption of dronedarone increases 3-fold if taken with food especially if meal is high in fat content ,DB04855
Do not take dronedarone with grapefruit juice. Grapefruit juice is a potent CYP3A4 inhibitor which will increase serum concentrations of dronedarone threefold,DB04855
"Homoharringtonine is administered subcutaneously, so food should have no effects. ",DB04865
Administration with or without food has no effect.,DB04871
Grapefruit Juice ,DB04920
"In general, food increased the bioavailability of ospemifene by approximately 2-3 fold.",DB04938
Crofelemer is not affected by food.,DB04941
" Administration of iloperidone with a standard high-fat meal did not significantly affect the Cmax or AUC of iloperidone, P88, or P95, but delayed Tmax by 1 hour for iloperidone, 2 hours for P88 and 6 hours for P95. ",DB04946
Can be taken with or without meals,DB04946
"With a high-fat meal, Cmax is moderately increased. ",DB04953
No food effects found.,DB05013
Avoid alcohol,DB05246
Take with food,DB05246
"Because rotigotine is administered transdermally, food should not affect absorption, and the product may be administered without regard to the timing of meals.",DB05271
St. John's wort is a CYP3A4 inducer which will decrease levels of telaprevir.,DB05521
Limit alcohol to a daily maximum of 1 drink (or equivalent) while using mipomersen sodium.,DB05528
Food and high fat meals increases the drug exposure 4.4-fold. It is suggested that abiraterone is taken on an empty stomach. ,DB05812
Take without regard to meals.,DB06152
Take without regard to meals.,DB06153
"Take without regard to meals, taking it with food will dealy the onset on action.",DB06154
No food effects were found.,DB06168
Avoid grapefruit juice.,DB06176
Food increases plasma concentrations of rufinamide and slightly decreases half-life (by 3%) ,DB06201
