smpdb_id,name,category,parent_key
SMP00430,Thioguanine Action Pathway,drug_action,DB00352
SMP58964,Buclizine H1-Antihistamine Action,drug_action,DB00354
SMP00063,Tryptophan Metabolism,metabolic,DB00360
SMP00218,Tyrosinemia Type I,disease,DB00360
SMP00429,Disulfiram Action Pathway,drug_action,DB00360
SMP12004,Arginine and Proline Metabolism,metabolic,DB00360
SMP63777,Nitric Oxide Signaling Pathway,signaling,DB00360
SMP00005,Pterine Biosynthesis,metabolic,DB00360
SMP00006,Tyrosine Metabolism,metabolic,DB00360
SMP00207,Prolidase Deficiency (PD),disease,DB00360
SMP00490,Segawa syndrome,disease,DB00360
SMP00494,"Tyrosinemia, transient, of the newborn",disease,DB00360
SMP00169,Alkaptonuria,disease,DB00360
SMP00190,Hawkinsinuria,disease,DB00360
SMP00363,Ornithine Aminotransferase Deficiency (OAT Deficiency),disease,DB00360
SMP00489,Hyperphenylalaninemia due to dhpr-deficiency,disease,DB00360
SMP00498,Dopamine beta-hydroxylase deficiency,disease,DB00360
SMP00533,Monoamine oxidase-a deficiency (MAO-A),disease,DB00360
SMP00020,Arginine and Proline Metabolism,metabolic,DB00360
SMP00208,Prolinemia Type II,disease,DB00360
SMP00361,Hyperprolinemia Type I,disease,DB00360
SMP00486,Dopa-responsive dystonia,disease,DB00360
SMP00487,Hyperphenylalaniemia due to guanosine triphosphate cyclohydrolase deficiency,disease,DB00360
SMP00488,Hyperphenylalaninemia due to 6-pyruvoyltetrahydropterin synthase deficiency (ptps),disease,DB00360
SMP63657,Pterine Biosynthesis,metabolic,DB00360
SMP63684,Tyrosine Metabolism,metabolic,DB00360
SMP00188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,DB00360
SMP00360,Hyperprolinemia Type II,disease,DB00360
SMP00362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,DB00360
SMP00491,Sepiapterin reductase deficiency,disease,DB00360
SMP00504,"Creatine deficiency, guanidinoacetate methyltransferase deficiency",disease,DB00360
SMP00505,Hyperornithinemia with gyrate atrophy (HOGA),disease,DB00360
SMP00439,Vinorelbine Action Pathway,drug_action,DB00361
SMP58803,Doxylamine H1-Antihistamine Action,drug_action,DB00366
SMP00012,Catecholamine Biosynthesis,metabolic,DB00368
SMP00401,Prilocaine Action Pathway,drug_action,DB00368
SMP00407,Heroin Action Pathway,drug_action,DB00368
SMP00408,Methadone Action Pathway,drug_action,DB00368
SMP00413,Alfentanil Action Pathway,drug_action,DB00368
SMP00414,Carfentanil Action Pathway,drug_action,DB00368
SMP00671,Tramadol Action Action Pathway,drug_action,DB00368
SMP00683,Levallorphan Action Pathway,drug_action,DB00368
SMP00006,Tyrosine Metabolism,metabolic,DB00368
SMP00396,Dibucaine Action Pathway,drug_action,DB00368
SMP00402,Procaine Action Pathway,drug_action,DB00368
SMP00405,Codeine Action Pathway,drug_action,DB00368
SMP00410,Hydromorphone Action Pathway,drug_action,DB00368
SMP00416,Remifentanil Action Pathway,drug_action,DB00368
SMP00422,Imipramine Action Pathway,drug_action,DB00368
SMP00494,"Tyrosinemia, transient, of the newborn",disease,DB00368
SMP00672,Propoxyphene Action Pathway,drug_action,DB00368
SMP00675,Diphenoxylate Action Pathway,drug_action,DB00368
SMP00679,3-Methylthiofentanyl Action Pathway,drug_action,DB00368
SMP00681,Ethylmorphine Action Pathway,drug_action,DB00368
SMP00170,Aromatic L-Aminoacid Decarboxylase Deficiency,disease,DB00368
SMP00397,Levobupivacaine Action Pathway,drug_action,DB00368
SMP00412,Oxymorphone Action Pathway,drug_action,DB00368
SMP00415,Fentanyl Action Pathway,drug_action,DB00368
SMP00426,Fluoxetine Action Pathway,drug_action,DB00368
SMP00431,Nicotine Action Pathway,drug_action,DB00368
SMP00673,Levorphanol Action Pathway,drug_action,DB00368
SMP00674,Anileridine Action Pathway,drug_action,DB00368
SMP00678,Methadyl Acetate Action Pathway,drug_action,DB00368
SMP00684,Buprenorphine Action Pathway,drug_action,DB00368
SMP62885,Mirtazapine H1-Antihistamine Action,drug_action,DB00370
SMP00607,Capecitabine Metabolism Pathway,drug_metabolism,DB00371
SMP00469,Capecitabine Action Pathway,drug_action,DB00371
SMP00659,Timolol Action Pathway,drug_action,DB00373
SMP00329,Mexiletine Action Pathway,drug_action,DB00379
SMP00376,Amlodipine Action Pathway,drug_action,DB00381
SMP00132,Triamterene Action Pathway,drug_action,DB00384
SMP00380,Nimodipine Action Pathway,drug_action,DB00393
SMP00577,Corticosterone methyl oxidase I deficiency (CMO I),disease,DB00396
SMP00566,17-alpha-hydroxylase deficiency (CYP17),disease,DB00396
SMP63672,Steroidogenesis,metabolic,DB00396
SMP00130,Steroidogenesis,metabolic,DB00396
SMP00373,Adrenal Hyperplasia Type 3 or Congenital Adrenal Hyperplasia due to 21-hydroxylase Deficiency,disease,DB00396
SMP00576,21-hydroxylase deficiency (CYP21),disease,DB00396
SMP00717,Apparent mineralocorticoid excess syndrome,disease,DB00396
SMP00718,3-Beta-Hydroxysteroid Dehydrogenase Deficiency,disease,DB00396
SMP00371,Congenital Lipoid Adrenal Hyperplasia (CLAH) or Lipoid CAH,disease,DB00396
SMP00372,Adrenal Hyperplasia Type 5 or Congenital Adrenal Hyperplasia due to 17 Alpha-hydroxylase Deficiency,disease,DB00396
SMP00575,11-beta-hydroxylase deficiency (CYP11B1),disease,DB00396
SMP00578,Corticosterone methyl oxidase II deficiency - CMO II,disease,DB00396
SMP00648,Sorafenib Metabolism Pathway,drug_metabolism,DB00398
SMP00107,Zoledronate Action Pathway,drug_action,DB00399
SMP00381,Nisoldipine Action Pathway,drug_action,DB00401
SMP57580,Dexbrompheniramine H1-Antihistamine Action,drug_action,DB00405
SMP00272,Enoxaparin Action Pathway,drug_action,DB00407
SMP00275,Ardeparin Action Pathway,drug_action,DB00407
SMP00653,Rosiglitazone Metabolism Pathway,drug_metabolism,DB00412
SMP00134,Spironolactone Action Pathway,drug_action,DB00421
SMP57581,Triprolidine H1-Antihistamine Action,drug_action,DB00427
SMP59694,Cyproheptadine H1-Antihistamine Action,drug_action,DB00434
SMP00207,Prolidase Deficiency (PD),disease,DB00435
SMP00363,Ornithine Aminotransferase Deficiency (OAT Deficiency),disease,DB00435
SMP12004,Arginine and Proline Metabolism,metabolic,DB00435
SMP63777,Nitric Oxide Signaling Pathway,signaling,DB00435
SMP00020,Arginine and Proline Metabolism,metabolic,DB00435
SMP00208,Prolinemia Type II,disease,DB00435
SMP00361,Hyperprolinemia Type I,disease,DB00435
SMP00188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,DB00435
SMP00360,Hyperprolinemia Type II,disease,DB00435
SMP00362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,DB00435
SMP00504,"Creatine deficiency, guanidinoacetate methyltransferase deficiency",disease,DB00435
SMP00505,Hyperornithinemia with gyrate atrophy (HOGA),disease,DB00435
SMP00506,Hyperornithinemia-hyperammonemia-homocitrullinuria [HHH-syndrome],disease,DB00435
SMP00507,L-arginine:glycine amidinotransferase deficiency,disease,DB00435
SMP63596,Arginine and Proline Metabolism,metabolic,DB00435
SMP00090,Bendroflumethiazide Action Pathway,drug_action,DB00436
SMP00111,Cerivastatin Action Pathway,drug_action,DB00439
SMP00446,Gemcitabine Action Pathway,drug_action,DB00441
SMP00603,Gemcitabine Metabolism Pathway,drug_metabolism,DB00441
SMP00602,Teniposide Metabolism Pathway,drug_metabolism,DB00444
SMP00443,Teniposide Action Pathway,drug_action,DB00444
SMP00729,Chloramphenicol Action Pathway,drug_action,DB00446
SMP00227,Lansoprazole Action Pathway,drug_action,DB00448
SMP00614,Lansoprazole Metabolism Pathway,drug_metabolism,DB00448
SMP00716,Thyroid hormone synthesis,metabolic,DB00451
SMP63679,Thyroid hormone synthesis,metabolic,DB00451
SMP00256,Neomycin Action Pathway,drug_action,DB00452
SMP00262,Clomocycline Action Pathway,drug_action,DB00453
SMP60195,Loratadine H1-Antihistamine Action,drug_action,DB00455
SMP00422,Imipramine Action Pathway,drug_action,DB00458
SMP00625,Imipramine Metabolism Pathway,drug_metabolism,DB00458
SMP00114,Nabumetone Action Pathway,drug_action,DB00461
SMP00098,Ketorolac Action Pathway,drug_action,DB00465
SMP00706,Tenoxicam Action Pathway,drug_action,DB00469
SMP00426,Fluoxetine Action Pathway,drug_action,DB00472
SMP00646,Fluoxetine Metabolism Pathway,drug_metabolism,DB00472
SMP00253,Amikacin Action Pathway,drug_action,DB00479
SMP00644,Celecoxib Metabolism Pathway,drug_metabolism,DB00482
SMP00096,Celecoxib Action Pathway,drug_action,DB00482
SMP00660,Sotalol Action Pathway,drug_action,DB00489
SMP00149,Fosinopril Action Pathway,drug_action,DB00492
SMP00594,Fosinopril Metabolism Pathway,drug_metabolism,DB00492
SMP00747,Zidovudine Action Pathway,drug_action,DB00495
SMP00409,Oxycodone Action Pathway,drug_action,DB00497
SMP00655,Phenindione Action Pathway,drug_action,DB00498
SMP00704,Tolmetin Action Pathway,drug_action,DB00500
SMP00232,Cimetidine Action Pathway,drug_action,DB00501
SMP00617,Cimetidine Metabolism Pathway,drug_metabolism,DB00501
SMP00683,Levallorphan Action Pathway,drug_action,DB00504
SMP00286,Aminocaproic Acid Action Pathway,drug_action,DB00513
SMP00599,Trandolapril Metabolism Pathway,drug_metabolism,DB00519
SMP00157,Trandolapril Action Pathway,drug_action,DB00519
SMP00658,Carteolol Action Pathway,drug_action,DB00521
SMP63662,Retinol Metabolism,metabolic,DB00523
SMP00074,Retinol Metabolism,metabolic,DB00523
SMP00336,Vitamin A Deficiency,disease,DB00523
SMP00105,Metolazone Action Pathway,drug_action,DB00524
SMP00396,Dibucaine Action Pathway,drug_action,DB00527
SMP00472,Erlotinib Action Pathway,drug_action,DB00530
SMP00447,Cyclophosphamide Action Pathway,drug_action,DB00531
SMP00604,Cyclophosphamide Metabolism Pathway,drug_metabolism,DB00531
SMP00087,Rofecoxib Action Pathway,drug_action,DB00533
SMP00437,Vincristine Action Pathway,drug_action,DB00541
SMP00145,Benazepril Action Pathway,drug_action,DB00542
SMP00591,Benazepril Metabolism Pathway,drug_metabolism,DB00542
SMP00607,Capecitabine Metabolism Pathway,drug_metabolism,DB00544
SMP00608,Fluorouracil Metabolism Pathway,drug_metabolism,DB00544
SMP00469,Capecitabine Action Pathway,drug_action,DB00544
SMP00470,Fluorouracil Action Pathway,drug_action,DB00544
SMP00077,Piroxicam Action Pathway,drug_action,DB00554
SMP58936,Hydroxyzine H1-Antihistamine Action,drug_action,DB00557
SMP00712,Tigecycline Action Pathway,drug_action,DB00560
SMP00432,Methotrexate Action Pathway,drug_action,DB00563
SMP00634,Carbamazepine Metabolism Pathway,drug_metabolism,DB00564
SMP59110,Cinnarizine H1-Antihistamine Action,drug_action,DB00568
SMP00273,Fondaparinux Action Pathway,drug_action,DB00569
SMP00436,Vinblastine Action Pathway,drug_action,DB00570
SMP00307,Propranolol Action Pathway,drug_action,DB00571
SMP00696,Fenoprofen Action Pathway,drug_action,DB00573
SMP00116,Valdecoxib Action Pathway,drug_action,DB00580
SMP00545,Trifunctional protein deficiency,disease,DB00583
SMP02051,L-carnitine degradation I,metabolic,DB00583
SMP00185,Glutaric Aciduria Type I,disease,DB00583
SMP00540,Very-long-chain acyl coa dehydrogenase deficiency (VLCAD),disease,DB00583
SMP63589,Fatty Acid Metabolism,metabolic,DB00583
SMP63605,Carnitine Synthesis,metabolic,DB00583
SMP00030,Oxidation of Branched Chain Fatty Acids,metabolic,DB00583
SMP00051,Fatty Acid Metabolism,metabolic,DB00583
SMP00052,Beta Oxidation of Very Long Chain Fatty Acids,metabolic,DB00583
SMP00181,Ethylmalonic Encephalopathy,disease,DB00583
SMP00541,Carnitine palmitoyl transferase deficiency (II),disease,DB00583
SMP00235,Short Chain Acyl CoA Dehydrogenase Deficiency (SCAD Deficiency),disease,DB00583
SMP00482,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,metabolic,DB00583
SMP00516,"Adrenoleukodystrophy, X-linked",disease,DB00583
SMP00538,Carnitine palmitoyl transferase deficiency (I),disease,DB00583
SMP00542,Medium chain acyl-coa dehydrogenase deficiency (MCAD),disease,DB00583
SMP00465,Carnitine Synthesis,metabolic,DB00583
SMP00517,Carnitine-acylcarnitine translocase deficiency,disease,DB00583
SMP00539,Long chain acyl-CoA dehydrogenase deficiency (LCAD),disease,DB00583
SMP02361,Fatty acid Metabolism ,metabolic,DB00583
SMP63598,Beta Oxidation of Very Long Chain Fatty Acids,metabolic,DB00583
SMP63639,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,metabolic,DB00583
SMP63646,Oxidation of Branched Chain Fatty Acids,metabolic,DB00583
SMP00148,Enalapril Action Pathway,drug_action,DB00584
SMP00593,Enalapril Metabolism Pathway,drug_metabolism,DB00584
SMP00233,Nizatidine Action Pathway,drug_action,DB00585
SMP00093,Diclofenac Action Pathway,drug_action,DB00586
SMP00133,Amiloride Action Pathway,drug_action,DB00594
SMP00293,Oxytetracycline Action Pathway,drug_action,DB00595
SMP00368,Labetalol Action Pathway,drug_action,DB00598
SMP00094,Sulindac Action Pathway,drug_action,DB00605
SMP00103,Cyclothiazide Action Pathway,drug_action,DB00606
SMP00300,Bisoprolol Action Pathway,drug_action,DB00612
SMP00290,Demeclocycline Action Pathway,drug_action,DB00618
SMP31694,Imatinib Inhibition of BCR-ABL,drug_action,DB00619
SMP63594,Androgen and Estrogen Metabolism,metabolic,DB00624
SMP00565,Aromatase deficiency,disease,DB00624
SMP00356,17-beta Hydroxysteroid Dehydrogenase III Deficiency,disease,DB00624
SMP30406,Androstenedione Metabolism,metabolic,DB00624
SMP00068,Androgen and Estrogen Metabolism,metabolic,DB00624
SMP63688,Androstenedione Metabolism,metabolic,DB00624
SMP00740,Efavirenz Action Pathway,drug_action,DB00625
SMP02338,NAD metabolism,metabolic,DB00627
SMP01898,adenosylcobalamin salvage from cobinamide,metabolic,DB00627
SMP00048,Nicotinate and Nicotinamide Metabolism,metabolic,DB00627
SMP00850,NAD salvage,metabolic,DB00627
SMP63643,Nicotinate and Nicotinamide Metabolism,metabolic,DB00627
SMP00095,Alendronate Action Pathway,drug_action,DB00630
SMP00440,Prednisone Action Pathway,drug_action,DB00635
SMP00631,Prednisone Metabolism Pathway,drug_metabolism,DB00635
SMP59897,Astemizole H1-Antihistamine Action,drug_action,DB00637
SMP00340,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),disease,DB00640
SMP00364,Lesch-Nyhan Syndrome (LNS),disease,DB00640
SMP00537,Myoadenylate deaminase deficiency,disease,DB00640
SMP02088,purine ribonucleosides degradation,metabolic,DB00640
SMP63587,Selenoamino Acid Metabolism,metabolic,DB00640
SMP00168,AICA-Ribosiduria,disease,DB00640
SMP00428,Mercaptopurine Action Pathway,drug_action,DB00640
SMP00430,Thioguanine Action Pathway,drug_action,DB00640
SMP00512,Xanthinuria type I,disease,DB00640
SMP00570,"Homocystinuria-megaloblastic anemia due to defect in cobalamin metabolism, cblG complementation type",disease,DB00640
SMP02081,adenine and adenosine salvage I,metabolic,DB00640
SMP00029,Selenoamino Acid Metabolism,metabolic,DB00640
SMP00033,Methionine Metabolism,metabolic,DB00640
SMP00050,Purine Metabolism,metabolic,DB00640
SMP00144,Adenosine Deaminase Deficiency,disease,DB00640
SMP00220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,DB00640
SMP00221,Methionine Adenosyltransferase Deficiency,disease,DB00640
SMP00341,Hypermethioninemia,disease,DB00640
SMP12058,Cytokinins Degradation,metabolic,DB00640
SMP00167,Adenylosuccinate Lyase Deficiency,disease,DB00640
SMP00203,Molybdenum Cofactor Deficiency,disease,DB00640
SMP00210,Purine Nucleoside Phosphorylase Deficiency,disease,DB00640
SMP00214,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,disease,DB00640
SMP00222,Glycine N-methyltransferase Deficiency,disease,DB00640
SMP00321,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine,signaling,DB00640
SMP00535,Adenine phosphoribosyltransferase deficiency (APRT),disease,DB00640
SMP00536,Mitochondrial DNA depletion syndrome,disease,DB00640
SMP63600,Betaine Metabolism,metabolic,DB00640
SMP63668,Purine Metabolism,metabolic,DB00640
SMP00123,Betaine Metabolism,metabolic,DB00640
SMP00082,Simvastatin Action Pathway,drug_action,DB00641
SMP00672,Propoxyphene Action Pathway,drug_action,DB00647
SMP00745,Stavudine Action Pathway,drug_action,DB00649
SMP02369,One Carbon Pool by Folate I ,metabolic,DB00650
SMP00432,Methotrexate Action Pathway,drug_action,DB00650
SMP00543,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),disease,DB00650
SMP01750,One Carbon Pool by Folate I,metabolic,DB00650
SMP00053,Folate Metabolism,metabolic,DB00650
SMP00724,"Folate malabsorption, hereditary",disease,DB00650
SMP00801,Folate Metabolism,metabolic,DB00650
SMP00686,Pentazocine Action Pathway,drug_action,DB00652
SMP63690,Sulfate/Sulfite Metabolism,metabolic,DB00655
SMP30880,Estrone Metabolism,metabolic,DB00655
SMP63594,Androgen and Estrogen Metabolism,metabolic,DB00655
SMP00068,Androgen and Estrogen Metabolism,metabolic,DB00655
SMP63688,Androstenedione Metabolism,metabolic,DB00655
SMP00356,17-beta Hydroxysteroid Dehydrogenase III Deficiency,disease,DB00655
SMP30406,Androstenedione Metabolism,metabolic,DB00655
SMP63696,Estrone Metabolism,metabolic,DB00655
SMP00041,Sulfate/Sulfite Metabolism,metabolic,DB00655
SMP00532,Sulfite oxidase deficiency,disease,DB00655
SMP00565,Aromatase deficiency,disease,DB00655
SMP00375,Verapamil Action Pathway,drug_action,DB00661
SMP00012,Catecholamine Biosynthesis,metabolic,DB00668
SMP00006,Tyrosine Metabolism,metabolic,DB00668
SMP00494,"Tyrosinemia, transient, of the newborn",disease,DB00668
SMP00170,Aromatic L-Aminoacid Decarboxylase Deficiency,disease,DB00668
SMP63606,Catecholamine Biosynthesis,metabolic,DB00668
SMP63684,Tyrosine Metabolism,metabolic,DB00668
SMP00218,Tyrosinemia Type I,disease,DB00668
SMP00429,Disulfiram Action Pathway,drug_action,DB00668
SMP00497,Tyrosine hydroxylase deficiency,disease,DB00668
SMP00661,Epinephrine Action Pathway,drug_action,DB00668
SMP00169,Alkaptonuria,disease,DB00668
SMP00190,Hawkinsinuria,disease,DB00668
SMP00498,Dopamine beta-hydroxylase deficiency,disease,DB00668
SMP00533,Monoamine oxidase-a deficiency (MAO-A),disease,DB00668
SMP00246,Pirenzepine Action Pathway,drug_action,DB00670
SMP00606,Tamoxifen Metabolism Pathway,drug_metabolism,DB00675
SMP00471,Tamoxifen Action Pathway,drug_action,DB00675
SMP00162,Losartan Action Pathway,drug_action,DB00678
SMP00268,Warfarin Action Pathway,drug_action,DB00682
SMP00711,Tobramycin Action Pathway,drug_action,DB00684
SMP00652,Mycophenolic Acid Metabolism Pathway,drug_metabolism,DB00688
SMP00595,Moexipril Metabolism Pathway,drug_metabolism,DB00691
SMP00151,Moexipril Action Pathway,drug_action,DB00691
SMP00115,Furosemide Action Pathway,drug_action,DB00695
SMP00135,Eplerenone Action Pathway,drug_action,DB00700
SMP00687,Naltrexone Action Pathway,drug_action,DB00704
SMP00738,Delavirdine Action Pathway,drug_action,DB00705
SMP00417,Sufentanil Action Pathway,drug_action,DB00708
SMP00649,Lamivudine Metabolism Pathway,drug_metabolism,DB00709
SMP00742,Lamivudine  Action Pathway,drug_action,DB00709
SMP00079,Ibandronate Action Pathway,drug_action,DB00710
SMP00697,Flurbiprofen Action Pathway,drug_action,DB00712
SMP00629,Adefovir Dipivoxil Metabolism Pathway,drug_metabolism,DB00718
SMP59865,Azatadine H1-Antihistamine Action,drug_action,DB00719
SMP00402,Procaine Action Pathway,drug_action,DB00721
SMP00150,Lisinopril Action Pathway,drug_action,DB00722
SMP00453,Nateglinide Action Pathway,drug_action,DB00731
SMP00225,Esomeprazole Action Pathway,drug_action,DB00736
SMP00612,Esomeprazole Metabolism Pathway,drug_metabolism,DB00736
SMP58956,Meclizine H1-Antihistamine Action,drug_action,DB00737
SMP00566,17-alpha-hydroxylase deficiency (CYP17),disease,DB00741
SMP63672,Steroidogenesis,metabolic,DB00741
SMP00310,Corticotropin Activation of Cortisol Production,signaling,DB00741
SMP00577,Corticosterone methyl oxidase I deficiency (CMO I),disease,DB00741
SMP00130,Steroidogenesis,metabolic,DB00741
SMP00373,Adrenal Hyperplasia Type 3 or Congenital Adrenal Hyperplasia due to 21-hydroxylase Deficiency,disease,DB00741
SMP00576,21-hydroxylase deficiency (CYP21),disease,DB00741
SMP00717,Apparent mineralocorticoid excess syndrome,disease,DB00741
SMP00718,3-Beta-Hydroxysteroid Dehydrogenase Deficiency,disease,DB00741
SMP00371,Congenital Lipoid Adrenal Hyperplasia (CLAH) or Lipoid CAH,disease,DB00741
SMP00372,Adrenal Hyperplasia Type 5 or Congenital Adrenal Hyperplasia due to 17 Alpha-hydroxylase Deficiency,disease,DB00741
SMP00575,11-beta-hydroxylase deficiency (CYP11B1),disease,DB00741
SMP00578,Corticosterone methyl oxidase II deficiency - CMO II,disease,DB00741
SMP00807,glycolysis and pyruvate dehydrogenase,metabolic,DB00742
SMP58797,Carbinoxamine H1-Antihistamine Action,drug_action,DB00748
SMP00084,Etodolac Action Pathway,drug_action,DB00749
SMP00401,Prilocaine Action Pathway,drug_action,DB00750
SMP61191,Epinastine H1-Antihistamine Action,drug_action,DB00751
SMP63662,Retinol Metabolism,metabolic,DB00755
SMP00074,Retinol Metabolism,metabolic,DB00755
SMP00336,Vitamin A Deficiency,disease,DB00755
SMP00260,Clopidogrel Action Pathway,drug_action,DB00758
SMP00610,Clopidogrel Metabolism Pathway,drug_metabolism,DB00758
SMP00294,Tetracycline Action Pathway,drug_action,DB00759
SMP00600,Irinotecan Metabolism Pathway,drug_metabolism,DB00762
SMP00433,Irinotecan Action Pathway,drug_action,DB00762
SMP60740,Olopatadine H1-Antihistamine Action,drug_action,DB00768
SMP00601,Etoposide Metabolism Pathway,drug_metabolism,DB00773
SMP00442,Etoposide Action Pathway,drug_action,DB00773
SMP00108,Hydroflumethiazide Action Pathway,drug_action,DB00774
SMP00267,Tirofiban Action Pathway,drug_action,DB00775
SMP00634,Carbamazepine Metabolism Pathway,drug_metabolism,DB00776
SMP62625,Propiomazine H1-Antihistamine Action,drug_action,DB00777
SMP00251,Roxithromycin Action Pathway,drug_action,DB00778
SMP00565,Aromatase deficiency,disease,DB00783
SMP00068,Androgen and Estrogen Metabolism,metabolic,DB00783
SMP30880,Estrone Metabolism,metabolic,DB00783
SMP63594,Androgen and Estrogen Metabolism,metabolic,DB00783
SMP00356,17-beta Hydroxysteroid Dehydrogenase III Deficiency,disease,DB00783
SMP63696,Estrone Metabolism,metabolic,DB00783
SMP00109,Mefenamic Acid Action Pathway,drug_action,DB00784
SMP00120,Naproxen Action Pathway,drug_action,DB00788
SMP00152,Perindopril Action Pathway,drug_action,DB00790
SMP57587,Tripelennamine H1-Antihistamine Action,drug_action,DB00792
SMP00158,Candesartan Action Pathway,drug_action,DB00796
SMP00254,Gentamicin Action Pathway,drug_action,DB00798
SMP00413,Alfentanil Action Pathway,drug_action,DB00802
SMP00403,Proparacaine Action Pathway,drug_action,DB00807
SMP00110,Indapamide Action Pathway,drug_action,DB00808
SMP00701,Phenylbutazone Action Pathway,drug_action,DB00812
SMP00415,Fentanyl Action Pathway,drug_action,DB00813
SMP00106,Meloxicam Action Pathway,drug_action,DB00814
SMP00694,Carprofen Action Pathway,drug_action,DB00821
SMP00429,Disulfiram Action Pathway,drug_action,DB00822
SMP57579,Brompheniramine H1-Antihistamine Action,drug_action,DB00835
SMP00662,Dobutamine Action Pathway,drug_action,DB00841
SMP00691,Nalbuphine Action Pathway,drug_action,DB00844
SMP00027,Pantothenate and CoA Biosynthesis,metabolic,DB00847
SMP00021,Taurine and Hypotaurine Metabolism,metabolic,DB00847
SMP63647,Pantothenate and CoA Biosynthesis,metabolic,DB00847
SMP63675,Taurine and Hypotaurine Metabolism,metabolic,DB00847
SMP00673,Levorphanol Action Pathway,drug_action,DB00854
SMP00223,Non Ketotic Hyperglycinemia,disease,DB00855
SMP00342,Hereditary Coproporphyria (HCP),disease,DB00855
SMP00484,Dimethylglycine Dehydrogenase Deficiency,disease,DB00855
SMP00345,Congenital Erythropoietic Porphyria (CEP) or Gunther Disease,disease,DB00855
SMP00346,Porphyria Variegata (PV),disease,DB00855
SMP00721,3-Phosphoglycerate dehydrogenase deficiency,disease,DB00855
SMP02363,Porphyrin Metabolism ,metabolic,DB00855
SMP00485,"Hyperglycinemia, non-ketotic",disease,DB00855
SMP00953,Porphyrin metabolism,metabolic,DB00855
SMP63626,Glycine and Serine Metabolism,metabolic,DB00855
SMP63655,Porphyrin Metabolism,metabolic,DB00855
SMP00004,Glycine and Serine Metabolism,metabolic,DB00855
SMP00024,Porphyrin Metabolism,metabolic,DB00855
SMP00179,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),disease,DB00855
SMP00242,Dimethylglycine Dehydrogenase Deficiency,disease,DB00855
SMP00244,Sarcosinemia,disease,DB00855
SMP00344,Acute Intermittent Porphyria,disease,DB00855
SMP00440,Prednisone Action Pathway,drug_action,DB00860
SMP00441,Prednisolone Action Pathway,drug_action,DB00860
SMP00631,Prednisone Metabolism Pathway,drug_metabolism,DB00860
SMP00632,Prednisolone Metabolism Pathway,drug_metabolism,DB00860
SMP00289,Diflunisal Action Pathway,drug_action,DB00861
SMP00230,Ranitidine Action Pathway,drug_action,DB00863
SMP00297,Alprenolol Action Pathway,drug_action,DB00866
SMP00101,Suprofen Action Pathway,drug_action,DB00870
SMP00159,Eprosartan Action Pathway,drug_action,DB00876
SMP02409,TOR signalling pathway:  Rapamycin based repression,signaling,DB00877
SMP00741,Emtricitabine Action Pathway,drug_action,DB00879
SMP00078,Chlorothiazide Action Pathway,drug_action,DB00880
SMP00153,Quinapril Action Pathway,drug_action,DB00881
SMP00596,Quinapril Metabolism Pathway,drug_metabolism,DB00881
SMP00112,Risedronate Action Pathway,drug_action,DB00884
SMP00088,Bumetanide Action Pathway,drug_action,DB00887
SMP00400,Oxybuprocaine Action Pathway,drug_action,DB00892
SMP02356,Ethanol fermentation,metabolic,DB00898
SMP00429,Disulfiram Action Pathway,drug_action,DB00898
SMP00449,Ethanol Degradation,metabolic,DB00898
SMP02355,Pyruvate metabolism,metabolic,DB00898
SMP63611,Ethanol Degradation,metabolic,DB00898
SMP00416,Remifentanil Action Pathway,drug_action,DB00899
SMP00739,Didanosine Action Pathway,drug_action,DB00900
SMP59730,Methdilazine H1-Antihistamine Action,drug_action,DB00902
SMP00097,Ethacrynic Acid Action Pathway,drug_action,DB00903
SMP00395,Cocaine Action Pathway,drug_action,DB00907
SMP00323,Quinidine Action Pathway,drug_action,DB00908
SMP00454,Repaglinide Action Pathway,drug_action,DB00912
SMP00674,Anileridine Action Pathway,drug_action,DB00913
SMP00700,Lornoxicam Action Pathway,drug_action,DB00917
SMP00701,Phenylbutazone Action Pathway,drug_action,DB00917
SMP00707,Salsalate Action Pathway,drug_action,DB00917
SMP00710,Acetaminophen  Action Pathway,drug_action,DB00917
SMP00075,Arachidonic Acid Metabolism,metabolic,DB00917
SMP00106,Meloxicam Action Pathway,drug_action,DB00917
SMP00109,Mefenamic Acid Action Pathway,drug_action,DB00917
SMP00698,Magnesium salicylate Action Pathway,drug_action,DB00917
SMP00702,Nepafenac Action Pathway,drug_action,DB00917
SMP00708,Salicylate-sodium Action Pathway,drug_action,DB00917
SMP00098,Ketorolac Action Pathway,drug_action,DB00917
SMP00101,Suprofen Action Pathway,drug_action,DB00917
