drugbank-id,name,parent_key
DB01373,Calcium,SMP00307
DB01378,Magnesium,SMP00307
DB00142,Glutamic Acid,SMP00696
DB00143,Glutathione,SMP00696
DB00573,Fenoprofen,SMP00696
DB00917,Dinoprostone,SMP00696
DB01373,Calcium,SMP00696
DB01378,Magnesium,SMP00696
DB01593,Zinc,SMP00696
DB02056,Prostaglandin D2,SMP00696
DB02577,Mesoheme,SMP00696
DB03866,Prostaglandin G2,SMP00696
DB04557,Arachidonic Acid,SMP00696
DB00142,Glutamic Acid,SMP00116
DB00143,Glutathione,SMP00116
DB00580,Valdecoxib,SMP00116
DB00917,Dinoprostone,SMP00116
DB01373,Calcium,SMP00116
DB01378,Magnesium,SMP00116
DB01593,Zinc,SMP00116
DB02056,Prostaglandin D2,SMP00116
DB02577,Mesoheme,SMP00116
DB03866,Prostaglandin G2,SMP00116
DB04557,Arachidonic Acid,SMP00116
DB00131,Adenosine monophosphate,SMP00545
DB00157,NADH,SMP00545
DB00171,ATP,SMP00545
DB00583,L-Carnitine,SMP00545
DB01378,Magnesium,SMP00545
DB03147,Flavin adenine dinucleotide,SMP00545
DB03796,Palmitic Acid,SMP00545
DB04160,Pyrophosphoric acid,SMP00545
DB00131,Adenosine monophosphate,SMP02051
DB00171,ATP,SMP02051
DB00583,L-Carnitine,SMP02051
DB00131,Adenosine monophosphate,SMP00185
DB00157,NADH,SMP00185
DB00171,ATP,SMP00185
DB00583,L-Carnitine,SMP00185
DB01378,Magnesium,SMP00185
DB03147,Flavin adenine dinucleotide,SMP00185
DB03796,Palmitic Acid,SMP00185
DB04160,Pyrophosphoric acid,SMP00185
DB00131,Adenosine monophosphate,SMP00540
DB00157,NADH,SMP00540
DB00171,ATP,SMP00540
DB00583,L-Carnitine,SMP00540
DB01378,Magnesium,SMP00540
DB03147,Flavin adenine dinucleotide,SMP00540
DB03796,Palmitic Acid,SMP00540
DB04160,Pyrophosphoric acid,SMP00540
DB00131,Adenosine monophosphate,SMP63589
DB00157,NADH,SMP63589
DB00171,ATP,SMP63589
DB00583,L-Carnitine,SMP63589
DB01378,Magnesium,SMP63589
DB03147,Flavin adenine dinucleotide,SMP63589
DB03796,Palmitic Acid,SMP63589
DB04160,Pyrophosphoric acid,SMP63589
DB00114,Pyridoxal Phosphate,SMP63605
DB00118,Ademetionine,SMP63605
DB00123,L-Lysine,SMP63605
DB00126,Vitamin C,SMP63605
DB00139,Succinic acid,SMP63605
DB00145,Glycine,SMP63605
DB00157,NADH,SMP63605
DB00583,L-Carnitine,SMP63605
DB01592,Iron,SMP63605
DB00126,Vitamin C,SMP00030
DB00139,Succinic acid,SMP00030
DB00171,ATP,SMP00030
DB00583,L-Carnitine,SMP00030
DB01378,Magnesium,SMP00030
DB01592,Iron,SMP00030
DB04160,Pyrophosphoric acid,SMP00030
DB00131,Adenosine monophosphate,SMP00051
DB00157,NADH,SMP00051
DB00171,ATP,SMP00051
DB00583,L-Carnitine,SMP00051
DB01378,Magnesium,SMP00051
DB03147,Flavin adenine dinucleotide,SMP00051
DB03796,Palmitic Acid,SMP00051
DB04160,Pyrophosphoric acid,SMP00051
DB00171,ATP,SMP00052
DB00583,L-Carnitine,SMP00052
DB01378,Magnesium,SMP00052
DB03017,Lauric Acid,SMP00052
DB00131,Adenosine monophosphate,SMP00181
DB00157,NADH,SMP00181
DB00171,ATP,SMP00181
DB00583,L-Carnitine,SMP00181
DB01378,Magnesium,SMP00181
DB03147,Flavin adenine dinucleotide,SMP00181
DB03796,Palmitic Acid,SMP00181
DB04160,Pyrophosphoric acid,SMP00181
DB00131,Adenosine monophosphate,SMP00541
DB00157,NADH,SMP00541
DB00171,ATP,SMP00541
DB00583,L-Carnitine,SMP00541
DB01378,Magnesium,SMP00541
DB03147,Flavin adenine dinucleotide,SMP00541
DB03796,Palmitic Acid,SMP00541
DB04160,Pyrophosphoric acid,SMP00541
DB00131,Adenosine monophosphate,SMP00235
DB00157,NADH,SMP00235
DB00171,ATP,SMP00235
DB00583,L-Carnitine,SMP00235
DB01378,Magnesium,SMP00235
DB03147,Flavin adenine dinucleotide,SMP00235
DB03796,Palmitic Acid,SMP00235
DB04160,Pyrophosphoric acid,SMP00235
DB00131,Adenosine monophosphate,SMP00482
DB00157,NADH,SMP00482
DB00171,ATP,SMP00482
DB00583,L-Carnitine,SMP00482
DB01378,Magnesium,SMP00482
DB03147,Flavin adenine dinucleotide,SMP00482
DB03193,Stearic acid,SMP00482
DB04160,Pyrophosphoric acid,SMP00482
DB00171,ATP,SMP00516
DB00583,L-Carnitine,SMP00516
DB01378,Magnesium,SMP00516
DB03017,Lauric Acid,SMP00516
DB00131,Adenosine monophosphate,SMP00538
DB00157,NADH,SMP00538
DB00171,ATP,SMP00538
DB00583,L-Carnitine,SMP00538
DB01378,Magnesium,SMP00538
DB03147,Flavin adenine dinucleotide,SMP00538
DB03796,Palmitic Acid,SMP00538
DB04160,Pyrophosphoric acid,SMP00538
DB00131,Adenosine monophosphate,SMP00542
DB00157,NADH,SMP00542
DB00171,ATP,SMP00542
DB00583,L-Carnitine,SMP00542
DB01378,Magnesium,SMP00542
DB03147,Flavin adenine dinucleotide,SMP00542
DB03796,Palmitic Acid,SMP00542
DB04160,Pyrophosphoric acid,SMP00542
DB00114,Pyridoxal Phosphate,SMP00465
DB00118,Ademetionine,SMP00465
DB00123,L-Lysine,SMP00465
DB00126,Vitamin C,SMP00465
DB00139,Succinic acid,SMP00465
DB00145,Glycine,SMP00465
DB00157,NADH,SMP00465
DB00583,L-Carnitine,SMP00465
DB01592,Iron,SMP00465
DB00171,ATP,SMP00517
DB00583,L-Carnitine,SMP00517
DB01378,Magnesium,SMP00517
DB03017,Lauric Acid,SMP00517
DB00131,Adenosine monophosphate,SMP00539
DB00157,NADH,SMP00539
DB00171,ATP,SMP00539
DB00583,L-Carnitine,SMP00539
DB01378,Magnesium,SMP00539
DB03147,Flavin adenine dinucleotide,SMP00539
DB03796,Palmitic Acid,SMP00539
DB04160,Pyrophosphoric acid,SMP00539
DB00131,Adenosine monophosphate,SMP02361
DB00157,NADH,SMP02361
DB00171,ATP,SMP02361
DB00583,L-Carnitine,SMP02361
DB01378,Magnesium,SMP02361
DB03147,Flavin adenine dinucleotide,SMP02361
DB03796,Palmitic Acid,SMP02361
DB04160,Pyrophosphoric acid,SMP02361
DB00171,ATP,SMP63598
DB00583,L-Carnitine,SMP63598
DB01378,Magnesium,SMP63598
DB03017,Lauric Acid,SMP63598
DB00131,Adenosine monophosphate,SMP63639
DB00157,NADH,SMP63639
DB00171,ATP,SMP63639
DB00583,L-Carnitine,SMP63639
DB01378,Magnesium,SMP63639
DB03147,Flavin adenine dinucleotide,SMP63639
DB03193,Stearic acid,SMP63639
DB04160,Pyrophosphoric acid,SMP63639
DB00126,Vitamin C,SMP63646
DB00139,Succinic acid,SMP63646
DB00171,ATP,SMP63646
DB00583,L-Carnitine,SMP63646
DB01378,Magnesium,SMP63646
DB01592,Iron,SMP63646
DB04160,Pyrophosphoric acid,SMP63646
DB00584,Enalapril,SMP00148
DB01593,Zinc,SMP00148
DB00584,Enalapril,SMP00593
DB01593,Zinc,SMP00593
DB00171,ATP,SMP00233
DB00585,Nizatidine,SMP00233
DB01345,Potassium,SMP00233
DB01593,Zinc,SMP00233
DB03128,Acetylcholine,SMP00233
DB00142,Glutamic Acid,SMP00093
DB00143,Glutathione,SMP00093
DB00586,Diclofenac,SMP00093
DB00917,Dinoprostone,SMP00093
DB01373,Calcium,SMP00093
DB01378,Magnesium,SMP00093
DB01593,Zinc,SMP00093
DB02056,Prostaglandin D2,SMP00093
DB02577,Mesoheme,SMP00093
DB03866,Prostaglandin G2,SMP00093
DB04557,Arachidonic Acid,SMP00093
DB00151,L-Cysteine,SMP00133
DB00594,Amiloride,SMP00133
DB01345,Potassium,SMP00133
DB03904,Urea,SMP00133
DB00117,Histidine,SMP00293
DB00131,Adenosine monophosphate,SMP00293
DB00134,Methionine,SMP00293
DB00149,L-Leucine,SMP00293
DB00156,L-Threonine,SMP00293
DB00160,L-Alanine,SMP00293
DB00161,L-Valine,SMP00293
DB00167,L-Isoleucine,SMP00293
DB00171,ATP,SMP00293
DB00172,L-Proline,SMP00293
DB00174,L-Asparagine,SMP00293
DB00595,Oxytetracycline,SMP00293
DB01972,Guanosine-5'-Monophosphate,SMP00293
DB02431,Cytidine-5'-Triphosphate,SMP00293
DB03685,Uridine monophosphate,SMP00293
DB03929,D-Serine,SMP00293
DB04160,Pyrophosphoric acid,SMP00293
DB00171,ATP,SMP00368
DB00598,Labetalol,SMP00368
DB01345,Potassium,SMP00368
DB01373,Calcium,SMP00368
DB01378,Magnesium,SMP00368
DB00142,Glutamic Acid,SMP00094
DB00143,Glutathione,SMP00094
DB00605,Sulindac,SMP00094
DB00917,Dinoprostone,SMP00094
DB01373,Calcium,SMP00094
DB01378,Magnesium,SMP00094
DB01593,Zinc,SMP00094
DB02056,Prostaglandin D2,SMP00094
DB02577,Mesoheme,SMP00094
DB03866,Prostaglandin G2,SMP00094
DB04557,Arachidonic Acid,SMP00094
DB00151,L-Cysteine,SMP00103
DB00606,Cyclothiazide,SMP00103
DB01345,Potassium,SMP00103
DB03904,Urea,SMP00103
DB00171,ATP,SMP00300
DB00612,Bisoprolol,SMP00300
DB01345,Potassium,SMP00300
DB01373,Calcium,SMP00300
DB01378,Magnesium,SMP00300
DB00117,Histidine,SMP00290
DB00131,Adenosine monophosphate,SMP00290
DB00134,Methionine,SMP00290
DB00149,L-Leucine,SMP00290
DB00156,L-Threonine,SMP00290
DB00160,L-Alanine,SMP00290
DB00161,L-Valine,SMP00290
DB00167,L-Isoleucine,SMP00290
DB00171,ATP,SMP00290
DB00172,L-Proline,SMP00290
DB00174,L-Asparagine,SMP00290
DB00618,Demeclocycline,SMP00290
DB01972,Guanosine-5'-Monophosphate,SMP00290
DB02431,Cytidine-5'-Triphosphate,SMP00290
DB03685,Uridine monophosphate,SMP00290
DB03929,D-Serine,SMP00290
DB04160,Pyrophosphoric acid,SMP00290
DB00619,Imatinib,SMP31694
DB00157,NADH,SMP63594
DB00624,Testosterone,SMP63594
DB00655,Estrone,SMP63594
DB00783,Estradiol,SMP63594
DB01373,Calcium,SMP63594
DB01536,Androstenedione,SMP63594
DB01942,Formic Acid,SMP63594
DB02577,Mesoheme,SMP63594
DB03435,Uridine-5'-Diphosphate,SMP63594
DB04574,Estrone sulfate,SMP63594
DB05804,Prasterone sulfate,SMP63594
DB07447,5beta-dihydrotestosterone,SMP63594
DB00157,NADH,SMP00565
DB00624,Testosterone,SMP00565
DB00655,Estrone,SMP00565
DB00783,Estradiol,SMP00565
DB01373,Calcium,SMP00565
DB01536,Androstenedione,SMP00565
DB01942,Formic Acid,SMP00565
DB02577,Mesoheme,SMP00565
DB03435,Uridine-5'-Diphosphate,SMP00565
DB04574,Estrone sulfate,SMP00565
DB05804,Prasterone sulfate,SMP00565
DB07447,5beta-dihydrotestosterone,SMP00565
DB00157,NADH,SMP00356
DB00624,Testosterone,SMP00356
DB00655,Estrone,SMP00356
DB00783,Estradiol,SMP00356
DB01373,Calcium,SMP00356
DB01536,Androstenedione,SMP00356
DB01942,Formic Acid,SMP00356
DB02577,Mesoheme,SMP00356
DB03435,Uridine-5'-Diphosphate,SMP00356
DB04574,Estrone sulfate,SMP00356
DB05804,Prasterone sulfate,SMP00356
DB07447,5beta-dihydrotestosterone,SMP00356
DB00157,NADH,SMP30406
DB00624,Testosterone,SMP30406
DB00655,Estrone,SMP30406
DB01536,Androstenedione,SMP30406
DB01561,Androstanedione,SMP30406
DB01942,Formic Acid,SMP30406
DB02577,Mesoheme,SMP30406
DB02854,Aetiocholanolone,SMP30406
DB03435,Uridine-5'-Diphosphate,SMP30406
DB07375,"5-BETA-ANDROSTANE-3,17-DIONE",SMP30406
DB00157,NADH,SMP00068
DB00624,Testosterone,SMP00068
DB00655,Estrone,SMP00068
DB00783,Estradiol,SMP00068
DB01373,Calcium,SMP00068
DB01536,Androstenedione,SMP00068
DB01942,Formic Acid,SMP00068
DB02577,Mesoheme,SMP00068
DB03435,Uridine-5'-Diphosphate,SMP00068
DB04574,Estrone sulfate,SMP00068
DB05804,Prasterone sulfate,SMP00068
DB07447,5beta-dihydrotestosterone,SMP00068
DB00157,NADH,SMP63688
DB00624,Testosterone,SMP63688
DB00655,Estrone,SMP63688
DB01536,Androstenedione,SMP63688
DB01561,Androstanedione,SMP63688
DB01942,Formic Acid,SMP63688
DB02577,Mesoheme,SMP63688
DB02854,Aetiocholanolone,SMP63688
DB03435,Uridine-5'-Diphosphate,SMP63688
DB07375,"5-BETA-ANDROSTANE-3,17-DIONE",SMP63688
DB00131,Adenosine monophosphate,SMP00740
DB00171,ATP,SMP00740
DB00625,Efavirenz,SMP00740
DB04160,Pyrophosphoric acid,SMP00740
DB00130,L-Glutamine,SMP02338
DB00131,Adenosine monophosphate,SMP02338
DB00142,Glutamic Acid,SMP02338
DB00150,L-Tryptophan,SMP02338
DB00160,L-Alanine,SMP02338
DB00171,ATP,SMP02338
DB00627,Niacin,SMP02338
DB01632,Alpha-Phosphoribosylpyrophosphoric Acid,SMP02338
DB01796,Quinolinic Acid,SMP02338
DB01942,Formic Acid,SMP02338
DB02070,L-2-Amino-4-[2-Aminophenyl]-4-Oxobutanoic Acid,SMP02338
DB02701,Nicotinamide,SMP02338
DB03644,3-Hydroxyanthranilic Acid,SMP02338
DB04160,Pyrophosphoric acid,SMP02338
DB00115,Cyanocobalamin,SMP01898
DB00171,ATP,SMP01898
DB00627,Niacin,SMP01898
DB03896,Triphosphoric acid,SMP01898
DB04160,Pyrophosphoric acid,SMP01898
DB00118,Ademetionine,SMP00048
DB00130,L-Glutamine,SMP00048
DB00131,Adenosine monophosphate,SMP00048
DB00142,Glutamic Acid,SMP00048
DB00157,NADH,SMP00048
DB00171,ATP,SMP00048
DB00627,Niacin,SMP00048
DB01378,Magnesium,SMP00048
DB01632,Alpha-Phosphoribosylpyrophosphoric Acid,SMP00048
DB01796,Quinolinic Acid,SMP00048
DB02701,Nicotinamide,SMP00048
DB03101,Ribose-1-Phosphate,SMP00048
DB03147,Flavin adenine dinucleotide,SMP00048
DB04160,Pyrophosphoric acid,SMP00048
DB00130,L-Glutamine,SMP00850
DB00131,Adenosine monophosphate,SMP00850
DB00142,Glutamic Acid,SMP00850
DB00171,ATP,SMP00850
DB00627,Niacin,SMP00850
DB01632,Alpha-Phosphoribosylpyrophosphoric Acid,SMP00850
DB02701,Nicotinamide,SMP00850
DB04160,Pyrophosphoric acid,SMP00850
DB00118,Ademetionine,SMP63643
DB00130,L-Glutamine,SMP63643
DB00131,Adenosine monophosphate,SMP63643
DB00142,Glutamic Acid,SMP63643
DB00157,NADH,SMP63643
DB00171,ATP,SMP63643
DB00627,Niacin,SMP63643
DB01378,Magnesium,SMP63643
DB01632,Alpha-Phosphoribosylpyrophosphoric Acid,SMP63643
DB01796,Quinolinic Acid,SMP63643
DB02701,Nicotinamide,SMP63643
DB03101,Ribose-1-Phosphate,SMP63643
DB03147,Flavin adenine dinucleotide,SMP63643
DB04160,Pyrophosphoric acid,SMP63643
DB00169,Cholecalciferol,SMP00095
DB00171,ATP,SMP00095
DB00630,Alendronic acid,SMP00095
DB01378,Magnesium,SMP00095
DB01592,Iron,SMP00095
DB01785,Dimethylallyl Diphosphate,SMP00095
DB01942,Formic Acid,SMP00095
DB02552,Geranyl Diphosphate,SMP00095
DB02577,Mesoheme,SMP00095
DB03147,Flavin adenine dinucleotide,SMP00095
DB03796,Palmitic Acid,SMP00095
DB04160,Pyrophosphoric acid,SMP00095
DB04540,Cholesterol,SMP00095
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00095
DB07780,FARNESYL DIPHOSPHATE,SMP00095
DB00635,Prednisone,SMP00440
DB00860,Prednisolone,SMP00440
DB02577,Mesoheme,SMP00440
DB00635,Prednisone,SMP00631
DB00860,Prednisolone,SMP00631
DB02577,Mesoheme,SMP00631
DB00637,Astemizole,SMP59897
DB01373,Calcium,SMP59897
DB00114,Pyridoxal Phosphate,SMP00340
DB00116,Tetrahydrofolic acid,SMP00340
DB00118,Ademetionine,SMP00340
DB00122,Choline,SMP00340
DB00131,Adenosine monophosphate,SMP00340
DB00133,Serine,SMP00340
DB00134,Methionine,SMP00340
DB00145,Glycine,SMP00340
DB00151,L-Cysteine,SMP00340
DB00157,NADH,SMP00340
DB00171,ATP,SMP00340
DB00640,Adenosine,SMP00340
DB01345,Potassium,SMP00340
DB01378,Magnesium,SMP00340
DB01593,Zinc,SMP00340
DB01917,Putrescine,SMP00340
DB02083,"N,N-dimethylglycine",SMP00340
DB02238,4-(Methylsulfanyl)-2-Oxobutanoic Acid,SMP00340
DB03147,Flavin adenine dinucleotide,SMP00340
DB03566,Spermidine,SMP00340
DB04160,Pyrophosphoric acid,SMP00340
DB04193,L-Homoserine,SMP00340
DB04553,2-Oxobutanoic Acid,SMP00340
DB00116,Tetrahydrofolic acid,SMP00364
DB00128,L-Aspartic Acid,SMP00364
DB00130,L-Glutamine,SMP00364
DB00131,Adenosine monophosphate,SMP00364
DB00142,Glutamic Acid,SMP00364
DB00145,Glycine,SMP00364
DB00157,NADH,SMP00364
DB00171,ATP,SMP00364
DB00173,Adenine,SMP00364
DB00640,Adenosine,SMP00364
DB01345,Potassium,SMP00364
DB01373,Calcium,SMP00364
DB01378,Magnesium,SMP00364
DB01593,Zinc,SMP00364
DB01632,Alpha-Phosphoribosylpyrophosphoric Acid,SMP00364
DB01700,AICA ribonucleotide,SMP00364
DB01972,Guanosine-5'-Monophosphate,SMP00364
DB02134,Xanthine,SMP00364
DB02377,Guanine,SMP00364
DB02527,Cyclic Adenosine Monophosphate,SMP00364
DB02577,Mesoheme,SMP00364
DB02857,Guanosine,SMP00364
DB03101,Ribose-1-Phosphate,SMP00364
DB03147,Flavin adenine dinucleotide,SMP00364
DB04076,Hypoxanthine,SMP00364
DB04160,Pyrophosphoric acid,SMP00364
DB04299,Maleic Acid,SMP00364
DB04335,Inosine,SMP00364
DB04457,2'-Deoxyguanosine-5'-Monophosphate,SMP00364
DB00116,Tetrahydrofolic acid,SMP00537
DB00128,L-Aspartic Acid,SMP00537
DB00130,L-Glutamine,SMP00537
DB00131,Adenosine monophosphate,SMP00537
DB00142,Glutamic Acid,SMP00537
DB00145,Glycine,SMP00537
DB00157,NADH,SMP00537
DB00171,ATP,SMP00537
DB00173,Adenine,SMP00537
DB00640,Adenosine,SMP00537
DB01345,Potassium,SMP00537
DB01373,Calcium,SMP00537
DB01378,Magnesium,SMP00537
DB01593,Zinc,SMP00537
DB01632,Alpha-Phosphoribosylpyrophosphoric Acid,SMP00537
DB01700,AICA ribonucleotide,SMP00537
DB01972,Guanosine-5'-Monophosphate,SMP00537
DB02134,Xanthine,SMP00537
DB02377,Guanine,SMP00537
DB02527,Cyclic Adenosine Monophosphate,SMP00537
DB02577,Mesoheme,SMP00537
DB02857,Guanosine,SMP00537
DB03101,Ribose-1-Phosphate,SMP00537
DB03147,Flavin adenine dinucleotide,SMP00537
DB04076,Hypoxanthine,SMP00537
DB04160,Pyrophosphoric acid,SMP00537
DB04299,Maleic Acid,SMP00537
DB04335,Inosine,SMP00537
DB04457,2'-Deoxyguanosine-5'-Monophosphate,SMP00537
DB00173,Adenine,SMP02088
DB00640,Adenosine,SMP02088
DB01378,Magnesium,SMP02088
DB01632,Alpha-Phosphoribosylpyrophosphoric Acid,SMP02088
DB02134,Xanthine,SMP02088
DB02377,Guanine,SMP02088
DB02857,Guanosine,SMP02088
DB03101,Ribose-1-Phosphate,SMP02088
DB04076,Hypoxanthine,SMP02088
DB04335,Inosine,SMP02088
DB00114,Pyridoxal Phosphate,SMP63587
DB00131,Adenosine monophosphate,SMP63587
DB00133,Serine,SMP63587
DB00160,L-Alanine,SMP63587
DB00171,ATP,SMP63587
DB00640,Adenosine,SMP63587
DB02345,Selenocysteine,SMP63587
DB04160,Pyrophosphoric acid,SMP63587
DB04553,2-Oxobutanoic Acid,SMP63587
DB00116,Tetrahydrofolic acid,SMP00168
DB00128,L-Aspartic Acid,SMP00168
DB00130,L-Glutamine,SMP00168
DB00131,Adenosine monophosphate,SMP00168
DB00142,Glutamic Acid,SMP00168
DB00145,Glycine,SMP00168
DB00157,NADH,SMP00168
DB00171,ATP,SMP00168
DB00173,Adenine,SMP00168
DB00640,Adenosine,SMP00168
DB01345,Potassium,SMP00168
DB01373,Calcium,SMP00168
DB01378,Magnesium,SMP00168
DB01593,Zinc,SMP00168
DB01632,Alpha-Phosphoribosylpyrophosphoric Acid,SMP00168
DB01700,AICA ribonucleotide,SMP00168
DB01972,Guanosine-5'-Monophosphate,SMP00168
DB02134,Xanthine,SMP00168
DB02377,Guanine,SMP00168
DB02527,Cyclic Adenosine Monophosphate,SMP00168
DB02577,Mesoheme,SMP00168
DB02857,Guanosine,SMP00168
DB03101,Ribose-1-Phosphate,SMP00168
DB03147,Flavin adenine dinucleotide,SMP00168
DB04076,Hypoxanthine,SMP00168
DB04160,Pyrophosphoric acid,SMP00168
DB04299,Maleic Acid,SMP00168
DB04335,Inosine,SMP00168
DB04457,2'-Deoxyguanosine-5'-Monophosphate,SMP00168
DB00116,Tetrahydrofolic acid,SMP00428
DB00118,Ademetionine,SMP00428
DB00128,L-Aspartic Acid,SMP00428
DB00130,L-Glutamine,SMP00428
DB00131,Adenosine monophosphate,SMP00428
DB00142,Glutamic Acid,SMP00428
DB00145,Glycine,SMP00428
DB00157,NADH,SMP00428
DB00171,ATP,SMP00428
DB00173,Adenine,SMP00428
DB00640,Adenosine,SMP00428
DB01033,Mercaptopurine,SMP00428
DB01345,Potassium,SMP00428
DB01373,Calcium,SMP00428
DB01378,Magnesium,SMP00428
DB01593,Zinc,SMP00428
DB01632,Alpha-Phosphoribosylpyrophosphoric Acid,SMP00428
DB01700,AICA ribonucleotide,SMP00428
DB01972,Guanosine-5'-Monophosphate,SMP00428
DB02134,Xanthine,SMP00428
DB02377,Guanine,SMP00428
DB02527,Cyclic Adenosine Monophosphate,SMP00428
DB02577,Mesoheme,SMP00428
DB02857,Guanosine,SMP00428
DB03101,Ribose-1-Phosphate,SMP00428
DB03147,Flavin adenine dinucleotide,SMP00428
DB04076,Hypoxanthine,SMP00428
DB04160,Pyrophosphoric acid,SMP00428
DB04299,Maleic Acid,SMP00428
DB04335,Inosine,SMP00428
DB04457,2'-Deoxyguanosine-5'-Monophosphate,SMP00428
DB00116,Tetrahydrofolic acid,SMP00430
DB00118,Ademetionine,SMP00430
DB00128,L-Aspartic Acid,SMP00430
DB00130,L-Glutamine,SMP00430
DB00131,Adenosine monophosphate,SMP00430
DB00142,Glutamic Acid,SMP00430
DB00145,Glycine,SMP00430
DB00157,NADH,SMP00430
DB00171,ATP,SMP00430
DB00173,Adenine,SMP00430
DB00352,Tioguanine,SMP00430
DB00640,Adenosine,SMP00430
DB01033,Mercaptopurine,SMP00430
DB01345,Potassium,SMP00430
DB01373,Calcium,SMP00430
DB01378,Magnesium,SMP00430
DB01593,Zinc,SMP00430
DB01632,Alpha-Phosphoribosylpyrophosphoric Acid,SMP00430
DB01700,AICA ribonucleotide,SMP00430
DB01972,Guanosine-5'-Monophosphate,SMP00430
DB02134,Xanthine,SMP00430
DB02377,Guanine,SMP00430
DB02527,Cyclic Adenosine Monophosphate,SMP00430
DB02577,Mesoheme,SMP00430
DB02857,Guanosine,SMP00430
DB03101,Ribose-1-Phosphate,SMP00430
DB03147,Flavin adenine dinucleotide,SMP00430
DB04076,Hypoxanthine,SMP00430
DB04160,Pyrophosphoric acid,SMP00430
DB04299,Maleic Acid,SMP00430
DB04335,Inosine,SMP00430
DB04457,2'-Deoxyguanosine-5'-Monophosphate,SMP00430
DB00116,Tetrahydrofolic acid,SMP00512
DB00128,L-Aspartic Acid,SMP00512
DB00130,L-Glutamine,SMP00512
DB00131,Adenosine monophosphate,SMP00512
DB00142,Glutamic Acid,SMP00512
DB00145,Glycine,SMP00512
DB00157,NADH,SMP00512
DB00171,ATP,SMP00512
DB00173,Adenine,SMP00512
DB00640,Adenosine,SMP00512
DB01345,Potassium,SMP00512
DB01373,Calcium,SMP00512
DB01378,Magnesium,SMP00512
DB01593,Zinc,SMP00512
DB01632,Alpha-Phosphoribosylpyrophosphoric Acid,SMP00512
DB01700,AICA ribonucleotide,SMP00512
DB01972,Guanosine-5'-Monophosphate,SMP00512
DB02134,Xanthine,SMP00512
DB02377,Guanine,SMP00512
DB02527,Cyclic Adenosine Monophosphate,SMP00512
DB02577,Mesoheme,SMP00512
DB02857,Guanosine,SMP00512
DB03101,Ribose-1-Phosphate,SMP00512
DB03147,Flavin adenine dinucleotide,SMP00512
DB04076,Hypoxanthine,SMP00512
DB04160,Pyrophosphoric acid,SMP00512
DB04299,Maleic Acid,SMP00512
DB04335,Inosine,SMP00512
DB04457,2'-Deoxyguanosine-5'-Monophosphate,SMP00512
DB00114,Pyridoxal Phosphate,SMP00570
DB00116,Tetrahydrofolic acid,SMP00570
DB00118,Ademetionine,SMP00570
DB00122,Choline,SMP00570
DB00131,Adenosine monophosphate,SMP00570
DB00133,Serine,SMP00570
DB00134,Methionine,SMP00570
DB00145,Glycine,SMP00570
DB00151,L-Cysteine,SMP00570
DB00157,NADH,SMP00570
DB00171,ATP,SMP00570
DB00640,Adenosine,SMP00570
DB01345,Potassium,SMP00570
DB01378,Magnesium,SMP00570
DB01593,Zinc,SMP00570
DB01917,Putrescine,SMP00570
DB02083,"N,N-dimethylglycine",SMP00570
DB02238,4-(Methylsulfanyl)-2-Oxobutanoic Acid,SMP00570
DB03147,Flavin adenine dinucleotide,SMP00570
DB03566,Spermidine,SMP00570
DB04160,Pyrophosphoric acid,SMP00570
DB04193,L-Homoserine,SMP00570
DB04553,2-Oxobutanoic Acid,SMP00570
DB00173,Adenine,SMP02081
DB00640,Adenosine,SMP02081
DB01632,Alpha-Phosphoribosylpyrophosphoric Acid,SMP02081
DB03101,Ribose-1-Phosphate,SMP02081
DB04076,Hypoxanthine,SMP02081
DB04160,Pyrophosphoric acid,SMP02081
DB04335,Inosine,SMP02081
DB00114,Pyridoxal Phosphate,SMP00029
DB00131,Adenosine monophosphate,SMP00029
DB00133,Serine,SMP00029
DB00160,L-Alanine,SMP00029
DB00171,ATP,SMP00029
DB00640,Adenosine,SMP00029
DB02345,Selenocysteine,SMP00029
DB04160,Pyrophosphoric acid,SMP00029
DB04553,2-Oxobutanoic Acid,SMP00029
DB00114,Pyridoxal Phosphate,SMP00033
DB00116,Tetrahydrofolic acid,SMP00033
DB00118,Ademetionine,SMP00033
DB00122,Choline,SMP00033
DB00131,Adenosine monophosphate,SMP00033
DB00133,Serine,SMP00033
DB00134,Methionine,SMP00033
DB00145,Glycine,SMP00033
DB00151,L-Cysteine,SMP00033
DB00157,NADH,SMP00033
DB00171,ATP,SMP00033
DB00640,Adenosine,SMP00033
DB01345,Potassium,SMP00033
DB01378,Magnesium,SMP00033
DB01593,Zinc,SMP00033
DB01917,Putrescine,SMP00033
DB02083,"N,N-dimethylglycine",SMP00033
DB02238,4-(Methylsulfanyl)-2-Oxobutanoic Acid,SMP00033
DB03147,Flavin adenine dinucleotide,SMP00033
DB03566,Spermidine,SMP00033
DB04160,Pyrophosphoric acid,SMP00033
DB04193,L-Homoserine,SMP00033
DB04553,2-Oxobutanoic Acid,SMP00033
DB00116,Tetrahydrofolic acid,SMP00050
DB00128,L-Aspartic Acid,SMP00050
DB00130,L-Glutamine,SMP00050
DB00131,Adenosine monophosphate,SMP00050
DB00142,Glutamic Acid,SMP00050
DB00145,Glycine,SMP00050
DB00157,NADH,SMP00050
DB00171,ATP,SMP00050
DB00173,Adenine,SMP00050
