id,name,organism,known_action,position,parent_key
BE0001066,Solute carrier family 22 member 6,Human,unknown,4,DB00456
BE0003645,Solute carrier family 22 member 8,Human,unknown,5,DB00456
BE0000879,Solute carrier family 22 member 11,Human,unknown,6,DB00456
BE0003646,Solute carrier family 22 member 7,Human,unknown,7,DB00456
BE0003647,Solute carrier family 22 member 2,Human,unknown,8,DB00457
BE0003648,Solute carrier family 22 member 1,Human,unknown,9,DB00457
BE0003650,Solute carrier family 22 member 3,Human,unknown,10,DB00457
BE0001032,Multidrug resistance protein 1,Human,unknown,11,DB00457
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,12,DB00457
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00458
BE0003648,Solute carrier family 22 member 1,Human,unknown,1,DB00458
BE0003647,Solute carrier family 22 member 2,Human,unknown,2,DB00458
BE0003650,Solute carrier family 22 member 3,Human,unknown,3,DB00458
BE0000757,Solute carrier family 22 member 4,Human,unknown,3,DB00458
BE0003647,Solute carrier family 22 member 2,Human,unknown,1,DB00468
BE0003648,Solute carrier family 22 member 1,Human,unknown,2,DB00468
BE0000106,Solute carrier family 22 member 5,Human,unknown,3,DB00468
BE0001032,Multidrug resistance protein 1,Human,unknown,4,DB00468
BE0003642,Solute carrier organic anion transporter family member 1A2,Human,unknown,5,DB00468
BE0000757,Solute carrier family 22 member 4,Human,unknown,6,DB00468
BE0003645,Solute carrier family 22 member 8,Human,unknown,3,DB00469
BE0001032,Multidrug resistance protein 1,Human,unknown,2,DB00470
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,3,DB00470
BE0001042,Solute carrier organic anion transporter family member 2B1,Human,unknown,1,DB00471
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00472
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00477
BE0003648,Solute carrier family 22 member 1,Human,unknown,2,DB00477
BE0001032,Multidrug resistance protein 1,Human,unknown,5,DB00480
BE0001188,Multidrug resistance-associated protein 4,Human,unknown,0,DB00482
BE0001018,Solute carrier family 15 member 1,Human,unknown,1,DB00485
BE0001134,Solute carrier family 15 member 2,Human,unknown,2,DB00485
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00490
BE0001018,Solute carrier family 15 member 1,Human,unknown,1,DB00492
BE0001134,Solute carrier family 15 member 2,Human,unknown,2,DB00492
BE0001018,Solute carrier family 15 member 1,Human,unknown,1,DB00493
BE0001134,Solute carrier family 15 member 2,Human,unknown,2,DB00493
BE0001066,Solute carrier family 22 member 6,Human,unknown,3,DB00493
BE0003645,Solute carrier family 22 member 8,Human,unknown,4,DB00493
BE0000879,Solute carrier family 22 member 11,Human,unknown,5,DB00493
BE0003646,Solute carrier family 22 member 7,Human,unknown,6,DB00493
BE0003647,Solute carrier family 22 member 2,Human,unknown,8,DB00495
BE0001066,Solute carrier family 22 member 6,Human,unknown,9,DB00495
BE0003646,Solute carrier family 22 member 7,Human,unknown,10,DB00495
BE0003645,Solute carrier family 22 member 8,Human,unknown,11,DB00495
BE0000879,Solute carrier family 22 member 11,Human,unknown,12,DB00495
BE0004705,Sodium/nucleoside cotransporter 1,Human,unknown,13,DB00495
BE0004706,Equilibrative nucleoside transporter 2,Human,unknown,14,DB00495
BE0001032,Multidrug resistance protein 1,Human,unknown,15,DB00495
BE0001188,Multidrug resistance-associated protein 4,Human,unknown,16,DB00495
BE0003639,Multidrug resistance-associated protein 5,Human,unknown,17,DB00495
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,18,DB00495
BE0001066,Solute carrier family 22 member 6,Human,unknown,3,DB00500
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00501
BE0003647,Solute carrier family 22 member 2,Human,unknown,2,DB00501
BE0003648,Solute carrier family 22 member 1,Human,unknown,3,DB00501
BE0003650,Solute carrier family 22 member 3,Human,unknown,4,DB00501
BE0000106,Solute carrier family 22 member 5,Human,unknown,5,DB00501
BE0001066,Solute carrier family 22 member 6,Human,unknown,6,DB00501
BE0003645,Solute carrier family 22 member 8,Human,unknown,7,DB00501
BE0003657,Multidrug and toxin extrusion protein 1,Human,unknown,8,DB00501
BE0000757,Solute carrier family 22 member 4,Human,unknown,9,DB00501
BE0000879,Solute carrier family 22 member 11,Human,unknown,10,DB00501
BE0003646,Solute carrier family 22 member 7,Human,unknown,11,DB00501
BE0001032,Multidrug resistance protein 1,Human,unknown,3,DB00502
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00503
BE0000785,Multidrug resistance-associated protein 1,Human,unknown,7,DB00503
BE0003642,Solute carrier organic anion transporter family member 1A2,Human,unknown,8,DB00503
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,8,DB00503
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,9,DB00503
BE0001004,Solute carrier organic anion transporter family member 1B1,Human,unknown,10,DB00503
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00508
BE0001004,Solute carrier organic anion transporter family member 1B1,Human,unknown,4,DB00509
BE0003660,Solute carrier organic anion transporter family member 1C1,Human,unknown,5,DB00509
BE0003656,Solute carrier organic anion transporter family member 4A1,Human,unknown,6,DB00509
BE0003653,Solute carrier organic anion transporter family member 4C1,Human,unknown,7,DB00509
BE0000222,Large neutral amino acids transporter small subunit 1,Human,unknown,8,DB00509
BE0001061,Canalicular multispecific organic anion transporter 2,Human,unknown,1,DB00515
BE0003639,Multidrug resistance-associated protein 5,Human,unknown,2,DB00515
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,3,DB00515
BE0003647,Solute carrier family 22 member 2,Human,unknown,4,DB00515
BE0003649,High affinity copper uptake protein 1,Human,unknown,5,DB00515
BE0003662,Probable low affinity copper uptake protein 2,Human,unknown,6,DB00515
BE0003640,Multidrug resistance-associated protein 6,Human,unknown,7,DB00515
BE0001032,Multidrug resistance protein 1,Human,unknown,8,DB00515
BE0003664,Copper-transporting ATPase 2,Human,unknown,9,DB00515
BE0003666,Copper-transporting ATPase 1,Human,unknown,10,DB00515
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,11,DB00515
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00518
BE0001018,Solute carrier family 15 member 1,Human,unknown,1,DB00519
BE0001134,Solute carrier family 15 member 2,Human,unknown,2,DB00519
BE0003648,Solute carrier family 22 member 1,Human,unknown,1,DB00520
BE0001032,Multidrug resistance protein 1,Human,unknown,2,DB00520
BE0001066,Solute carrier family 22 member 6,Human,unknown,3,DB00520
BE0001004,Solute carrier organic anion transporter family member 1B1,Human,unknown,4,DB00520
BE0003659,Solute carrier organic anion transporter family member 1B3,Human,unknown,5,DB00520
BE0001032,Multidrug resistance protein 1,Human,unknown,9,DB00523
BE0003647,Solute carrier family 22 member 2,Human,unknown,1,DB00526
BE0003648,Solute carrier family 22 member 1,Human,unknown,2,DB00526
BE0003649,High affinity copper uptake protein 1,Human,unknown,3,DB00526
BE0003650,Solute carrier family 22 member 3,Human,unknown,4,DB00526
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,5,DB00526
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,18,DB00526
BE0003664,Copper-transporting ATPase 2,Human,unknown,19,DB00526
BE0003666,Copper-transporting ATPase 1,Human,unknown,20,DB00526
BE0001066,Solute carrier family 22 member 6,Human,unknown,1,DB00529
BE0000669,Monocarboxylate transporter 1,Human,unknown,2,DB00529
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,1,DB00530
BE0001032,Multidrug resistance protein 1,Human,unknown,2,DB00530
BE0001188,Multidrug resistance-associated protein 4,Human,unknown,1,DB00533
BE0000106,Solute carrier family 22 member 5,Human,unknown,4,DB00535
BE0001018,Solute carrier family 15 member 1,Human,unknown,5,DB00535
BE0001134,Solute carrier family 15 member 2,Human,unknown,6,DB00535
BE0001066,Solute carrier family 22 member 6,Human,unknown,7,DB00535
BE0003645,Solute carrier family 22 member 8,Human,unknown,8,DB00535
BE0003647,Solute carrier family 22 member 2,Human,unknown,1,DB00536
BE0003648,Solute carrier family 22 member 1,Human,unknown,2,DB00536
BE0003650,Solute carrier family 22 member 3,Human,unknown,3,DB00536
BE0000106,Solute carrier family 22 member 5,Human,unknown,4,DB00536
BE0003645,Solute carrier family 22 member 8,Human,unknown,5,DB00536
BE0000757,Solute carrier family 22 member 4,Human,unknown,6,DB00536
BE0001032,Multidrug resistance protein 1,Human,unknown,5,DB00537
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00539
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00541
BE0001061,Canalicular multispecific organic anion transporter 2,Human,unknown,2,DB00541
BE0003650,Solute carrier family 22 member 3,Human,unknown,3,DB00541
BE0000785,Multidrug resistance-associated protein 1,Human,unknown,4,DB00541
BE0003651,Multidrug resistance-associated protein 7,Human,unknown,5,DB00541
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,6,DB00541
BE0000703,Bile salt export pump,Human,unknown,7,DB00541
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,8,DB00541
BE0004770,RalA-binding protein 1,Human,unknown,10,DB00541
BE0001018,Solute carrier family 15 member 1,Human,unknown,1,DB00542
BE0001134,Solute carrier family 15 member 2,Human,unknown,2,DB00542
BE0003646,Solute carrier family 22 member 7,Human,unknown,12,DB00544
BE0001204,Equilibrative nucleoside transporter 1,Human,unknown,13,DB00544
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,14,DB00544
BE0001061,Canalicular multispecific organic anion transporter 2,Human,unknown,15,DB00544
BE0001188,Multidrug resistance-associated protein 4,Human,unknown,16,DB00544
BE0003639,Multidrug resistance-associated protein 5,Human,unknown,17,DB00544
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,8,DB00549
BE0001066,Solute carrier family 22 member 6,Human,unknown,3,DB00554
BE0003645,Solute carrier family 22 member 8,Human,unknown,4,DB00554
BE0000879,Solute carrier family 22 member 11,Human,unknown,5,DB00554
BE0001032,Multidrug resistance protein 1,Human,unknown,2,DB00555
BE0000703,Bile salt export pump,Human,unknown,1,DB00559
BE0001061,Canalicular multispecific organic anion transporter 2,Human,unknown,10,DB00563
BE0001188,Multidrug resistance-associated protein 4,Human,unknown,11,DB00563
BE0000785,Multidrug resistance-associated protein 1,Human,unknown,12,DB00563
BE0001066,Solute carrier family 22 member 6,Human,unknown,13,DB00563
BE0003651,Multidrug resistance-associated protein 7,Human,unknown,14,DB00563
BE0003645,Solute carrier family 22 member 8,Human,unknown,15,DB00563
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,16,DB00563
BE0001032,Multidrug resistance protein 1,Human,unknown,17,DB00563
BE0003642,Solute carrier organic anion transporter family member 1A2,Human,unknown,18,DB00563
BE0000669,Monocarboxylate transporter 1,Human,unknown,19,DB00563
BE0003658,ATP-binding cassette sub-family C member 11,Human,unknown,20,DB00563
BE0003659,Solute carrier organic anion transporter family member 1B3,Human,unknown,21,DB00563
BE0000879,Solute carrier family 22 member 11,Human,unknown,22,DB00563
BE0003660,Solute carrier organic anion transporter family member 1C1,Human,unknown,23,DB00563
BE0003661,Solute carrier organic anion transporter family member 3A1,Human,unknown,24,DB00563
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,25,DB00563
BE0003646,Solute carrier family 22 member 7,Human,unknown,25,DB00563
BE0001048,Proton-coupled folate transporter,Human,unknown,26,DB00563
BE0001004,Solute carrier organic anion transporter family member 1B1,Human,unknown,26,DB00563
BE0003653,Solute carrier organic anion transporter family member 4C1,Human,unknown,29,DB00563
BE0004711,Folate transporter 1,Human,unknown,30,DB00563
BE0003405,Folate receptor alpha,Human,unknown,31,DB00563
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00564
BE0004770,RalA-binding protein 1,Human,unknown,10,DB00564
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,11,DB00564
BE0000106,Solute carrier family 22 member 5,Human,unknown,2,DB00567
BE0001018,Solute carrier family 15 member 1,Human,unknown,3,DB00567
BE0001134,Solute carrier family 15 member 2,Human,unknown,4,DB00567
BE0001066,Solute carrier family 22 member 6,Human,unknown,5,DB00567
BE0003657,Multidrug and toxin extrusion protein 1,Human,unknown,6,DB00567
BE0003645,Solute carrier family 22 member 8,Human,unknown,6,DB00567
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00570
BE0000785,Multidrug resistance-associated protein 1,Human,unknown,2,DB00570
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,3,DB00570
BE0003640,Multidrug resistance-associated protein 6,Human,unknown,4,DB00570
BE0000703,Bile salt export pump,Human,unknown,5,DB00570
BE0003647,Solute carrier family 22 member 2,Human,unknown,7,DB00571
BE0001032,Multidrug resistance protein 1,Human,unknown,8,DB00571
BE0003648,Solute carrier family 22 member 1,Human,unknown,3,DB00575
BE0003650,Solute carrier family 22 member 3,Human,unknown,4,DB00575
BE0000106,Solute carrier family 22 member 5,Human,unknown,5,DB00575
BE0000757,Solute carrier family 22 member 4,Human,unknown,6,DB00575
BE0001032,Multidrug resistance protein 1,Human,unknown,7,DB00575
BE0001018,Solute carrier family 15 member 1,Human,unknown,1,DB00577
BE0001134,Solute carrier family 15 member 2,Human,unknown,2,DB00577
BE0003645,Solute carrier family 22 member 8,Human,unknown,3,DB00577
BE0001066,Solute carrier family 22 member 6,Human,unknown,4,DB00577
BE0000423,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),Human,unknown,5,DB00577
BE0003643,Ileal sodium/bile acid cotransporter,Human,unknown,6,DB00577
BE0001066,Solute carrier family 22 member 6,Human,unknown,1,DB00578
BE0000757,Solute carrier family 22 member 4,Human,unknown,1,DB00583
BE0001004,Solute carrier organic anion transporter family member 1B1,Human,unknown,2,DB00583
BE0000106,Solute carrier family 22 member 5,Human,unknown,3,DB00583
BE0003669,Solute carrier family 22 member 16,Human,unknown,4,DB00583
BE0003645,Solute carrier family 22 member 8,Human,unknown,5,DB00583
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00584
BE0001018,Solute carrier family 15 member 1,Human,unknown,2,DB00584
BE0001066,Solute carrier family 22 member 6,Human,unknown,3,DB00584
BE0003645,Solute carrier family 22 member 8,Human,unknown,4,DB00584
BE0003646,Solute carrier family 22 member 7,Human,unknown,5,DB00584
BE0003642,Solute carrier organic anion transporter family member 1A2,Human,unknown,6,DB00584
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00585
BE0001188,Multidrug resistance-associated protein 4,Human,unknown,5,DB00586
BE0001032,Multidrug resistance protein 1,Human,unknown,5,DB00586
BE0000785,Multidrug resistance-associated protein 1,Human,unknown,6,DB00586
BE0001066,Solute carrier family 22 member 6,Human,unknown,7,DB00586
BE0003645,Solute carrier family 22 member 8,Human,unknown,8,DB00586
BE0003660,Solute carrier organic anion transporter family member 1C1,Human,unknown,9,DB00586
BE0000879,Solute carrier family 22 member 11,Human,unknown,10,DB00586
BE0001032,Multidrug resistance protein 1,Human,unknown,8,DB00590
BE0003647,Solute carrier family 22 member 2,Human,unknown,10,DB00594
BE0003648,Solute carrier family 22 member 1,Human,unknown,11,DB00594
BE0000757,Solute carrier family 22 member 4,Human,unknown,12,DB00594
BE0001066,Solute carrier family 22 member 6,Human,unknown,1,DB00595
BE0003645,Solute carrier family 22 member 8,Human,unknown,2,DB00595
BE0000879,Solute carrier family 22 member 11,Human,unknown,3,DB00595
BE0003646,Solute carrier family 22 member 7,Human,unknown,4,DB00595
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00602
BE0000785,Multidrug resistance-associated protein 1,Human,unknown,2,DB00602
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,3,DB00602
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,4,DB00602
BE0001066,Solute carrier family 22 member 6,Human,unknown,8,DB00605
BE0001066,Solute carrier family 22 member 6,Human,unknown,1,DB00606
BE0001066,Solute carrier family 22 member 6,Human,unknown,1,DB00607
BE0003648,Solute carrier family 22 member 1,Human,unknown,10,DB00619
BE0001032,Multidrug resistance protein 1,Human,unknown,11,DB00619
BE0003647,Solute carrier family 22 member 2,Human,unknown,12,DB00619
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,13,DB00619
BE0003671,ATP-binding cassette sub-family A member 3,Human,unknown,14,DB00619
BE0001032,Multidrug resistance protein 1,Human,unknown,16,DB00622
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00623
BE0003642,Solute carrier organic anion transporter family member 1A2,Human,unknown,3,DB00624
BE0003645,Solute carrier family 22 member 8,Human,unknown,4,DB00624
BE0003646,Solute carrier family 22 member 7,Human,unknown,5,DB00624
BE0003648,Solute carrier family 22 member 1,Human,unknown,6,DB00624
BE0001032,Multidrug resistance protein 1,Human,unknown,7,DB00624
BE0003644,Sodium/bile acid cotransporter,Human,unknown,8,DB00624
BE0003650,Solute carrier family 22 member 3,Human,unknown,9,DB00624
BE0000757,Solute carrier family 22 member 4,Human,unknown,10,DB00624
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,11,DB00624
BE0000106,Solute carrier family 22 member 5,Human,unknown,1,DB00627
BE0001042,Solute carrier organic anion transporter family member 2B1,Human,unknown,2,DB00627
BE0000669,Monocarboxylate transporter 1,Human,unknown,3,DB00627
BE0004708,Sodium-coupled monocarboxylate transporter 1,Human,unknown,5,DB00627
BE0000449,Monocarboxylate transporter 4,Human,unknown,6,DB00627
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,2,DB00631
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00635
BE0003642,Solute carrier organic anion transporter family member 1A2,Human,unknown,2,DB00635
BE0001032,Multidrug resistance protein 1,Human,unknown,3,DB00637
BE0003672,Solute carrier family 28 member 3,Human,unknown,5,DB00640
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00641
BE0003642,Solute carrier organic anion transporter family member 1A2,Human,unknown,2,DB00641
BE0001004,Solute carrier organic anion transporter family member 1B1,Human,unknown,3,DB00641
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,12,DB00641
BE0001066,Solute carrier family 22 member 6,Human,unknown,1,DB00649
BE0004705,Sodium/nucleoside cotransporter 1,Human,unknown,3,DB00649
BE0003645,Solute carrier family 22 member 8,Human,unknown,1,DB00650
BE0001042,Solute carrier organic anion transporter family member 2B1,Human,unknown,1,DB00654
BE0003648,Solute carrier family 22 member 1,Human,unknown,2,DB00654
BE0001042,Solute carrier organic anion transporter family member 2B1,Human,unknown,2,DB00655
BE0001032,Multidrug resistance protein 1,Human,unknown,3,DB00655
BE0003642,Solute carrier organic anion transporter family member 1A2,Human,unknown,4,DB00655
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,5,DB00655
BE0001004,Solute carrier organic anion transporter family member 1B1,Human,unknown,6,DB00655
BE0003645,Solute carrier family 22 member 8,Human,unknown,18,DB00655
BE0001032,Multidrug resistance protein 1,Human,unknown,9,DB00656
BE0000536,Proton-coupled amino acid transporter 1,Human,unknown,0,DB00659
BE0001032,Multidrug resistance protein 1,Human,unknown,17,DB00661
BE0003648,Solute carrier family 22 member 1,Human,unknown,18,DB00661
BE0001061,Canalicular multispecific organic anion transporter 2,Human,unknown,19,DB00661
BE0001188,Multidrug resistance-associated protein 4,Human,unknown,20,DB00661
BE0000106,Solute carrier family 22 member 5,Human,unknown,21,DB00661
BE0000785,Multidrug resistance-associated protein 1,Human,unknown,22,DB00661
BE0003642,Solute carrier organic anion transporter family member 1A2,Human,unknown,23,DB00661
BE0003651,Multidrug resistance-associated protein 7,Human,unknown,24,DB00661
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,25,DB00661
BE0000757,Solute carrier family 22 member 4,Human,unknown,26,DB00661
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,27,DB00661
BE0001004,Solute carrier organic anion transporter family member 1B1,Human,unknown,28,DB00661
BE0003647,Solute carrier family 22 member 2,Human,unknown,1,DB00668
BE0003648,Solute carrier family 22 member 1,Human,unknown,2,DB00668
BE0000106,Solute carrier family 22 member 5,Human,unknown,3,DB00668
BE0003642,Solute carrier organic anion transporter family member 1A2,Human,unknown,2,DB00669
BE0001032,Multidrug resistance protein 1,Human,unknown,3,DB00669
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,4,DB00669
BE0001004,Solute carrier organic anion transporter family member 1B1,Human,unknown,5,DB00669
BE0000106,Solute carrier family 22 member 5,Human,unknown,2,DB00671
BE0001018,Solute carrier family 15 member 1,Human,unknown,3,DB00671
BE0001134,Solute carrier family 15 member 2,Human,unknown,4,DB00671
BE0001018,Solute carrier family 15 member 1,Human,unknown,2,DB00672
BE0001134,Solute carrier family 15 member 2,Human,unknown,3,DB00672
BE0001066,Solute carrier family 22 member 6,Human,unknown,4,DB00672
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00675
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,2,DB00675
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,19,DB00675
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00678
BE0001066,Solute carrier family 22 member 6,Human,unknown,2,DB00678
BE0004782,Solute carrier family 22 member 12,Human,unknown,13,DB00678
BE0004783,"Solute carrier family 2, facilitated glucose transporter member 9",Human,unknown,14,DB00678
BE0001032,Multidrug resistance protein 1,Human,unknown,16,DB00683
BE0003648,Solute carrier family 22 member 1,Human,unknown,17,DB00683
BE0001004,Solute carrier organic anion transporter family member 1B1,Human,unknown,15,DB00688
BE0003659,Solute carrier organic anion transporter family member 1B3,Human,unknown,16,DB00688
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,17,DB00688
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,18,DB00688
BE0001032,Multidrug resistance protein 1,Human,unknown,19,DB00688
BE0000106,Solute carrier family 22 member 5,Human,unknown,1,DB00689
BE0001032,Multidrug resistance protein 1,Human,unknown,20,DB00690
BE0003647,Solute carrier family 22 member 2,Human,unknown,21,DB00690
BE0001018,Solute carrier family 15 member 1,Human,unknown,1,DB00691
BE0001134,Solute carrier family 15 member 2,Human,unknown,2,DB00691
BE0001066,Solute carrier family 22 member 6,Human,unknown,1,DB00693
BE0000703,Bile salt export pump,Human,unknown,2,DB00693
BE0000785,Multidrug resistance-associated protein 1,Human,unknown,3,DB00693
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00694
BE0000785,Multidrug resistance-associated protein 1,Human,unknown,2,DB00694
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,3,DB00694
BE0003651,Multidrug resistance-associated protein 7,Human,unknown,4,DB00694
BE0003640,Multidrug resistance-associated protein 6,Human,unknown,4,DB00694
BE0000703,Bile salt export pump,Human,unknown,4,DB00694
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,5,DB00694
BE0001066,Solute carrier family 22 member 6,Human,unknown,2,DB00695
BE0000106,Solute carrier family 22 member 5,Human,unknown,3,DB00695
BE0003645,Solute carrier family 22 member 8,Human,unknown,4,DB00695
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,5,DB00695
BE0003655,Solute carrier organic anion transporter family member 2A1,Human,unknown,6,DB00695
BE0000879,Solute carrier family 22 member 11,Human,unknown,7,DB00695
BE0001032,Multidrug resistance protein 1,Human,unknown,11,DB00696
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,1,DB00698
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00701
BE0000785,Multidrug resistance-associated protein 1,Human,unknown,2,DB00701
BE0001066,Solute carrier family 22 member 6,Human,unknown,1,DB00703
BE0000785,Multidrug resistance-associated protein 1,Human,unknown,1,DB00709
BE0001066,Solute carrier family 22 member 6,Human,unknown,2,DB00709
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,3,DB00709
BE0003648,Solute carrier family 22 member 1,Human,unknown,4,DB00709
BE0003647,Solute carrier family 22 member 2,Human,unknown,5,DB00709
BE0003650,Solute carrier family 22 member 3,Human,unknown,6,DB00709
BE0001032,Multidrug resistance protein 1,Human,unknown,14,DB00709
BE0001188,Multidrug resistance-associated protein 4,Human,unknown,15,DB00709
BE0001061,Canalicular multispecific organic anion transporter 2,Human,unknown,16,DB00709
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,17,DB00709
BE0001188,Multidrug resistance-associated protein 4,Human,unknown,4,DB00712
BE0001066,Solute carrier family 22 member 6,Human,unknown,5,DB00712
BE0001018,Solute carrier family 15 member 1,Human,unknown,1,DB00713
BE0001134,Solute carrier family 15 member 2,Human,unknown,2,DB00713
BE0001032,Multidrug resistance protein 1,Human,unknown,9,DB00715
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00717
BE0001066,Solute carrier family 22 member 6,Human,unknown,1,DB00718
BE0001188,Multidrug resistance-associated protein 4,Human,unknown,2,DB00718
BE0003639,Multidrug resistance-associated protein 5,Human,unknown,3,DB00718
BE0003650,Solute carrier family 22 member 3,Human,unknown,4,DB00718
BE0001032,Multidrug resistance protein 1,Human,unknown,9,DB00726
BE0003648,Solute carrier family 22 member 1,Human,unknown,2,DB00728
BE0003642,Solute carrier organic anion transporter family member 1A2,Human,unknown,3,DB00728
BE0001188,Multidrug resistance-associated protein 4,Human,unknown,1,DB00731
BE0000669,Monocarboxylate transporter 1,Human,unknown,2,DB00731
BE0001018,Solute carrier family 15 member 1,Human,unknown,3,DB00731
BE0001134,Solute carrier family 15 member 2,Human,unknown,4,DB00731
BE0001066,Solute carrier family 22 member 6,Human,unknown,5,DB00731
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,3,DB00740
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00741
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,2,DB00741
BE0003642,Solute carrier organic anion transporter family member 1A2,Human,unknown,2,DB00741
BE0003645,Solute carrier family 22 member 8,Human,unknown,10,DB00741
BE0001032,Multidrug resistance protein 1,Human,unknown,1,DB00742
BE0001032,Multidrug resistance protein 1,Human,unknown,6,DB00747
BE0001066,Solute carrier family 22 member 6,Human,unknown,5,DB00749
BE0001032,Multidrug resistance protein 1,Human,unknown,7,DB00751
BE0000508,Cellular retinoic acid-binding protein 1,Human,unknown,1,DB00755
BE0000782,Cellular retinoic acid-binding protein 2,Human,unknown,2,DB00755
BE0001032,Multidrug resistance protein 1,Human,unknown,6,DB00758
BE0001066,Solute carrier family 22 member 6,Human,unknown,2,DB00759
BE0003645,Solute carrier family 22 member 8,Human,unknown,3,DB00759
BE0000879,Solute carrier family 22 member 11,Human,unknown,4,DB00759
BE0003646,Solute carrier family 22 member 7,Human,unknown,5,DB00759
BE0000281,Solute carrier family 12 member 2,Human,unknown,1,DB00761
BE0000502,Solute carrier family 12 member 1,Human,unknown,2,DB00761
BE0000047,Solute carrier family 12 member 5,Human,unknown,3,DB00761
BE0000140,Solute carrier family 12 member 6,Human,unknown,4,DB00761
BE0000276,Solute carrier family 12 member 7,Human,unknown,5,DB00761
BE0000601,Solute carrier family 12 member 4,Human,unknown,6,DB00761
BE0003650,Solute carrier family 22 member 3,Human,unknown,10,DB00762
BE0001004,Solute carrier organic anion transporter family member 1B1,Human,unknown,11,DB00762
BE0000785,Multidrug resistance-associated protein 1,Human,unknown,12,DB00762
BE0001067,ATP-binding cassette sub-family G member 2,Human,unknown,13,DB00762
BE0001032,Multidrug resistance protein 1,Human,unknown,15,DB00762
BE0001069,Canalicular multispecific organic anion transporter 1,Human,unknown,16,DB00762
BE0003639,Multidrug resistance-associated protein 5,Human,unknown,1,DB00770
BE0001042,Solute carrier organic anion transporter family member 2B1,Human,unknown,2,DB00770
BE0003661,Solute carrier organic anion transporter family member 3A1,Human,unknown,3,DB00770
